Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
10.0,1.0,1.0,1000.42,492.41,eye,"[ 4.28324261e-02 -2.20190391e-02  8.83994672e-02  2.82578107e-02
  3.51120830e-02  6.93836946e-02  8.41910820e+01 -1.06047514e+01
  9.73666512e+01  1.97206185e+01  1.16388857e+01  2.20743598e+01
  9.90000000e-02]"
10.0,1.0,2.0,995.88,489.36,eye,"[ 5.39669623e-02 -7.62333237e-02  1.48409014e-01  1.33988101e-02
  2.43209669e-02  6.70376845e-02  8.73755636e+01 -9.41957701e+00
  6.98429724e+01  1.19346428e+01  3.11706240e+00  8.60243369e+00
  1.38100000e+00]"
10.0,1.0,3.0,994.2,487.44,eye,"[ 2.87683562e-01 -8.33115753e-02  1.56595960e-01  2.46605325e-01
  1.12367537e-01  1.40577638e-01  1.05019414e+03  2.54943378e+01
  5.80088394e+01  7.94216427e+02  6.26946082e+01  4.02337109e+01
  5.00000000e-03]"
10.0,1.0,4.0,1053.43,478.9,eye,"[ 3.14832365e-02 -2.89347549e-02  9.91599962e-02  1.62166145e-02
  3.13805275e-02  7.39803747e-02  9.79743914e+01 -2.51236923e+01
  8.39375843e+01  1.80417382e+01  8.93106619e+00  1.46277226e+01
  1.95000000e-01]"
10.0,1.0,5.0,1063.32,473.29,eye,"[ 4.36059660e-02 -4.20749787e-02  8.81353523e-02  1.78368617e-02
  3.14629447e-02  6.73364359e-02  8.05638507e+01 -8.61186285e+00
  7.23076558e+01  1.38650861e+01  6.83931111e+00  1.20766516e+01
  2.48000000e-01]"
10.0,1.0,6.0,1021.86,483.0,eye,"[ 4.38284988e-02 -3.49916202e-02  8.15198813e-02  1.94048782e-02
  3.31392352e-02  6.19582726e-02  8.53685465e+01 -1.62669615e+00
  3.95785055e+01  1.58930009e+01  6.12387909e+00  7.46522022e+00
  1.70000000e-01]"
10.0,1.0,7.0,1020.74,484.56,eye,"[ 2.12756464e-01 -1.58444942e-02  6.34760590e-01  1.89737354e-01
  1.33168022e-01  3.32993540e-01  3.16453202e+02  2.26788004e+01
  5.19911504e+01  2.38432794e+02  3.65688327e+01  3.73046471e+01
  5.00000000e-03]"
10.0,1.0,8.0,994.78,496.1,eye,"[ 5.42193046e-02 -6.40512375e-02  1.11332823e-01  1.45374311e-02
  2.60946281e-02  6.22423538e-02  9.38145010e+01 -9.62453687e+00
  6.05799022e+01  1.28922159e+01  3.72707471e+00  7.88290813e+00
  8.97000000e-01]"
10.0,1.0,9.0,995.43,520.96,eye,"[ 4.26447202e-02 -5.25334313e-02  1.06431074e-01  1.53554474e-02
  2.66382540e-02  6.68390597e-02  8.54431177e+01 -9.83312423e+00
  6.92124033e+01  1.27532646e+01  5.38047251e+00  1.01391449e+01
  3.98000000e-01]"
10.0,1.0,10.0,1001.75,507.2,eye,"[ 5.19207886e-02 -5.65359195e-02  1.02748827e-01  1.60478096e-02
  2.83336490e-02  6.37103028e-02  8.06326786e+01 -1.75924359e+01
  7.22744853e+01  1.15086754e+01  4.44580999e+00  9.49442243e+00
  5.88000000e-01]"
10.0,1.0,11.0,992.41,507.33,eye,"[ 4.59428253e-02 -5.20618321e-02  1.01279555e-01  1.62070725e-02
  2.71616011e-02  6.47054856e-02  8.95840704e+01 -1.78987543e+01
  7.50259936e+01  1.33851057e+01  5.35326142e+00  1.02589587e+01
  5.03000000e-01]"
10.0,1.0,12.0,999.22,510.39,eye,"[ 4.42842365e-02 -4.94696679e-02  1.05442573e-01  1.59740948e-02
  2.71211509e-02  6.63521985e-02  6.26716634e+01 -1.57948032e+01
  8.59514600e+01  9.61475521e+00  5.31464711e+00  1.26956909e+01
  4.22000000e-01]"
10.0,1.0,13.0,1007.75,492.54,eye,"[ 3.65799404e-02 -3.99211872e-02  1.09366071e-01  1.53777004e-02
  2.94241049e-02  7.41031339e-02  1.13963397e+02 -8.91123619e+00
  8.70567141e+01  1.78782815e+01  7.31305866e+00  1.23400513e+01
  3.97000000e-01]"
10.0,1.0,14.0,1009.98,492.18,eye,"[ 6.49728043e-01 -3.42445116e-01  3.69184721e-01  2.30062173e-01
  2.15597028e-01  2.80311439e-01  1.05873500e+02 -3.20226490e+00
  5.44678928e+01  8.28702677e+01  2.03632596e+01  3.86400882e+01
  5.00000000e-03]"
10.0,1.0,15.0,990.99,516.29,eye,"[ 4.78362716e-02 -4.72776916e-02  9.22022329e-02  1.72022183e-02
  2.94268608e-02  6.32851993e-02  7.21591456e+01 -1.49393080e+01
  5.70405885e+01  1.11449224e+01  4.99964059e+00  8.81585254e+00
  3.43000000e-01]"
10.0,1.0,16.0,988.85,519.91,eye,"[ 2.47500895e-01 -8.38985832e-02  3.30396083e-01  1.22669151e-01
  1.35145331e-01  2.78794667e-01  6.51909828e+01 -1.79963877e+01
  2.07374139e+03  4.36475650e+01  2.60766345e+01  1.24847004e+03
  8.00000000e-03]"
10.0,1.0,17.0,932.67,917.65,,"[ 7.64015799e-02 -1.71329277e-02  4.86210204e-02  5.62272169e-02
  3.30506319e-02  4.14396170e-02  7.19696672e+01  1.30059923e+01
  1.78565119e+02  2.83118412e+01  2.06480772e+01  6.84800241e+01
  2.80000000e-02]"
10.0,1.0,18.0,951.06,1006.79,,"[ 4.10938189e-02 -3.11999576e-02  4.81439052e-02  2.06078036e-02
  1.92248865e-02  3.30421577e-02  7.18565327e+01  2.58606354e+01
  1.36518857e+02  1.31924530e+01  8.34763580e+00  2.36000162e+01
  2.40000000e-01]"
10.0,1.0,19.0,974.05,1016.79,,"[ 4.49567776e-02 -1.77062599e-02  3.12244465e-02  1.97424919e-02
  1.74315924e-02  2.16377605e-02  6.74827045e+01  1.55123121e+01
  8.82521060e+01  1.13327385e+01  5.81877512e+00  1.39164302e+01
  3.40000000e-01]"
10.0,1.0,20.0,973.75,1017.17,,"[ 1.05937185e-01 -2.48787932e-02  1.24310300e-01  9.39533164e-02
  4.90086909e-02  1.08927701e-01  2.87244403e+02  6.49193730e+01
  4.42495519e+02  1.98960329e+02  5.44322395e+01  2.93158633e+02
  6.00000000e-03]"
10.0,1.0,21.0,1011.28,483.07,eye,"[ 4.67922447e-02 -4.62867419e-02  9.36581200e-02  1.73903067e-02
  3.19796017e-02  6.90503629e-02  9.36939435e+01 -1.75907652e+01
  5.51203004e+01  1.56871743e+01  6.05352702e+00  8.60527446e+00
  2.91000000e-01]"
10.0,1.0,22.0,1013.88,479.82,eye,"[ 2.16407543e-01 -4.60351334e-02  3.38994794e-01  1.79753144e-01
  1.24210780e-01  2.84663056e-01  1.67074263e+02 -4.53538218e+01
  3.81399632e+02  1.19689471e+02  4.24584719e+01  2.56109198e+02
  6.00000000e-03]"
10.0,1.0,23.0,991.54,541.57,eye,"[ 6.79133753e-02 -3.73365120e-02  7.41540760e-02  3.67229209e-02
  3.97888688e-02  5.88348603e-02  1.07165383e+02 -2.13605758e+01
  5.65280818e+01  2.36939279e+01  1.03329060e+01  1.25453298e+01
  1.03000000e-01]"
10.0,2.0,1.0,1036.48,459.6,eye,"[ 4.90467830e-02 -6.96306986e-02  1.36588352e-01  1.26061671e-02
  2.31929918e-02  6.55636734e-02  9.69906872e+01 -2.71122283e+00
  7.61631628e+01  1.28326804e+01  3.53799767e+00  9.88169797e+00
  1.25700000e+00]"
10.0,2.0,2.0,1039.4,461.88,eye,"[ 1.44896910e-01 -4.31469911e-02  1.38617692e-01  1.28645246e-01
  7.42172718e-02  1.14219736e-01  9.71385345e+02  2.16018688e+01
  1.54433118e+01  7.51261615e+02  3.77964696e+01  1.22514907e+01
  4.00000000e-03]"
10.0,2.0,3.0,1082.76,455.19,,"[ 5.10243176e-02 -3.92773599e-02  8.19886676e-02  2.45698526e-02
  3.72836452e-02  6.68366558e-02  1.18524760e+02 -2.00882205e+00
  6.63942055e+01  2.26856746e+01  9.53309101e+00  1.29311035e+01
  1.59000000e-01]"
10.0,2.0,4.0,1082.04,456.98,,"[5.31492127e-01 2.22614292e-02 3.13778682e-01 2.76544148e-01
 1.43103639e-01 2.38969858e-01 2.34267660e+02 3.04222703e+01
 6.99905780e+01 1.73747394e+02 3.47352328e+01 4.89313464e+01
 5.00000000e-03]"
10.0,2.0,5.0,1032.31,454.11,eye,"[ 3.97009883e-02 -3.23402315e-02  8.36949354e-02  1.87309422e-02
  3.18562646e-02  6.20478945e-02  8.25759191e+01 -1.53562532e+01
  4.75228438e+01  1.46954932e+01  6.23132362e+00  8.19252774e+00
  1.94000000e-01]"
10.0,2.0,6.0,1048.67,458.65,,"[ 4.62714753e-02 -3.70141173e-02  8.17776771e-02  1.97925127e-02
  3.18468362e-02  6.18404127e-02  6.12963936e+01 -6.52121746e+00
  5.65350655e+01  1.11117861e+01  5.97332847e+00  9.73384948e+00
  1.97000000e-01]"
10.0,2.0,7.0,1103.01,445.3,,"[ 4.09378247e-02 -5.21303665e-02  1.23343988e-01  1.32168285e-02
  2.90844833e-02  7.74555745e-02  9.48892185e+01 -3.15152521e+00
  4.41142944e+01  1.42139252e+01  4.40728357e+00  6.56329548e+00
  4.45000000e-01]"
10.0,2.0,8.0,1034.12,477.45,eye,"[ 6.60803910e-02 -3.21032897e-02  8.77084581e-02  4.26370610e-02
  4.43686425e-02  7.28903975e-02  1.71557069e+02 -1.50602735e+01
  1.12602214e+02  3.94382940e+01  1.83068310e+01  2.60790092e+01
  1.00000000e-01]"
10.0,2.0,9.0,1029.03,476.53,eye,"[ 4.51982286e-02 -9.66829673e-02  7.17852098e-01  3.58439469e-02
  7.74292974e-02  5.42780107e-01  7.44582424e+00  7.52213118e+00
  1.45652704e+03  5.68130612e+00  1.02777661e+01  9.34628081e+02
  7.00000000e-03]"
10.0,2.0,10.0,1044.0,523.08,eye,"[ 8.05983274e-02 -2.03653122e-01  6.85486429e-01  3.73409469e-02
  5.86863920e-02  1.96540494e-01  8.09065995e+01 -2.28033835e+01
  2.01999215e+02  1.64072132e+01  1.32037969e+01  4.02224207e+01
  1.41000000e-01]"
10.0,2.0,11.0,1047.13,518.76,eye,"[ 1.41409208e-01 -1.85182031e-01  1.94258149e+00  1.19210838e-01
  2.07084265e-01  1.20481321e+00  2.35417691e+02 -5.98359684e+01
  9.06436086e+02  1.61640875e+02  5.00427465e+01  5.83462339e+02
  7.00000000e-03]"
10.0,2.0,12.0,1058.85,467.22,eye,"[ 4.45144795e-02 -2.86430770e-02  8.21223126e-02  2.29045594e-02
  3.29575975e-02  5.96611518e-02  8.05493219e+01 -8.92280142e+00
  7.41275917e+01  1.49857152e+01  7.78664946e+00  1.36165232e+01
  1.92000000e-01]"
10.0,2.0,13.0,1083.76,449.12,,"[ 3.83595509e-02 -2.29403497e-02  1.39187730e-01  2.32683916e-02
  3.82417699e-02  8.31052968e-02  7.35968106e+01 -9.20398955e+00
  6.52134781e+01  1.51489258e+01  8.42345335e+00  1.33212597e+01
  1.25000000e-01]"
10.0,2.0,14.0,1114.0,445.31,,"[ 3.16341396e-02 -3.74555120e-02  1.19550185e-01  1.37967033e-02
  2.91505223e-02  8.11555676e-02  6.54204431e+01  4.02090427e-01
  6.66826875e+01  1.16219906e+01  6.36332642e+00  1.18030168e+01
  2.11000000e-01]"
10.0,2.0,15.0,1094.45,435.43,,"[ 4.91687675e-02 -3.11969937e-02  9.80669243e-02  2.48574577e-02
  3.84325134e-02  6.89290791e-02  1.29682339e+02 -1.56014280e+01
  8.91368980e+01  2.24760709e+01  9.52248914e+00  1.45712688e+01
  2.45000000e-01]"
10.0,2.0,16.0,1102.49,435.14,,"[ 3.28040287e-02 -3.76994600e-02  1.24035068e-01  1.44854688e-02
  3.50396602e-02  8.98893476e-02  1.57602772e+02  1.30385067e+01
  4.50994815e+01  2.97265454e+01  8.59443378e+00  8.29305184e+00
  1.85000000e-01]"
10.0,2.0,17.0,1100.57,432.5,,"[ 1.02797896e+00  2.89512015e-02  3.76050198e-01  4.66491782e-01
  1.73472012e-01  3.06162671e-01  7.68466046e+02 -7.46192826e+01
  1.37498920e+02  5.42698818e+02  6.79541417e+01  9.07706436e+01
  6.00000000e-03]"
10.0,2.0,18.0,1002.9,435.12,,"[ 6.12725303e-02 -4.02489654e-02  8.14336695e-02  3.00406441e-02
  3.88453088e-02  6.41560700e-02  9.71405071e+01 -1.60507798e+01
  8.19640459e+01  1.84181610e+01  9.03947659e+00  1.47572482e+01
  1.79000000e-01]"
