Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
51.0,1.0,1.0,2378.0,-814.11,,"[ 6.24206155e-02  2.49315357e-02  3.73433889e-01  5.11186430e-02
  7.21264383e-02  2.97564896e-01  2.08033744e+02 -4.81650278e+01
  7.20352659e+02  1.11117380e+02  4.42103875e+01  3.56163114e+02
  1.40000000e-02]"
51.0,1.0,2.0,2388.27,-804.19,,"[ 2.46860511e-02  3.02372260e-02  1.70799358e-01  1.44806745e-02
  3.69927378e-02  1.24872791e-01  1.12641350e+03 -2.51615416e+01
  7.92526271e+02  2.43374637e+02  5.71675293e+01  1.61626204e+02
  2.23000000e-01]"
51.0,1.0,3.0,2387.07,-820.58,,"[ 9.61775363e-01  5.76149575e-01  6.58206199e-01  2.00181818e-01
  2.06770537e-01  3.57308394e-01  2.07194560e+03 -1.01249760e+02
  7.96467649e+02  9.78793523e+02  1.08482426e+02  3.66289940e+02
  1.80000000e-02]"
51.0,1.0,4.0,1367.25,-950.77,,"[ 1.03583998e+00 -6.68007824e-02  5.42078922e-01  7.61374587e-01
  1.94286798e-01  3.34545487e-01  3.27023288e+04  6.18707180e+02
  6.92541035e+02  1.47974539e+04  2.87272116e+02  3.73621830e+02
  1.10000000e-02]"
51.0,1.0,5.0,1411.26,-935.97,,"[6.62922298e-01 4.17383715e-02 2.51652107e-01 5.07985643e-01
 1.52689612e-01 1.96677463e-01 4.74506423e+04 3.90696607e+02
 8.55084962e+02 1.72979961e+04 2.88655183e+02 3.57293894e+02
 2.30000000e-02]"
51.0,1.0,6.0,2388.48,-863.05,,"[ 6.27191796e-02  3.10939147e-02  1.83532464e-01  4.65180129e-02
  5.86484697e-02  1.46247980e-01  4.98187474e+02 -7.97605410e+01
  3.90613170e+02  2.02291249e+02  5.23134840e+01  1.51101168e+02
  2.60000000e-02]"
51.0,1.0,7.0,1407.1,-933.78,,"[ 2.19906881e-01  4.43880591e-02  2.78356325e-01  1.93137280e-01
  1.14028364e-01  2.40061137e-01  3.78159981e+04 -8.17239628e+02
  5.08883259e+03  1.46952206e+04  3.03238488e+02  2.10292809e+03
  2.30000000e-02]"
51.0,1.0,8.0,1388.93,-962.09,,"[1.19966963e+00 3.30142409e-01 3.16478666e-01 7.47404942e-01
 3.15336400e-01 2.68047689e-01 9.41639324e+03 3.89752561e+02
 8.80332228e+02 5.16942169e+03 2.13588385e+02 5.12307073e+02
 9.00000000e-03]"
51.0,1.0,9.0,774.56,1090.33,,"[ 3.39412278e-01 -2.41233200e-02  6.08592522e-02  2.39488021e-01
  6.68353029e-02  5.11273574e-02  1.79928219e+02 -3.22286940e+00
  2.45917596e+02  1.00650548e+02  3.95895083e+01  1.32422154e+02
  1.20000000e-02]"
51.0,1.0,10.0,796.81,1024.76,,"[ 2.16860366e-01 -2.51823724e-01  6.99660746e-01  1.74648809e-01
  1.38825944e-01  2.50554912e-01  3.45740807e+02  2.16268901e+01
  3.33241148e+02  1.35213414e+02  4.92972577e+01  1.29851628e+02
  2.80000000e-02]"
