Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
17.0,1.0,1.0,972.02,502.67,eye,"[ 5.23614776e-02 -6.04195170e-02  1.08016663e-01  1.52219242e-02
  2.62974533e-02  6.21071918e-02  6.90453357e+01 -9.98709801e+00
  5.01471939e+01  9.63448801e+00  3.39228327e+00  6.57859445e+00
  6.44000000e-01]"
17.0,1.0,2.0,974.6,496.88,eye,"[ 5.94055184e-02 -7.44097332e-02  1.21308597e-01  1.71286959e-02
  2.66799859e-02  6.56505360e-02  6.47413505e+01 -1.12705590e+01
  4.22224435e+01  9.84666330e+00  3.58977166e+00  5.97261588e+00
  4.65000000e-01]"
17.0,1.0,3.0,987.52,515.89,eye,"[ 2.15001229e-01 -8.22264876e-02  2.25907352e+00  1.83559243e-01
  2.35446685e-01  1.00980237e+00  8.74601153e+02  9.23907480e+01
  6.62524104e+02  5.65975276e+02  9.00329421e+01  4.10594645e+02
  8.00000000e-03]"
17.0,1.0,4.0,993.17,500.61,eye,"[ 4.15306467e-02 -4.09521768e-02  9.08490073e-02  1.65492356e-02
  2.74253504e-02  5.93760034e-02  5.20511272e+01 -1.72945699e+01
  5.55883737e+01  8.18649012e+00  4.37539410e+00  8.18714031e+00
  3.12000000e-01]"
17.0,1.0,5.0,992.1,499.45,eye,"[ 7.71455674e-01 -3.75405541e-01  3.32224003e-01  2.99078623e-01
  1.92218976e-01  2.19909002e-01  8.12304035e+02 -3.03386792e+00
  2.06446099e+01  5.76371294e+02  3.94899900e+01  1.49228721e+01
  6.00000000e-03]"
17.0,1.0,6.0,939.7,534.27,eye,"[ 3.63658913e-02 -3.52722283e-02  8.11082209e-02  1.85087930e-02
  2.78735623e-02  6.50505735e-02  7.15507719e+01 -3.70645408e-01
  8.57114485e+01  1.50419338e+01  9.20768960e+00  1.74002289e+01
  1.35000000e-01]"
17.0,1.0,7.0,941.57,539.07,eye,"[ 1.65308624e-01 -6.64101245e-02  1.49705322e-01  1.12820640e-01
  8.76152014e-02  1.33705969e-01  4.89360358e+01 -1.05791742e+01
  1.33110543e+02  3.72224296e+01  1.88982481e+01  9.07030037e+01
  6.00000000e-03]"
17.0,1.0,8.0,958.4,609.29,mouth_nose,"[ 4.95119264e-02 -6.02048814e-02  1.01865251e-01  1.76793436e-02
  2.30063102e-02  5.53950920e-02  4.56169055e+01 -1.84342451e+00
  7.27748844e+01  7.50358407e+00  4.66444769e+00  1.19016478e+01
  3.12000000e-01]"
17.0,1.0,9.0,960.28,610.19,mouth_nose,"[ 2.23742097e-01 -3.63356628e-01  2.32018455e+00  1.94314400e-01
  3.00050053e-01  1.37101924e+00  8.21399808e+02 -1.09732526e+02
  1.61145429e+03  4.92480909e+02  8.52552538e+01  9.38334244e+02
  9.00000000e-03]"
17.0,1.0,10.0,990.61,506.91,eye,"[ 4.74988576e-02 -4.62413178e-02  8.40969240e-02  1.82749104e-02
  2.80618307e-02  5.99172336e-02  5.22846109e+01 -1.94017891e+01
  5.39985522e+01  8.75643170e+00  4.90078700e+00  8.74211232e+00
  2.34000000e-01]"
