Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
52.0,1.0,1.0,991.74,512.4,eye,"[ 5.58296898e-02 -8.16019419e-02  1.55042773e-01  1.32218663e-02
  2.25111767e-02  6.27024149e-02  7.24021129e+01 -1.63768078e+01
  6.70440362e+01  9.20457343e+00  2.64708645e+00  7.78370192e+00
  1.85000000e+00]"
52.0,1.0,2.0,996.26,503.91,eye,"[ 1.44285533e-01 -2.17730798e-01  2.06448540e+00  1.28803217e-01
  2.01675807e-01  9.89517049e-01  1.44186469e+03 -6.52343073e+01
  2.58431835e+02  9.65162818e+02  8.98903823e+01  1.73098582e+02
  7.00000000e-03]"
52.0,1.0,3.0,1055.21,466.66,,"[ 3.02285988e-02 -4.31579589e-02  1.73292581e-01  1.53937470e-02
  3.51231314e-02  1.11628981e-01  1.11558178e+02 -2.55670202e+01
  6.40677152e+01  2.08428021e+01  8.69718610e+00  1.15601009e+01
  1.75000000e-01]"
52.0,1.0,4.0,1111.12,457.18,,"[ 4.26937035e-02 -6.41844221e-02  1.48824097e-01  1.25112797e-02
  2.79222807e-02  8.19469248e-02  7.53401503e+01 -2.64603488e+01
  4.91197508e+01  1.05969858e+01  4.06139518e+00  6.04811963e+00
  5.50000000e-01]"
52.0,1.0,5.0,1107.43,458.22,,"[ 1.21799891e-01 -4.40269115e-02  8.24064904e-01  1.07313031e-01
  1.21083915e-01  4.16475767e-01  2.09187890e+02 -2.02665104e+01
  6.65319520e+01  1.49023270e+02  3.28460125e+01  4.53953653e+01
  6.00000000e-03]"
52.0,1.0,6.0,999.92,500.85,eye,"[ 5.50263885e-02 -4.88655137e-02  9.08165559e-02  1.86996114e-02
  3.07867297e-02  6.12266399e-02  4.85514042e+01 -1.14714751e+01
  4.81243927e+01  8.04869058e+00  4.11292689e+00  7.57949514e+00
  2.80000000e-01]"
52.0,1.0,7.0,1000.44,514.52,eye,"[ 5.65274257e-02 -8.81152353e-02  1.67900209e-01  1.15826932e-02
  2.14730310e-02  6.08611000e-02  6.46886153e+01 -9.09249149e+00
  4.32895419e+01  8.47582636e+00  1.72704468e+00  5.23824294e+00
  2.83500000e+00]"
52.0,1.0,8.0,1004.14,517.35,eye,"[ 1.01231369e-01 -4.01060455e-02  3.25602443e-01  9.02340163e-02
  8.45132795e-02  2.79621372e-01  5.13446632e+02  1.01821337e+02
  2.71705032e+03  3.25285525e+02  7.11264561e+01  1.64160867e+03
  8.00000000e-03]"
52.0,1.0,9.0,1055.36,841.81,,"[ 5.73543332e-02 -3.05913632e-02  3.81746915e-02  2.28341887e-02
  2.33739162e-02  2.94460319e-02  8.38737072e+01 -2.66361319e+00
  4.96206475e+01  1.46214465e+01  5.97792544e+00  8.70495925e+00
  2.40000000e-01]"
52.0,1.0,10.0,1051.78,842.8,,"[ 4.98496613e-01 -6.21210886e-02  7.83842101e-02  1.60125962e-01
  7.71453437e-02  5.16025152e-02  5.05807109e+01  4.17053651e-01
  7.95468718e+00  4.08564549e+01  7.31672646e+00  6.23037613e+00
  5.00000000e-03]"
52.0,1.0,11.0,1029.71,816.9,,"[ 6.20434270e-02 -2.81634421e-02  3.73264198e-02  2.46083102e-02
  2.65030885e-02  2.78763116e-02  1.34801193e+02  2.58094293e+00
  4.02031743e+01  2.35313875e+01  5.98149341e+00  6.57355795e+00
  3.04000000e-01]"
52.0,1.0,12.0,1023.3,817.46,,"[ 1.12849982e+00 -3.54210601e-01  2.87271105e-01  5.87988697e-01
  3.05872869e-01  2.49343577e-01  1.20867028e+03 -7.83187922e+01
  4.84445259e+02  7.95442393e+02  9.71947477e+01  3.11624042e+02
  7.00000000e-03]"
