Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
1.0,1.0,1.0,972.37,498.68,eye,"[ 3.52842324e-02 -2.26762005e-02  7.50409912e-02  2.09258344e-02
  2.99511254e-02  5.77440593e-02  5.68435466e+01 -6.46283932e+00
  4.56271819e+01  1.34741522e+01  6.90843306e+00  1.05108005e+01
  9.60000000e-02]"
1.0,1.0,2.0,970.61,495.09,eye,"[ 5.58295084e-02 -6.36326093e-02  1.06633227e-01  1.76458794e-02
  2.86593528e-02  6.59629702e-02  7.79418762e+01 -1.72386339e+01
  5.85806107e+01  1.19216787e+01  4.45333736e+00  7.97351801e+00
  4.78000000e-01]"
1.0,1.0,3.0,1241.53,808.49,,"[ 1.03485398e+00 -3.20655153e-01  3.99649818e-01  3.33573260e-01
  2.96008222e-01  3.30891175e-01  6.03109216e+02  2.49443874e+01
  4.07479687e+03  3.66146177e+02  7.02583535e+01  2.20552250e+03
  1.00000000e-02]"
1.0,1.0,4.0,987.6,492.25,eye,"[ 4.44544203e-02 -5.10903718e-02  9.74798887e-02  1.73985130e-02
  2.84296634e-02  6.90090263e-02  6.23208226e+01 -3.71095692e+00
  5.65709121e+01  1.19648810e+01  6.17053380e+00  1.05387197e+01
  1.80000000e-01]"
1.0,1.0,5.0,972.3,501.46,eye,"[ 5.38166093e-02 -5.61125112e-02  9.12540732e-02  1.68753840e-02
  2.80916446e-02  5.88970252e-02  6.29195335e+01 -1.62469035e+01
  4.13311337e+01  9.54779905e+00  3.72153044e+00  5.79136745e+00
  4.13000000e-01]"
1.0,1.0,6.0,970.7,502.96,eye,"[ 8.97152945e-02 -3.22992052e-02  3.23354004e-01  7.89826373e-02
  7.46049690e-02  2.56233813e-01  2.77608713e+02  4.16394131e+00
  8.28413885e+01  2.10715459e+02  3.71783464e+01  6.01732808e+01
  5.00000000e-03]"
1.0,1.0,7.0,912.04,482.61,eye,"[ 3.58475446e-02 -5.67201919e-02  1.77727850e-01  1.81456865e-02
  3.19907856e-02  1.07164526e-01  6.45644225e+01 -2.28382037e+01
  9.47652021e+01  1.10936783e+01  7.18114111e+00  1.56391373e+01
  2.29000000e-01]"
1.0,1.0,8.0,915.64,478.29,eye,"[ 5.97327823e-01 -1.54082017e-01  4.37811672e-01  2.12876201e-01
  2.32329543e-01  3.61789372e-01  1.15081715e+02  1.60765338e+01
  2.63482001e+03  7.77930165e+01  3.48347587e+01  1.62308880e+03
  8.00000000e-03]"
1.0,1.0,9.0,974.94,607.06,mouth_nose,"[ 5.48169807e-02 -6.35688112e-02  9.96313804e-02  1.63228216e-02
  2.26683306e-02  5.04875987e-02  7.13042612e+01 -1.49709310e+01
  7.17823874e+01  9.65343786e+00  3.70663487e+00  9.27901140e+00
  8.00000000e-01]"
1.0,1.0,10.0,975.53,606.9,mouth_nose,"[ 1.02893517e-01 -3.57702007e-02  1.03577505e+00  8.84977746e-02
  1.12380330e-01  6.10329781e-01  3.65709889e+01  1.66172958e+01
  4.40272042e+02  2.68738875e+01  1.96270647e+01  2.93339685e+02
  6.00000000e-03]"
1.0,1.0,11.0,936.16,549.65,,"[ 4.19500915e-02 -5.25087219e-02  1.10554635e-01  1.74825576e-02
  2.54691400e-02  6.66365558e-02  5.48726335e+01 -1.07654797e+01
  6.31139803e+01  9.42199477e+00  5.13983590e+00  1.01860065e+01
  2.65000000e-01]"
1.0,1.0,12.0,939.22,548.87,mouth_nose,"[ 2.89226741e-01 -2.45129719e-02  9.48135646e-01  2.52029665e-01
  2.03305748e-01  5.15987368e-01  4.56731339e+02  7.01604817e+01
  2.19497167e+02  3.18625482e+02  6.08850305e+01  1.47290953e+02
  6.00000000e-03]"
1.0,1.0,13.0,894.12,478.33,eye,"[ 5.34858396e-02 -5.23191285e-02  9.28559521e-02  1.57505410e-02
  2.52339243e-02  5.42010796e-02  5.61270363e+01 -7.92492260e+00
  6.23441587e+01  7.76020123e+00  3.27805134e+00  7.69450250e+00
  7.46000000e-01]"
1.0,1.0,14.0,892.25,482.12,eye,"[ 1.39773566e-01 -3.57397235e-02  3.58074450e-01  1.25698108e-01
  8.78262954e-02  3.02710301e-01  6.38094751e+02  1.15481118e+02
  2.47700296e+03  4.01782389e+02  7.68112613e+01  1.46887602e+03
  8.00000000e-03]"
1.0,1.0,15.0,970.03,610.97,mouth_nose,"[ 4.87886329e-02 -4.17556509e-02  7.39155265e-02  1.83715512e-02
  2.47730998e-02  5.00199202e-02  5.96214651e+01  2.21826445e+00
  1.24737993e+02  9.20610747e+00  6.41669084e+00  1.98650387e+01
  3.66000000e-01]"
1.0,1.0,16.0,971.86,612.61,mouth_nose,"[ 2.52966047e-01 -5.40237575e-02  1.81990676e-01  2.14607724e-01
  9.26153716e-02  1.58349064e-01  3.54015165e+03  1.71548368e+02
  3.85518968e+02  2.26528627e+03  1.57775980e+02  2.42748027e+02
  7.00000000e-03]"
1.0,1.0,17.0,1116.78,576.97,,"[ 4.55089235e-02 -4.95970853e-02  1.08961795e-01  1.49173690e-02
  2.93445272e-02  6.68598081e-02  8.73931797e+01 -1.35137104e+01
  3.85963250e+01  1.38353440e+01  4.58839150e+00  5.95143633e+00
  3.47000000e-01]"
1.0,1.0,18.0,1114.11,576.02,,"[7.88027512e-01 2.86863529e-02 2.10860881e-01 5.20590900e-01
 1.06486126e-01 1.52756932e-01 3.20692545e+03 1.66923436e+02
 7.21193658e+01 1.82578411e+03 1.03111164e+02 4.06737942e+01
 9.00000000e-03]"
1.0,1.0,19.0,909.94,485.3,eye,"[ 5.68306281e-02 -2.27994742e-02  9.54912494e-02  2.95488263e-02
  3.71285586e-02  6.24064003e-02  7.19483885e+01  2.73475750e-01
  8.91636697e+01  1.33607029e+01  8.27151846e+00  1.62835204e+01
  1.75000000e-01]"
1.0,1.0,20.0,894.37,477.75,eye,"[ 4.47335436e-02 -6.19707412e-02  1.37488657e-01  1.59002690e-02
  2.51334950e-02  6.97745836e-02  3.85281492e+01 -9.30997100e+00
  4.75170154e+01  5.70558047e+00  3.28804564e+00  7.01603148e+00
  3.59000000e-01]"
1.0,1.0,21.0,889.78,467.91,eye,"[ 3.17273497e-02 -3.32716971e-02  9.51857128e-02  1.73171478e-02
  2.96928945e-02  7.42075046e-02  7.20606477e+01 -3.26107702e+01
  6.70950806e+01  1.44138136e+01  7.72939977e+00  1.26509038e+01
  1.30000000e-01]"
1.0,1.0,22.0,887.77,473.27,eye,"[ 3.80331700e-01 -1.27774252e-01  4.66111511e-01  2.43178990e-01
  2.25276292e-01  4.00783791e-01  2.77732788e+02  5.55750735e+01
  2.93082374e+03  1.90945242e+02  5.48522176e+01  1.86337443e+03
  7.00000000e-03]"
1.0,1.0,23.0,972.97,610.05,mouth_nose,"[ 6.03926590e-02 -5.27584202e-02  7.25973488e-02  2.02718714e-02
  2.63592073e-02  4.84145622e-02  5.90204841e+01 -5.60923620e+00
  4.20144904e+01  9.90606199e+00  4.51141366e+00  7.08205685e+00
  2.60000000e-01]"
1.0,1.0,24.0,972.13,613.86,mouth_nose,"[ 5.90193263e-01 -1.43326551e-01  3.25395552e-01  2.96093182e-01
  2.23488615e-01  2.84467046e-01  3.84657048e+02 -6.27610969e+01
  3.00801575e+03  2.38615523e+02  6.08370651e+01  1.77323219e+03
  9.00000000e-03]"
1.0,1.0,25.0,667.07,955.15,,"[ 8.06731725e-02 -1.36449509e-02  1.90273941e-02  5.46658338e-02
  2.31330945e-02  1.65983196e-02  9.09875623e+01 -7.41919616e+00
  1.23283714e+02  2.15597551e+01  1.37628339e+01  3.00113771e+01
  9.40000000e-02]"
1.0,1.0,26.0,667.96,956.22,,"[ 1.85303393e-01 -2.43858952e-02  5.64945807e-02  1.57895340e-01
  4.76188095e-02  4.90778085e-02  4.27872822e+01 -2.95595305e+00
  8.93857771e+01  3.41572381e+01  1.55477199e+01  6.45044483e+01
  5.00000000e-03]"
1.0,1.0,27.0,656.2,907.62,,"[ 7.57690309e-02 -1.28357055e-02  2.21883388e-02  4.97741107e-02
  2.22712091e-02  1.85098112e-02  5.26550276e+01 -1.33406039e+01
  1.26267977e+02  1.21203213e+01  1.00647851e+01  2.77929372e+01
  1.05000000e-01]"
1.0,1.0,28.0,654.41,912.53,,"[ 1.87992769e-01 -2.37194734e-02  9.47974657e-02  1.64128223e-01
  5.09964211e-02  8.06404217e-02  3.91529477e+02  5.60011080e+01
  5.52409409e+02  2.68148665e+02  6.56610083e+01  3.47301571e+02
  7.00000000e-03]"
