Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
11.0,1.0,1.0,1034.06,521.85,eye,"[ 5.68729261e-02 -8.50352465e-02  1.56533590e-01  1.25991147e-02
  2.29669912e-02  6.43422340e-02  7.07081164e+01 -8.68484954e+00
  3.83234496e+01  9.24651380e+00  2.13318268e+00  4.75615252e+00
  1.47200000e+00]"
11.0,1.0,2.0,1069.27,512.29,eye,"[ 3.64180987e-02 -4.13206743e-02  1.17199638e-01  1.44468542e-02
  3.12073682e-02  7.71273666e-02  9.19488959e+01 -3.45423029e+00
  3.10307990e+01  1.69363231e+01  5.31694478e+00  5.67137314e+00
  2.10000000e-01]"
11.0,1.0,3.0,1058.34,505.98,eye,"[ 3.53588408e-02 -2.12862596e-02  9.69579116e-02  2.57326746e-02
  3.49945321e-02  7.37096474e-02  1.31822642e+02  5.17404947e+00
  3.40886947e+01  4.42181634e+01  1.32485916e+01  1.11481781e+01
  4.10000000e-02]"
11.0,1.0,4.0,1056.9,505.73,eye,"[1.10984528e+00 5.12257174e-02 3.02710607e-01 3.29205563e-01
 1.66071131e-01 2.46484545e-01 2.99987993e+02 2.64738405e+01
 1.16026264e+02 2.15187561e+02 4.09608773e+01 7.76972573e+01
 6.00000000e-03]"
11.0,1.0,5.0,978.0,504.15,eye,"[ 5.84275045e-02 -3.75828158e-02  8.35382971e-02  3.22816946e-02
  3.80789151e-02  6.59068516e-02  1.46349326e+02 -5.13610306e+01
  1.09520011e+02  2.53167121e+01  9.39342732e+00  1.76329044e+01
  2.00000000e-01]"
11.0,1.0,6.0,962.2,506.63,eye,"[ 4.97179327e-02 -5.08609251e-02  9.09254833e-02  2.09492056e-02
  3.02316110e-02  6.70354651e-02  6.58706608e+01 -3.03591846e+01
  8.29249641e+01  1.14218881e+01  6.45014391e+00  1.31643052e+01
  2.16000000e-01]"
11.0,1.0,7.0,961.96,509.64,eye,"[ 2.32605349e-01 -4.91270011e-02  1.98870906e-01  2.03889005e-01
  9.25004576e-02  1.76527760e-01  1.18719402e+03  1.22263746e+02
  3.20910608e+02  8.03138157e+02  1.05099736e+02  2.03843616e+02
  7.00000000e-03]"
11.0,1.0,8.0,1076.05,508.97,eye,"[ 4.97683994e-02 -6.23790982e-02  1.16397070e-01  1.59517579e-02
  2.96985571e-02  7.55669289e-02  6.66779890e+01 -1.03718663e+01
  3.42123448e+01  1.15936737e+01  4.48532798e+00  5.95859394e+00
  2.36000000e-01]"
11.0,1.0,9.0,1095.35,513.08,eye,"[ 5.28436503e-02 -5.72140735e-02  1.01992977e-01  1.66988863e-02
  3.09653639e-02  6.95396541e-02  7.13885004e+01 -1.71707144e+01
  3.06945037e+01  1.14711131e+01  4.20101596e+00  4.85941361e+00
  2.69000000e-01]"
11.0,1.0,10.0,1092.9,514.73,eye,"[ 6.43904579e-01  3.16969226e-03  2.61728937e-01  3.60945452e-01
  1.15769415e-01  1.83212168e-01  6.13449947e+02 -2.63661313e+01
  5.87036224e+01  4.14210531e+02  5.04711934e+01  3.82106489e+01
  7.00000000e-03]"
