Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
47.0,1.0,1.0,948.31,441.02,,"[ 5.67978719e-02 -5.55158147e-02  1.26239972e-01  1.35713645e-02
  2.60803429e-02  5.59800141e-02  5.22367779e+01 -1.19963999e+01
  6.46847359e+01  6.55011621e+00  2.42846969e+00  7.54690143e+00
  1.37500000e+00]"
47.0,1.0,2.0,896.33,443.59,,"[ 4.63856541e-02 -3.53996988e-02  7.92725455e-02  2.39145456e-02
  3.32797397e-02  6.45224112e-02  5.58442020e+01 -8.15288127e+00
  6.49356916e+01  1.14843017e+01  7.10042257e+00  1.30961278e+01
  1.38000000e-01]"
47.0,1.0,3.0,873.5,427.15,,"[ 6.75026700e-02 -3.17309014e-02  1.08350142e-01  2.67547863e-02
  3.65642201e-02  6.61803753e-02  3.23410651e+01 -1.02728517e+01
  7.76804530e+01  6.03972281e+00  5.30737616e+00  1.41658800e+01
  1.70000000e-01]"
47.0,1.0,4.0,969.7,440.79,,"[ 3.22329122e-02 -3.25397165e-02  1.19480627e-01  1.38298912e-02
  3.04679393e-02  6.97347220e-02  8.81971344e+01  3.32808407e+00
  4.50112019e+01  1.39705303e+01  5.09743761e+00  6.78378817e+00
  3.14000000e-01]"
47.0,1.0,5.0,1003.52,431.85,,"[ 3.93664593e-02 -6.90428173e-02  1.69753823e-01  1.28104866e-02
  2.49826226e-02  8.72876952e-02  3.84360256e+01 -3.97086710e+00
  4.78604344e+01  6.17061503e+00  3.51161118e+00  7.58217983e+00
  3.02000000e-01]"
47.0,1.0,6.0,1006.32,431.68,,"[ 7.54672423e-01 -3.52906234e-01  6.02202518e-01  4.43720850e-01
  3.57599977e-01  5.27174516e-01  1.03669448e+03 -1.26501121e+02
  8.86383861e+02  6.59497529e+02  9.64171665e+01  5.32125960e+02
  8.00000000e-03]"
47.0,1.0,7.0,948.02,504.34,eye,"[ 4.16174057e-02 -4.53348006e-02  9.30201197e-02  1.71438763e-02
  2.83677017e-02  6.46069276e-02  5.76981748e+01 -2.27583283e+01
  5.39003816e+01  9.72924508e+00  4.94585384e+00  8.35883458e+00
  2.57000000e-01]"
47.0,1.0,8.0,937.79,540.13,eye,"[ 5.79905707e-02 -6.37497486e-02  9.74048120e-02  2.23312236e-02
  2.88681958e-02  6.28466831e-02  4.69900648e+01 -1.34307911e+01
  4.94838546e+01  9.42477142e+00  5.51567023e+00  9.85711722e+00
  1.47000000e-01]"
47.0,1.0,9.0,939.77,544.01,,"[ 1.58455127e-01 -7.21563916e-02  1.17969331e+00  1.36051440e-01
  1.55009972e-01  9.27520900e-01  1.94827309e+02  5.73553800e+01
  1.98388260e+03  1.29906661e+02  4.71400694e+01  1.25112602e+03
  7.00000000e-03]"
47.0,1.0,10.0,893.83,429.28,,"[ 7.95705176e-02 -2.67537200e-02  1.12322548e-01  2.96455137e-02
  3.96955138e-02  6.35980135e-02  4.01960464e+01 -2.58838388e+00
  6.11606157e+01  7.69815306e+00  5.57100098e+00  1.18209447e+01
  1.55000000e-01]"
47.0,1.0,11.0,1014.76,428.34,,"[ 5.17327941e-02 -9.52137555e-02  2.05252999e-01  1.20074137e-02
  2.37796065e-02  7.98542971e-02  5.72928420e+01 -6.02931184e+00
  4.79325541e+01  7.92783120e+00  2.63408237e+00  6.26346060e+00
  8.66000000e-01]"
47.0,1.0,12.0,1004.06,437.11,,"[ 4.20338411e-02 -4.63707182e-02  1.01091134e-01  1.79391544e-02
  3.36165115e-02  8.04128508e-02  5.86068647e+01 -8.02485784e+00
  6.18366524e+01  1.06410339e+01  6.29662777e+00  1.11327570e+01
  1.80000000e-01]"
47.0,1.0,13.0,1021.04,435.16,,"[ 3.14666109e-02 -3.51212730e-02  1.25640331e-01  1.35785264e-02
  3.24752417e-02  8.39928867e-02  4.02062514e+01  2.78377749e-02
  2.95144561e+01  8.44670414e+00  4.26984880e+00  6.26721979e+00
  1.28000000e-01]"
47.0,1.0,14.0,1019.04,426.86,,"[ 4.93361148e-01  2.49352580e-01  1.72963349e+00  1.86338385e-01
  2.11184135e-01  8.16743465e-01  1.80831996e+02 -4.17879891e+00
  5.74483811e+02  1.12455348e+02  4.23420423e+01  3.23535636e+02
  1.00000000e-02]"
47.0,1.0,15.0,1009.31,446.76,,"[ 4.33536925e-02 -6.05529744e-02  1.34109011e-01  1.37546737e-02
  2.87878398e-02  8.13511750e-02  6.66903228e+01 -1.72912701e+01
  5.01681941e+01  9.71207725e+00  4.03464949e+00  7.05335765e+00
  4.22000000e-01]"
47.0,1.0,16.0,1007.5,447.78,,"[ 8.51061949e-01 -3.02978036e-01  3.68048755e-01  2.38838576e-01
  2.38598269e-01  2.89400219e-01  1.08131651e+02 -1.38057717e+01
  2.00533135e+02  7.87455501e+01  2.86432336e+01  1.35122147e+02
  6.00000000e-03]"
