Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
45.0,1.0,1.0,947.15,513.97,eye,"[ 5.27503086e-02 -3.28101704e-02  7.43594550e-02  2.73467638e-02
  3.29702346e-02  5.92433576e-02  8.18366447e+01 -2.52738548e+01
  1.62043903e+02  1.47891025e+01  1.05748476e+01  2.78964779e+01
  2.01000000e-01]"
45.0,1.0,2.0,942.74,519.07,eye,"[ 2.02998457e-01 -4.62731277e-02  4.70775162e-01  1.76038315e-01
  1.18297790e-01  3.71317027e-01  3.21455985e+03 -9.41907552e+01
  1.72832394e+02  2.11090826e+03  1.30503206e+02  1.13461488e+02
  7.00000000e-03]"
45.0,1.0,3.0,1036.5,558.72,eye,"[ 5.04740832e-02 -2.40296919e-02  7.16857131e-02  2.86920359e-02
  3.49514767e-02  5.37044588e-02  8.71092292e+01  6.59862657e+00
  7.04264657e+01  1.96978147e+01  1.01842041e+01  1.55561577e+01
  1.07000000e-01]"
45.0,1.0,4.0,1034.73,559.27,eye,"[ 6.97289915e-01 -1.29410183e-01  2.06966816e-01  4.64694813e-01
  1.80295512e-01  1.72865539e-01  1.24374064e+03  5.13034929e+01
  1.49314909e+02  8.27780685e+02  8.99716002e+01  9.45359254e+01
  7.00000000e-03]"
45.0,1.0,5.0,951.67,525.48,eye,"[ 5.50682739e-02 -3.47586725e-02  6.60632456e-02  2.22314838e-02
  3.09316817e-02  4.86188235e-02  9.78049368e+01 -4.40805175e+00
  7.79170711e+01  1.53376855e+01  6.44702930e+00  1.18535326e+01
  3.56000000e-01]"
45.0,1.0,6.0,942.21,526.09,eye,"[ 2.37155178e-01 -3.79998822e-02  3.84387448e-01  1.99290728e-01
  1.09468994e-01  3.16615639e-01  1.56466825e+03 -1.40458375e+02
  3.08283190e+02  9.46445458e+02  1.08811268e+02  1.76229977e+02
  9.00000000e-03]"
45.0,1.0,7.0,912.42,507.34,eye,"[ 4.78571696e-02 -3.37260075e-02  6.56013425e-02  2.44892659e-02
  3.21585778e-02  5.43005493e-02  7.57835349e+01  1.17061530e+00
  6.41720467e+01  1.60905274e+01  8.26891258e+00  1.29987512e+01
  1.36000000e-01]"
45.0,1.0,8.0,913.2,508.78,eye,"[ 2.05556456e-01 -4.08064426e-02  2.36965892e-01  1.87748173e-01
  9.21075980e-02  2.00196554e-01  5.24563561e+02  8.60875578e+01
  3.79691809e+02  3.66092217e+02  7.49368346e+01  2.50223063e+02
  6.00000000e-03]"
45.0,1.0,9.0,954.97,530.92,eye,"[ 3.68000719e-02 -4.89576142e-02  1.58972917e-01  1.66450709e-02
  2.75722385e-02  8.34230942e-02  6.77824412e+01 -2.24531592e+01
  9.51444050e+01  9.91071792e+00  5.89145771e+00  1.38584173e+01
  3.83000000e-01]"
45.0,1.0,10.0,956.7,519.44,eye,"[ 6.28641747e-02 -6.88233277e-02  5.86449916e-01  5.46411782e-02
  9.04069746e-02  4.74512462e-01  5.79379978e+01 -8.22771198e+00
  1.97637635e+02  4.49567691e+01  2.30688981e+01  1.40890494e+02
  5.00000000e-03]"
45.0,1.0,11.0,1016.04,488.98,eye,"[ 4.64137761e-02 -5.29284012e-02  1.00791143e-01  1.91590031e-02
  3.12308254e-02  7.47365453e-02  1.33570900e+02 -8.69363013e+00
  1.00683259e+02  2.28421430e+01  9.42395755e+00  1.61476559e+01
  2.85000000e-01]"
45.0,1.0,12.0,1015.31,493.84,eye,"[ 8.41074917e-01 -3.74807406e-02  1.73569056e-01  4.20863461e-01
  1.31089412e-01  1.40262408e-01  7.71427505e+02  4.65597483e+01
  5.87724098e+01  5.05244506e+02  5.71018241e+01  3.74289572e+01
  7.00000000e-03]"
45.0,1.0,13.0,878.65,472.57,eye,"[ 4.04337035e-02 -2.29769943e-02  6.98961735e-02  2.34353147e-02
  3.22573461e-02  5.55221797e-02  1.24828415e+02  1.39683138e+01
  1.03921994e+02  2.30190390e+01  1.10586960e+01  1.87456584e+01
  1.90000000e-01]"
45.0,1.0,14.0,880.49,475.64,eye,"[ 5.07135817e-01 -1.08818738e-01  2.08854409e-01  4.43880000e-01
  1.55697006e-01  1.84807284e-01  2.00989555e+03  1.51689015e+02
  2.88184228e+02  1.33378065e+03  1.27071039e+02  1.75266200e+02
  7.00000000e-03]"
45.0,1.0,15.0,1037.3,460.75,eye,"[ 3.26995928e-02 -2.92693998e-02  1.38521933e-01  1.63229165e-02
  3.53367226e-02  8.28734076e-02  1.18360021e+02 -1.31431848e+00
  6.66860600e+01  2.04711905e+01  8.04904719e+00  1.14220445e+01
  2.26000000e-01]"
45.0,1.0,16.0,1037.38,459.43,eye,"[ 2.86501256e-01 -1.19991019e-01  3.04986449e-01  2.14733105e-01
  1.63494402e-01  2.67644732e-01  2.73389620e+02 -4.83518482e+01
  3.71902307e+02  1.91360730e+02  5.08719606e+01  2.47283891e+02
  6.00000000e-03]"
45.0,1.0,17.0,991.91,480.42,eye,"[ 3.35652703e-02 -2.64990465e-02  8.21161827e-02  1.96301096e-02
  3.12414773e-02  6.73896108e-02  1.51683438e+02 -1.94063621e+01
  1.09561481e+02  2.74814770e+01  1.24107696e+01  1.91944592e+01
  1.97000000e-01]"
45.0,1.0,18.0,990.71,482.5,eye,"[ 5.79144777e-01 -1.48022650e-02  2.96138658e-01  1.76260812e-01
  1.50000791e-01  2.44647554e-01  7.75597924e+01  2.32358833e+00
  1.49505871e+02  5.45544514e+01  2.44099304e+01  9.61758269e+01
  7.00000000e-03]"
45.0,1.0,19.0,844.13,507.46,eye,"[ 3.69310331e-02 -3.11813485e-02  6.85922657e-02  1.63133268e-02
  2.60979266e-02  5.07987794e-02  9.33360571e+01  4.91625691e+00
  4.53974122e+01  1.57732366e+01  5.48042006e+00  7.38874787e+00
  2.78000000e-01]"
45.0,1.0,20.0,846.53,506.16,eye,"[ 1.62853938e-01 -2.98646713e-02  3.18294109e-01  1.39979811e-01
  9.26127277e-02  2.48710212e-01  1.22947579e+03 -7.39273566e+01
  8.81654688e+01  8.06331123e+02  7.63487698e+01  5.58224289e+01
  7.00000000e-03]"
45.0,1.0,21.0,962.44,570.98,mouth_nose,"[ 3.97701441e-02 -2.87350917e-02  8.17857223e-02  1.77294563e-02
  2.78113693e-02  5.03206343e-02  5.84132312e+01 -7.44539366e+00
  4.29759056e+01  9.77281751e+00  4.57435593e+00  7.17240762e+00
  2.41000000e-01]"
45.0,1.0,22.0,961.62,568.32,mouth_nose,"[ 2.91464925e-01 -5.74317899e-03  4.41146053e-01  1.84701443e-01
  1.46942176e-01  3.15258171e-01  1.03386933e+02  2.17521972e+01
  1.44093938e+02  7.56924136e+01  2.89120457e+01  9.43177502e+01
  6.00000000e-03]"
