Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
21.0,1.0,1.0,977.21,530.95,eye,"[ 4.64703883e-02 -4.98588752e-02  8.93296995e-02  1.60917427e-02
  2.57169672e-02  5.67567683e-02  4.87164957e+01 -9.46236328e+00
  3.22351091e+01  8.18333558e+00  3.39111365e+00  5.10688171e+00
  2.78000000e-01]"
21.0,1.0,2.0,970.96,525.37,eye,"[ 6.13983981e-02 -9.06106453e-02  1.53827998e-01  1.51535718e-02
  2.31804237e-02  6.12829509e-02  5.50843882e+01 -1.62785320e+01
  5.82300863e+01  7.64515834e+00  2.71640603e+00  7.06840697e+00
  1.09300000e+00]"
21.0,1.0,3.0,975.02,506.86,eye,"[ 5.61527769e-02 -5.48946791e-02  8.93713713e-02  2.28134211e-02
  3.29042969e-02  6.67849503e-02  6.81040763e+01 -6.36256594e+00
  4.06859707e+01  1.44030827e+01  6.34779494e+00  8.33783100e+00
  1.32000000e-01]"
21.0,1.0,4.0,975.94,508.3,eye,"[ 1.78713071e-01 -3.64032101e-02  2.84499434e-01  1.56681243e-01
  9.75764367e-02  2.34057015e-01  3.30657785e+03  4.31195133e+01
  1.37757315e+02  2.21352289e+03  1.23046451e+02  8.92625802e+01
  7.00000000e-03]"
21.0,1.0,5.0,1046.62,507.84,eye,"[ 4.21964435e-02 -5.05991292e-02  9.92902272e-02  1.53927193e-02
  2.75315619e-02  6.75145164e-02  7.44815148e+01 -1.05705996e+01
  6.02384244e+01  1.23135281e+01  5.56780154e+00  9.68253953e+00
  2.95000000e-01]"
21.0,1.0,6.0,1046.18,507.93,eye,"[ 1.89440439e+00 -1.59373890e-01  1.42904645e-01  6.25201604e-01
  1.38630360e-01  1.07848409e-01  2.15242172e+03  1.13796486e+02
  5.92114312e+01  1.22365201e+03  8.25771273e+01  3.46349838e+01
  9.00000000e-03]"
21.0,1.0,7.0,892.51,512.07,eye,"[ 5.71181911e-02 -7.42108686e-02  1.23011926e-01  1.69233616e-02
  2.36545508e-02  5.73325193e-02  2.63157636e+01 -1.14174600e+00
  5.22456216e+01  4.09708690e+00  2.72973354e+00  7.85687857e+00
  3.93000000e-01]"
21.0,1.0,8.0,895.22,513.26,eye,"[ 1.66862409e-01 -4.89428962e-02  9.83963330e-02  1.33837572e-01
  7.25948249e-02  8.31311965e-02  1.38377134e+03  6.03308256e+01
  1.84499629e+01  8.37820929e+02  4.74485133e+01  1.16847970e+01
  8.00000000e-03]"
21.0,1.0,9.0,1049.26,499.67,eye,"[ 4.92609988e-02 -7.70121706e-02  1.56240595e-01  1.21630070e-02
  2.35281558e-02  6.97265892e-02  5.13362891e+01 -2.54953842e+00
  3.29384827e+01  7.08856881e+00  2.38575093e+00  4.60407758e+00
  6.37000000e-01]"
21.0,1.0,10.0,1052.21,501.69,eye,"[ 3.42770754e-01 -7.35897958e-02  1.80060593e-01  3.01396342e-01
  1.11613156e-01  1.50583204e-01  2.22236596e+03 -8.85891584e+01
  8.79400829e+01  1.38201108e+03  9.86864142e+01  5.28176505e+01
  8.00000000e-03]"
