Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
27.0,1.0,1.0,963.25,467.36,,"[ 4.59630239e-02 -3.64771208e-02  9.15081159e-02  1.89648261e-02
  3.09166856e-02  5.99479159e-02  1.04844482e+02 -2.44153773e+01
  9.60249198e+01  1.50625773e+01  6.31850093e+00  1.26944188e+01
  5.12000000e-01]"
27.0,1.0,2.0,954.65,464.7,,"[ 1.04694367e-01 -5.60762575e-02  2.16568314e+00  9.37660616e-02
  1.48671028e-01  9.75604466e-01  2.55765959e+01 -9.39643777e+00
  2.99637476e+02  2.16879488e+01  1.55373944e+01  2.28955317e+02
  4.00000000e-03]"
27.0,1.0,3.0,952.92,462.4,,"[ 4.84912319e-02 -7.66071184e-02  1.55615744e-01  1.32524119e-02
  2.31523265e-02  6.83618473e-02  6.42298120e+01 -1.70179110e+01
  7.34231019e+01  8.39762253e+00  3.29019253e+00  9.07131308e+00
  1.04300000e+00]"
27.0,1.0,4.0,953.68,465.42,,"[ 1.84759531e+00 -9.61508049e-01  1.00377730e+00  4.88770302e-01
  5.10711474e-01  6.97131637e-01  4.45764046e+02 -6.97429028e+01
  1.48493573e+03  2.85088053e+02  6.24009384e+01  9.02164892e+02
  8.00000000e-03]"
27.0,1.0,5.0,931.89,517.22,eye,"[ 1.01982919e-01 -7.38430423e-02  9.58780346e-02  3.60437391e-02
  4.25678071e-02  6.86970325e-02  7.37757233e+01 -1.54533113e+01
  6.97567454e+01  1.36312288e+01  7.25202069e+00  1.23950014e+01
  1.82000000e-01]"
27.0,1.0,6.0,931.33,518.83,eye,"[ 1.28686358e-01 -5.13905935e-02  5.91336590e-01  1.12037999e-01
  1.18916304e-01  4.35761972e-01  1.05694975e+03 -9.21045889e+01
  1.71884877e+02  6.97956146e+02  8.03505667e+01  1.07224177e+02
  7.00000000e-03]"
27.0,1.0,7.0,968.26,479.79,eye,"[ 6.16962695e-02 -9.97922351e-02  1.77505392e-01  1.36976405e-02
  2.30103808e-02  6.50078797e-02  6.13327995e+01 -1.35875628e+01
  5.89781137e+01  8.22898349e+00  2.68444421e+00  7.23201760e+00
  1.28900000e+00]"
27.0,1.0,8.0,978.28,492.38,eye,"[ 1.20006931e-01 -4.08757730e-02  4.22532422e-01  1.07992251e-01
  9.11245937e-02  3.59661528e-01  4.74645640e+02 -6.84371242e+01
  3.07235413e+02  3.32946165e+02  6.62804020e+01  2.04329675e+02
  6.00000000e-03]"
27.0,1.0,9.0,1013.23,465.25,eye,"[ 3.93345885e-02 -5.12581723e-02  1.26587220e-01  1.38880852e-02
  2.77239092e-02  7.70011254e-02  1.39569243e+02 -3.88052042e+01
  1.15098608e+02  1.86031682e+01  6.54808134e+00  1.42421926e+01
  8.32000000e-01]"
27.0,1.0,10.0,1015.72,458.52,eye,"[ 3.06415772e-01 -1.04902293e-01  2.60801737e-01  2.17514160e-01
  1.44961754e-01  2.27023623e-01  2.01204184e+02 -4.44662228e+01
  1.79903832e+02  1.40758189e+02  4.16053332e+01  1.17084753e+02
  6.00000000e-03]"
27.0,1.0,11.0,950.19,481.75,eye,"[ 5.52399208e-02 -8.30944968e-02  1.54324679e-01  1.44730896e-02
  2.38901723e-02  6.68884321e-02  8.00681531e+01 -2.62325710e+01
  7.08066030e+01  1.07869097e+01  3.68191012e+00  8.14813097e+00
  1.14800000e+00]"
27.0,1.0,12.0,954.98,482.28,eye,"[ 1.75753077e+00 -1.00181339e+00  9.35943718e-01  6.69325546e-01
  5.08018756e-01  6.41501036e-01  2.03358780e+03 -1.78400230e+02
  2.78022361e+02  1.16571805e+03  1.09994614e+02  1.58599463e+02
  9.00000000e-03]"
27.0,1.0,13.0,667.71,924.81,,"[ 9.74031686e-02 -1.78345801e-02  1.98639863e-02  6.10016432e-02
  2.62808535e-02  1.73717384e-02  4.80348950e+01 -2.38534981e+00
  5.82706426e+01  1.47266948e+01  9.18760955e+00  1.71820365e+01
  5.30000000e-02]"
27.0,1.0,14.0,665.51,926.21,,"[1.04690045e+00 1.02127487e-01 3.67652254e-01 3.64458518e-01
 1.90088567e-01 2.86000431e-01 1.49297042e+02 3.51105399e+01
 4.99332004e+02 1.05733401e+02 3.83057034e+01 3.12041801e+02
 7.00000000e-03]"
