Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
42.0,1.0,1.0,899.77,459.62,,"[ 5.56480558e-02 -8.55317435e-02  1.59635438e-01  1.27825035e-02
  2.12481731e-02  6.04996730e-02  3.88882061e+01  6.50155577e-02
  4.65854197e+01  4.92607400e+00  1.66984536e+00  5.70795900e+00
  1.44300000e+00]"
42.0,1.0,2.0,868.19,452.68,,"[ 4.39777925e-02 -6.03920902e-02  1.31009909e-01  1.47876276e-02
  2.38948976e-02  6.83999845e-02  3.80638222e+01  2.91223389e+00
  4.23286917e+01  5.92989922e+00  3.01834913e+00  6.33148126e+00
  3.77000000e-01]"
42.0,1.0,3.0,825.72,442.68,,"[ 3.03240540e-02 -2.48382486e-02  1.01231003e-01  1.72283740e-02
  3.02456120e-02  6.76705735e-02  7.77287936e+01  4.75358004e+00
  5.04218207e+01  1.42556103e+01  6.51000890e+00  9.06508232e+00
  1.85000000e-01]"
42.0,1.0,4.0,808.7,443.37,,"[ 8.41428566e-02 -5.63093918e-02  8.05683319e-02  4.33585466e-02
  4.52325918e-02  6.63661877e-02  7.79233020e+01 -3.33681700e+00
  2.98676674e+01  2.06605970e+01  7.82636018e+00  7.83656691e+00
  6.90000000e-02]"
42.0,1.0,5.0,807.98,436.96,,"[ 2.06170220e-01 -3.48574435e-02  2.47374536e+00  1.81665703e-01
  2.35506668e-01  1.48520455e+00  1.55986125e+02  3.20574213e+01
  1.93146946e+03  9.77591027e+01  4.34974741e+01  1.13326735e+03
  9.00000000e-03]"
42.0,1.0,6.0,822.87,430.65,,"[ 4.72328776e-02 -3.61672217e-02  7.73407774e-02  2.22863528e-02
  3.14614697e-02  6.19600340e-02  4.52867916e+01 -1.84650435e+00
  1.08880795e+02  8.40458090e+00  7.16749044e+00  1.96741250e+01
  1.83000000e-01]"
42.0,1.0,7.0,817.89,436.56,,"[ 4.22751825e-02 -7.65619930e-02  2.06246826e-01  1.58695860e-02
  2.67781096e-02  8.92813238e-02  5.06417958e+01 -2.17801259e+00
  4.19171968e+01  8.24101968e+00  3.88894408e+00  6.63047175e+00
  3.00000000e-01]"
42.0,1.0,8.0,820.57,431.25,,"[ 1.28816376e-01 -3.13340303e-02  3.41654458e-01  1.16603179e-01
  8.50067879e-02  2.86393355e-01  4.42914432e+02  7.56792867e+01
  1.56046431e+02  3.01215805e+02  5.88232011e+01  9.92682993e+01
  6.00000000e-03]"
42.0,1.0,9.0,888.53,487.35,eye,"[ 6.54353612e-02 -2.21870279e-02  1.07223243e-01  2.88311263e-02
  3.65984771e-02  5.45203026e-02  5.38849017e+01  8.43209885e-01
  4.82362403e+01  9.72402314e+00  5.44574441e+00  8.89614998e+00
  1.79000000e-01]"
42.0,1.0,10.0,887.3,485.48,eye,"[ 2.19328887e-01 -2.51216998e-02  4.19473247e-01  1.85871290e-01
  1.08508461e-01  2.87994125e-01  7.27840745e+02  2.24516996e+01
  4.61167577e+01  5.80940741e+02  4.99331694e+01  3.51695901e+01
  4.00000000e-03]"
