Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
50.0,1.0,1.0,960.95,484.23,eye,"[ 5.26163053e-02 -7.70429678e-02  1.53763044e-01  1.24217236e-02
  2.18405196e-02  6.19490703e-02  4.34888540e+01  6.79645938e-01
  4.49171921e+01  5.66068364e+00  1.91132400e+00  5.67097500e+00
  1.17300000e+00]"
50.0,1.0,2.0,952.4,482.76,,"[ 6.32232751e-02 -8.86857395e-02  1.46029580e-01  1.65156027e-02
  2.50461913e-02  6.49841742e-02  4.59618788e+01 -6.24921730e+00
  3.53489551e+01  6.97637198e+00  2.76048120e+00  5.10648414e+00
  4.76000000e-01]"
50.0,1.0,3.0,940.3,474.08,eye,"[ 4.33992247e-02 -6.87538341e-02  1.42125129e-01  1.49167553e-02
  2.46355428e-02  7.26480150e-02  4.80662293e+01  2.57912422e-01
  4.22166539e+01  8.42346113e+00  4.23693037e+00  7.28677971e+00
  2.33000000e-01]"
50.0,1.0,4.0,968.18,489.13,eye,"[ 4.76463761e-02 -6.04265736e-02  1.08824554e-01  1.83499074e-02
  2.75166418e-02  6.78471514e-02  5.76166111e+01 -9.57675414e-01
  5.93654958e+01  1.06457471e+01  5.95450804e+00  1.06329847e+01
  1.91000000e-01]"
50.0,1.0,5.0,973.18,495.99,eye,"[ 1.94603710e-01 -4.30266650e-02  3.36583194e-01  1.71506707e-01
  1.00700828e-01  2.86385269e-01  2.15957572e+03  2.15007951e+02
  3.34615015e+03  1.25192141e+03  1.27857491e+02  1.92397471e+03
  9.00000000e-03]"
50.0,1.0,6.0,1015.33,471.04,eye,"[ 1.16662033e-01 -1.61851823e-01  2.59165268e-01  3.17012212e-02
  4.35070762e-02  1.11593214e-01  9.00521781e+01  3.89538523e+01
  1.74753927e+02  1.70220454e+01  1.03020294e+01  3.09227608e+01
  1.92000000e-01]"
50.0,1.0,7.0,1019.33,482.33,eye,"[ 2.15321636e-01 -6.25328005e-02  1.94515564e-01  1.89812234e-01
  9.89799195e-02  1.75801340e-01  8.45874282e+02  9.17916150e+00
  1.95243755e+02  6.24066579e+02  7.95819286e+01  1.33939907e+02
  6.00000000e-03]"
50.0,1.0,8.0,971.26,499.57,eye,"[ 5.83827596e-02 -7.90960879e-02  1.34166622e-01  1.40321475e-02
  2.31263822e-02  6.06099014e-02  4.72626231e+01  2.94634449e+00
  5.31732736e+01  6.51451106e+00  2.66136825e+00  7.22763763e+00
  7.85000000e-01]"
50.0,1.0,9.0,973.33,503.3,eye,"[ 1.83485481e-01 -3.34082576e-02  3.79724991e-01  1.58958724e-01
  1.10017256e-01  3.12758837e-01  1.80691865e+02  5.15689585e+01
  2.25678162e+02  1.23818469e+02  4.07375221e+01  1.46401346e+02
  6.00000000e-03]"
50.0,1.0,10.0,920.07,488.54,eye,"[ 3.75365412e-02 -4.55584855e-02  1.09707471e-01  1.46011905e-02
  2.53817963e-02  6.88180940e-02  8.55372522e+01  1.58003481e+01
  7.54020870e+01  1.30850856e+01  6.07389974e+00  1.14539825e+01
  3.54000000e-01]"
50.0,1.0,11.0,923.7,494.22,eye,"[ 1.92974888e-01 -4.68115611e-02  1.52399454e-01  1.72417864e-01
  8.23652123e-02  1.33421889e-01  7.11123371e+02  4.85929017e+01
  1.08126209e+02  5.09986419e+02  6.52898678e+01  7.17585858e+01
  6.00000000e-03]"
50.0,1.0,12.0,1037.99,482.44,eye,"[ 4.20840062e-02 -4.31009015e-02  1.00024144e-01  1.45216162e-02
  3.04635258e-02  6.78958636e-02  7.07315993e+01 -5.17375055e+00
  5.36305863e+01  1.04550158e+01  4.40357631e+00  7.77092238e+00
  4.09000000e-01]"
50.0,1.0,13.0,1035.12,482.73,eye,"[ 1.50989742e-01 -2.08499367e-02  3.63402689e-01  1.32656864e-01
  9.29656506e-02  2.49593297e-01  7.19400030e+02  7.45096942e+01
  6.09297491e+01  4.85789837e+02  5.81409703e+01  3.88344200e+01
  6.00000000e-03]"
50.0,1.0,14.0,925.18,479.11,eye,"[ 8.07430028e-02 -9.53413847e-02  1.37118427e-01  2.06332504e-02
  3.03674139e-02  6.79868758e-02  6.15008747e+01  1.08634399e+00
  4.54008610e+01  9.56277332e+00  3.91139280e+00  6.70884411e+00
  4.03000000e-01]"
50.0,1.0,15.0,926.86,484.26,eye,"[ 3.34875014e-01 -1.18985279e-01  1.37016806e-01  2.48321944e-01
  1.21721532e-01  1.20972145e-01  1.16433893e+03  7.26480666e+01
  3.41614759e+01  7.16334407e+02  5.67267341e+01  2.13498393e+01
  7.00000000e-03]"
50.0,1.0,16.0,1033.99,487.85,eye,"[ 4.60325908e-02 -4.46673946e-02  9.69715282e-02  1.47916015e-02
  3.03289574e-02  6.23868527e-02  4.99089840e+01  6.12100519e-01
  3.23014829e+01  8.23120539e+00  3.48500108e+00  5.38262261e+00
  2.76000000e-01]"
50.0,1.0,17.0,1034.77,491.48,eye,"[ 5.81191724e-01 -2.14255032e-01  5.77181929e-01  3.79286245e-01
  3.10277335e-01  5.19171522e-01  1.30520525e+03 -1.48639646e+02
  3.24117862e+03  7.92360737e+02  1.07249955e+02  1.86635912e+03
  9.00000000e-03]"
50.0,1.0,18.0,947.19,628.65,mouth_nose,"[ 5.51871989e-02 -7.57859099e-02  1.27704449e-01  1.73658712e-02
  2.15973209e-02  5.28790620e-02  4.22313765e+01  7.32386432e+00
  4.02551089e+01  7.05286395e+00  3.59022340e+00  6.69175806e+00
  2.95000000e-01]"
50.0,1.0,19.0,950.97,630.51,mouth_nose,"[ 1.77282125e-01 -8.57539846e-02  1.40586772e+00  1.52399871e-01
  1.76097612e-01  1.01560539e+00  2.39816114e+02  6.14186385e+01
  2.16019114e+03  1.64730252e+02  5.18784208e+01  1.38430191e+03
  7.00000000e-03]"
50.0,1.0,20.0,912.57,478.14,eye,"[ 5.06869269e-02 -6.09941058e-02  1.06104595e-01  1.64380129e-02
  2.58933543e-02  6.28709337e-02  4.41163690e+01  2.22226274e+00
  5.69050446e+01  6.92354572e+00  3.85565933e+00  8.99333498e+00
  3.27000000e-01]"
50.0,1.0,21.0,914.52,479.67,eye,"[ 1.52921600e-01 -3.99841446e-02  4.27469807e-01  1.27799710e-01
  1.08257156e-01  3.57106741e-01  2.25258574e+02 -5.12639196e+01
  4.29097019e+03  1.36613584e+02  4.82181779e+01  2.49746285e+03
  9.00000000e-03]"
50.0,1.0,22.0,793.77,994.46,,"[ 4.38208694e-02 -3.81776108e-02  6.97848065e-02  2.66460116e-02
  1.99410246e-02  3.78463150e-02  3.79072191e+01  4.57614851e+00
  7.02907418e+01  7.27119788e+00  5.32084247e+00  1.30009755e+01
  1.92000000e-01]"
50.0,1.0,23.0,796.95,995.75,,"[ 9.97569904e-01  1.99451398e-02  2.18917916e-01  6.26765391e-01
  1.61391053e-01  1.50556688e-01  8.64517963e+02 -5.47932006e+01
  8.07451215e+01  6.10334919e+02  6.21422184e+01  5.32186619e+01
  6.00000000e-03]"
50.0,1.0,24.0,769.06,1027.52,,"[ 5.40540726e-02 -1.16071329e-02  2.45605351e-02  3.10467294e-02
  1.81590590e-02  1.87409752e-02  5.57917646e+01 -2.55673850e+00
  6.49269131e+01  1.06607805e+01  6.09584628e+00  1.19531364e+01
  1.91000000e-01]"
50.0,1.0,25.0,766.37,1027.36,,"[ 2.81543988e-01 -3.08650371e-02  2.16240064e-01  2.47310552e-01
  8.01231691e-02  1.78740582e-01  9.17669226e+02 -1.16121980e+02
  1.86702631e+03  6.06207469e+02  9.26941797e+01  1.20279504e+03
  7.00000000e-03]"
50.0,1.0,26.0,923.68,491.07,eye,"[ 1.57077879e-01 -1.13933934e-01  1.29742097e-01  4.25010029e-02
  5.32024572e-02  8.36643674e-02  5.71382476e+01 -7.32648308e+00
  4.34482996e+01  1.17863048e+01  5.90363470e+00  8.74511459e+00
  1.38000000e-01]"
50.0,1.0,27.0,919.82,494.95,eye,"[ 9.14014414e-02 -3.44081884e-02  3.48301753e-01  8.08671468e-02
  8.04564841e-02  2.57672206e-01  3.37057320e+02 -2.71735058e+01
  5.96059129e+01  2.40762923e+02  3.78618688e+01  4.00599264e+01
  6.00000000e-03]"
50.0,1.0,28.0,1028.1,467.19,eye,"[ 6.12067923e-02 -9.08494667e-02  1.58228959e-01  1.37895595e-02
  2.47080547e-02  6.78577719e-02  4.08288832e+01 -1.49302321e+00
  4.29719169e+01  5.76559222e+00  2.39664455e+00  6.04509340e+00
  6.41000000e-01]"
50.0,2.0,1.0,1033.08,528.31,eye,"[ 1.10329840e-01 -1.19403651e-01  1.56735033e-01  3.50177392e-02
  3.91907745e-02  7.94220930e-02  5.61187306e+01  1.01188429e+00
  9.36826193e+01  1.26268629e+01  9.19732288e+00  2.10904826e+01
  1.15000000e-01]"
50.0,2.0,2.0,1034.73,537.3,eye,"[ 8.78093176e-02 -3.28348562e-02  2.93123412e-01  7.90414077e-02
  6.90055419e-02  2.47247248e-01  2.86303301e+02 -2.72302068e+01
  2.54838609e+02  2.06304630e+02  5.08297649e+01  1.72491755e+02
  6.00000000e-03]"
50.0,2.0,3.0,1022.72,476.3,eye,"[ 7.32982276e-02 -3.29456745e-02  8.08851677e-02  1.92598434e-02
  2.98362453e-02  4.76960760e-02  3.81094558e+01  4.66922248e+00
  1.02452602e+02  6.13650300e+00  4.61754075e+00  1.56776861e+01
  3.50000000e-01]"
50.0,2.0,4.0,1006.26,448.84,,"[ 4.49702992e-02 -7.74769262e-02  2.40990873e-01  1.41895924e-02
  2.61056769e-02  8.86744430e-02  6.44445165e+01 -1.13623328e+01
  8.76861307e+01  8.42064565e+00  3.85161943e+00  1.16830722e+01
  8.49000000e-01]"
