Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
31.0,1.0,1.0,1004.48,476.72,eye,"[ 2.40547149e-01 -1.91531025e-01  2.19566302e-01  5.12085632e-02
  6.62463438e-02  1.12717466e-01  8.21647910e+01 -1.42211719e+01
  9.70613406e+01  1.68046672e+01  9.60325336e+00  1.88478574e+01
  1.48000000e-01]"
31.0,1.0,2.0,985.34,523.24,eye,"[ 1.12362448e-01 -1.03318361e-01  1.28349843e-01  3.02473965e-02
  3.96037233e-02  7.38400450e-02  4.74433240e+01  1.52647682e+00
  5.53773928e+01  9.20046486e+00  5.13326028e+00  9.98844525e+00
  1.89000000e-01]"
31.0,1.0,3.0,983.23,527.84,eye,"[ 1.80714304e-01 -6.37360088e-02  2.91529672e+00  1.52718418e-01
  2.36168842e-01  1.61106626e+00  1.97253976e+02  2.71509564e+01
  2.44217617e+03  1.38767521e+02  4.74946609e+01  1.50755497e+03
  7.00000000e-03]"
31.0,1.0,4.0,989.04,538.82,eye,"[ 4.72250197e-02 -1.91072335e-02  7.27684936e-02  3.32022906e-02
  3.53540346e-02  6.09299370e-02  1.25521994e+02  1.41532943e+01
  9.68376686e+01  3.62060396e+01  1.73857004e+01  2.63874296e+01
  6.10000000e-02]"
31.0,1.0,5.0,978.45,522.07,mouth_nose,"[ 5.40583310e-02 -5.64637371e-02  8.86037291e-02  1.48141698e-02
  2.52920393e-02  5.30367661e-02  5.48758724e+01  1.29482994e-01
  3.85065934e+01  8.18697314e+00  3.02682856e+00  5.54910444e+00
  4.95000000e-01]"
31.0,1.0,6.0,976.92,524.52,mouth_nose,"[ 1.24914788e-01 -2.33177874e-02  3.38023283e-01  1.07736427e-01
  8.97478287e-02  1.87709090e-01  1.45119038e+02  1.19910931e+01
  2.12296697e+01  1.08855030e+02  1.82560247e+01  1.58200158e+01
  5.00000000e-03]"
31.0,1.0,7.0,918.53,510.3,eye,"[ 6.63399954e-02 -7.40894503e-02  1.11940722e-01  2.39003288e-02
  3.14825639e-02  6.78898798e-02  9.46818808e+01 -1.08154802e+01
  1.01784549e+02  1.52381329e+01  7.61465027e+00  1.58430493e+01
  3.32000000e-01]"
31.0,1.0,8.0,1038.25,540.27,eye,"[ 5.41910213e-02 -7.85532948e-02  1.39531758e-01  1.53451099e-02
  2.42220371e-02  6.58444507e-02  4.11785288e+01 -3.44816750e+00
  3.22591370e+01  6.98773508e+00  3.16262041e+00  5.49834745e+00
  2.82000000e-01]"
31.0,1.0,9.0,1043.37,539.44,eye,"[ 3.28136145e-01 -9.97685604e-02  2.75071340e-01  2.43829339e-01
  1.57482495e-01  2.36666290e-01  4.21128151e+02 -7.18824339e+01
  5.25489024e+02  2.81814088e+02  6.32128562e+01  3.27678968e+02
  7.00000000e-03]"
31.0,1.0,10.0,1001.16,607.11,mouth_nose,"[ 4.76654376e-02 -6.24659837e-02  1.12258613e-01  1.77570765e-02
  2.59140297e-02  6.52079016e-02  8.28829393e+01 -1.19434474e+01
  4.46365534e+01  1.54685428e+01  5.99547184e+00  8.05288919e+00
  1.92000000e-01]"
31.0,1.0,11.0,1005.44,607.31,mouth_nose,"[ 1.39927661e-01 -3.24368062e-01  2.36732218e+00  1.24739627e-01
  2.33858295e-01  1.24462805e+00  5.75382165e+01 -1.10022903e+01
  1.86533541e+03  3.97899879e+01  2.76978876e+01  1.14926247e+03
  8.00000000e-03]"
31.0,1.0,12.0,999.67,506.5,eye,"[ 9.94992507e-02 -9.69963926e-02  1.25660922e-01  2.40417078e-02
  3.46296758e-02  6.89398262e-02  3.37192192e+01 -3.24329693e+00
  4.33280675e+01  6.08872185e+00  3.70591497e+00  7.59045849e+00
  2.27000000e-01]"
31.0,1.0,13.0,995.08,513.84,eye,"[ 2.03582573e-01 -4.14770537e-02  2.03163476e-01  1.75948951e-01
  8.54435081e-02  1.77258786e-01  9.88698472e+02  1.18825367e+02
  2.41433859e+02  7.10226429e+02  8.82784366e+01  1.60622319e+02
  5.00000000e-03]"
31.0,1.0,14.0,1049.46,513.29,eye,"[ 1.17707216e-01 -6.28406451e-02  9.62247954e-02  4.48653643e-02
  5.58539537e-02  7.37820859e-02  2.04522301e+02  1.48918876e+01
  9.04102957e+01  3.85598114e+01  1.35775391e+01  1.62153860e+01
  1.84000000e-01]"
31.0,1.0,15.0,986.44,534.46,eye,"[ 5.98572291e-02 -8.18175583e-02  1.35108979e-01  1.79881149e-02
  2.63789379e-02  6.71466660e-02  5.28964303e+01 -1.04144422e+01
  5.13417805e+01  8.60301846e+00  4.36237324e+00  8.51400479e+00
  2.94000000e-01]"
31.0,1.0,16.0,989.32,540.75,eye,"[ 7.85067761e-01 -2.15407992e-01  1.99597000e-01  4.34419105e-01
  1.60310620e-01  1.42966289e-01  5.72331369e+02 -2.28444606e+01
  2.52717848e+01  4.54859752e+02  3.68866596e+01  1.92433676e+01
  4.00000000e-03]"
31.0,1.0,17.0,922.27,535.58,eye,"[ 3.76394481e-02 -2.65114915e-02  7.67246959e-02  1.95539391e-02
  2.92465526e-02  5.41693118e-02  9.75986666e+01 -8.11123719e+00
  6.55019335e+01  1.69625684e+01  7.52795654e+00  1.11186012e+01
  2.25000000e-01]"
31.0,1.0,18.0,922.88,537.62,eye,"[ 9.05116095e-02 -2.82266356e-02  1.99998059e-01  7.83970259e-02
  6.87419494e-02  1.40530627e-01  1.28584813e+03  2.66872340e+00
  1.52537908e+01  9.20887054e+02  4.10887753e+01  1.11429888e+01
  6.00000000e-03]"
31.0,1.0,19.0,1006.06,520.51,eye,"[ 5.23804023e-02 -5.42990254e-02  8.93344671e-02  1.80680457e-02
  2.83570148e-02  6.06600554e-02  8.83976016e+01  9.48358756e+00
  6.89743445e+01  1.44585674e+01  6.36904536e+00  1.08691733e+01
  2.95000000e-01]"
31.0,1.0,20.0,997.74,519.05,eye,"[ 8.80642106e-02 -7.55536056e-02  9.98048184e-02  2.71170691e-02
  3.96068314e-02  6.88628481e-02  8.94239277e+01  2.22914613e+00
  3.20827955e+01  1.62601166e+01  5.51870326e+00  5.85498465e+00
  1.89000000e-01]"
31.0,1.0,21.0,960.15,531.84,eye,"[ 5.98574383e-02 -5.77495046e-02  8.79586945e-02  1.64797381e-02
  2.72292754e-02  5.47924747e-02  4.67726059e+01  1.42881520e+00
  3.42492060e+01  7.63450924e+00  3.14285406e+00  5.38055715e+00
  3.39000000e-01]"
31.0,1.0,22.0,960.62,535.47,eye,"[ 9.38874237e-02 -2.58444154e-02  1.76791688e-01  8.31304436e-02
  6.18573918e-02  1.52510547e-01  1.62638431e+02  5.13450116e+01
  3.39591605e+02  1.14583653e+02  3.98489504e+01  2.24430397e+02
  6.00000000e-03]"
31.0,1.0,23.0,967.27,631.96,mouth_nose,"[ 3.22940493e-02 -3.26529319e-02  9.24283575e-02  1.74769542e-02
  2.54852304e-02  6.72215206e-02  6.63141477e+01  4.30528047e-01
  1.12562903e+02  1.25769357e+01  9.23859465e+00  2.19079481e+01
  1.68000000e-01]"
31.0,1.0,24.0,970.76,616.74,mouth_nose,"[ 3.73945375e-02 -4.76675770e-02  1.30790767e-01  1.91127235e-02
  2.70702640e-02  7.98818923e-02  4.24754020e+01 -1.95054026e+01
  1.17068887e+02  7.41538202e+00  6.34250739e+00  2.00968491e+01
  2.15000000e-01]"
31.0,1.0,25.0,970.96,620.06,mouth_nose,"[ 8.51128477e-02 -4.73298692e-02  8.55510710e-01  7.45261273e-02
  1.01055471e-01  4.74481670e-01  3.51988964e+01  1.10279265e+01
  1.64056664e+02  2.74360141e+01  1.74778691e+01  1.18746114e+02
  5.00000000e-03]"
31.0,1.0,26.0,975.05,590.55,mouth_nose,"[ 8.21293571e-02 -5.97152522e-02  8.72010139e-02  3.92705726e-02
  4.12217559e-02  6.94339905e-02  4.73613618e+01 -2.29440956e+01
  1.32220441e+02  1.32290457e+01  1.08912880e+01  3.59344461e+01
  6.20000000e-02]"
