Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
14.0,1.0,1.0,971.55,509.71,eye,"[ 5.58484993e-02 -7.06651735e-02  1.22766070e-01  1.47563743e-02
  2.50458760e-02  6.24286123e-02  9.49286195e+01 -2.03972610e+01
  6.33900742e+01  1.24788923e+01  3.53356008e+00  7.48384950e+00
  1.17200000e+00]"
14.0,1.0,2.0,965.31,505.22,eye,"[ 5.40041246e-02 -5.29807587e-02  9.11364606e-02  2.48675603e-02
  3.30737678e-02  7.03492199e-02  9.49398798e+01 -2.58998594e+01
  8.42270507e+01  1.82251638e+01  9.12569169e+00  1.53811005e+01
  1.72000000e-01]"
14.0,1.0,3.0,966.05,510.95,eye,"[ 5.31755131e-02 -3.94234461e-02  2.54909980e-01  4.43842280e-02
  6.06580328e-02  2.21285239e-01  4.17656297e+01  2.55449997e+01
  5.32919165e+02  3.04425204e+01  2.09442442e+01  3.50418103e+02
  6.00000000e-03]"
14.0,1.0,4.0,945.48,592.75,mouth_nose,"[ 3.33488174e-02 -2.38078969e-02  6.04401720e-02  1.87583381e-02
  2.49013188e-02  4.76367274e-02  8.79512791e+01  9.57172468e+00
  9.39327099e+01  1.67975678e+01  9.45236650e+00  1.71392076e+01
  1.72000000e-01]"
14.0,1.0,5.0,953.94,576.09,mouth_nose,"[ 4.07542898e-02 -3.45264754e-02  6.68814544e-02  1.85567302e-02
  2.59333920e-02  5.12068526e-02  7.75704005e+01 -1.67123593e+01
  6.37685650e+01  1.33578745e+01  6.29889390e+00  1.05046280e+01
  2.38000000e-01]"
14.0,1.0,6.0,972.48,553.13,mouth_nose,"[ 4.39168713e-02 -4.06779466e-02  8.65959971e-02  1.72868653e-02
  2.78204452e-02  5.90444264e-02  7.61885626e+01 -9.22662293e+00
  6.20734593e+01  1.23520918e+01  5.40589648e+00  9.71409542e+00
  3.26000000e-01]"
14.0,1.0,7.0,973.84,553.81,mouth_nose,"[ 1.77660710e-01 -3.90149625e-02  3.24872325e-01  1.54397022e-01
  1.01038309e-01  2.68375013e-01  2.91867419e+03 -8.50825834e+01
  1.26141478e+02  1.96466399e+03  1.19617768e+02  8.21893659e+01
  7.00000000e-03]"
14.0,1.0,8.0,1037.17,501.59,eye,"[ 3.54094071e-02 -2.47639195e-02  1.04694908e-01  1.98169933e-02
  3.40547588e-02  6.86691802e-02  1.18223718e+02 -1.67333541e+01
  6.96940598e+01  2.19260628e+01  9.20673638e+00  1.27561859e+01
  1.86000000e-01]"
14.0,1.0,9.0,1035.6,501.33,eye,"[7.85803364e-01 2.72085875e-02 5.50154620e-01 4.17452746e-01
 2.37878171e-01 4.42942076e-01 7.08945858e+02 9.60279080e+01
 4.30788779e+02 4.64228227e+02 8.06132826e+01 2.73558501e+02
 7.00000000e-03]"
14.0,1.0,10.0,910.23,472.37,eye,"[ 5.94013201e-02 -3.32701549e-02  6.94817453e-02  2.83602324e-02
  3.49614350e-02  5.53965018e-02  5.76260198e+01 -5.37273833e+00
  6.78606661e+01  1.15755763e+01  7.38258288e+00  1.36293813e+01
  1.38000000e-01]"
