Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
26.0,1.0,1.0,981.32,568.01,mouth_nose,"[ 5.71890465e-02 -2.86255331e-02  7.39133441e-02  3.90229429e-02
  3.68432713e-02  5.96529709e-02  8.19088802e+01 -2.07253416e+01
  5.80701109e+01  2.46225077e+01  1.18633863e+01  1.66657854e+01
  5.20000000e-02]"
26.0,1.0,2.0,968.05,549.05,mouth_nose,"[ 4.18628459e-02 -5.67372725e-02  1.21083831e-01  1.80152251e-02
  2.71687486e-02  7.56485222e-02  7.11783925e+01 -2.19828886e+01
  7.02077923e+01  1.24668472e+01  6.39791366e+00  1.15859921e+01
  2.36000000e-01]"
26.0,1.0,3.0,982.09,554.59,mouth_nose,"[ 4.59168911e-02 -3.52947747e-02  6.98494229e-02  1.94700825e-02
  2.88844249e-02  4.96785790e-02  7.82142548e+01 -1.65290727e+01
  4.63219794e+01  1.30465359e+01  5.26656854e+00  7.38159928e+00
  2.66000000e-01]"
26.0,1.0,4.0,980.51,558.39,mouth_nose,"[ 3.43236185e-02 -3.20127006e-02  7.23098628e-02  1.80173054e-02
  2.68572226e-02  5.66118092e-02  1.02693504e+02 -1.76522087e+01
  5.46081683e+01  2.03244546e+01  8.33093365e+00  1.04555492e+01
  1.51000000e-01]"
26.0,1.0,5.0,992.42,553.49,eye,"[ 7.73156228e-02 -4.55701327e-02  7.81250193e-02  2.99429091e-02
  3.66433772e-02  5.23797042e-02  9.54658155e+01 -2.43601995e+01
  5.17395004e+01  1.60651604e+01  6.18221962e+00  8.08697679e+00
  2.51000000e-01]"
26.0,1.0,6.0,983.16,555.98,mouth_nose,"[ 6.13982322e-02 -7.10377127e-02  1.08065303e-01  1.85768589e-02
  2.60392951e-02  6.02888101e-02  6.40448327e+01 -1.28920332e+01
  5.85274352e+01  9.92277212e+00  4.33451217e+00  8.55503450e+00
  4.15000000e-01]"
26.0,1.0,7.0,1001.67,542.35,eye,"[ 4.56040345e-02 -5.46331519e-02  1.03983910e-01  1.66388536e-02
  2.66011205e-02  6.44197525e-02  4.81301032e+01 -1.90567031e+01
  6.45504283e+01  7.87204223e+00  4.54493358e+00  9.80463971e+00
  3.11000000e-01]"
26.0,1.0,8.0,989.78,558.48,mouth_nose,"[ 5.03952935e-02 -8.22720639e-02  1.66707346e-01  1.48053029e-02
  2.24889869e-02  6.68005590e-02  4.58369960e+01 -6.91587910e+00
  4.49297808e+01  6.93505774e+00  3.15125898e+00  6.78250839e+00
  4.48000000e-01]"
26.0,1.0,9.0,1010.41,534.28,eye,"[ 5.47830472e-02 -4.63027252e-02  7.54922101e-02  2.26455906e-02
  3.17991505e-02  5.90366947e-02  1.14554922e+02 -1.67089446e+01
  5.75982581e+01  1.94001030e+01  7.57483735e+00  9.71221243e+00
  2.33000000e-01]"
26.0,1.0,10.0,1007.08,538.82,eye,"[ 4.46110005e-01 -1.75175553e-01  1.85552711e-01  2.38796334e-01
  1.40964397e-01  1.49012134e-01  2.41944933e+02 -3.03913890e+00
  2.23599311e+01  1.85358945e+02  2.28056698e+01  1.64246692e+01
  5.00000000e-03]"
26.0,1.0,11.0,976.65,541.28,mouth_nose,"[ 4.74308300e-02 -5.48579368e-02  1.02952917e-01  1.71008960e-02
  2.79190520e-02  6.55490032e-02  5.98400727e+01 -1.98499364e+01
  3.51296723e+01  1.00565727e+01  4.02161414e+00  5.34241786e+00
  2.69000000e-01]"
