Subject,Trial,Fixation #,X_Coord,Y_Coord,ROI,feature
18.0,1.0,1.0,985.04,436.13,,"[ 3.02130796e-02 -2.55552963e-02  1.21491194e-01  1.80059889e-02
  3.31184579e-02  8.30169169e-02  8.70269788e+01 -6.66849070e+00
  6.59301648e+01  1.75304666e+01  8.56186228e+00  1.26648870e+01
  1.47000000e-01]"
18.0,1.0,2.0,1003.82,431.06,,"[ 3.46486097e-02 -3.01175681e-02  1.18597957e-01  1.89694504e-02
  3.48753144e-02  7.93762565e-02  1.02784500e+02 -2.02926083e+01
  5.75177530e+01  1.89090139e+01  7.62248877e+00  1.00765830e+01
  1.95000000e-01]"
18.0,1.0,3.0,985.01,432.48,,"[ 3.88738495e-02 -4.30608048e-02  1.01250147e-01  1.49127058e-02
  3.09913749e-02  7.24761448e-02  1.23187703e+02 -1.25979474e+01
  5.74727372e+01  1.86246774e+01  5.87418803e+00  8.27503687e+00
  4.18000000e-01]"
18.0,1.0,4.0,988.62,434.32,,"[ 1.43805658e-01 -4.12211772e-02  2.91878483e-01  1.28422992e-01
  9.02868997e-02  2.52912628e-01  6.31006937e+02  1.02076188e+02
  7.95498227e+02  4.37361234e+02  7.93671786e+01  5.21750316e+02
  6.00000000e-03]"
18.0,1.0,5.0,1061.39,438.53,,"[ 2.88459366e-02 -2.31454404e-02  1.95617668e-01  2.40783108e-02
  4.02827567e-02  1.56414091e-01  2.16429696e+02 -1.55182401e+01
  9.45865143e+01  7.60462029e+01  2.68806691e+01  3.27059924e+01
  3.50000000e-02]"
18.0,1.0,6.0,1064.41,437.63,,"[ 8.99530004e-01 -8.06666636e-01  1.09433612e+00  2.83601696e-01
  3.59280055e-01  7.08893676e-01  2.20789307e+02 -9.77904984e+00
  3.65361157e+02  1.54647954e+02  4.28955522e+01  2.34450616e+02
  7.00000000e-03]"
18.0,1.0,7.0,989.49,423.92,,"[ 4.97926684e-02 -6.28646091e-02  1.21197317e-01  1.58810994e-02
  3.19622345e-02  8.03758196e-02  8.62337631e+01 -1.29399594e+01
  4.84834664e+01  1.34473322e+01  4.75847127e+00  7.04415330e+00
  3.94000000e-01]"
18.0,1.0,8.0,982.39,463.9,,"[ 5.63219524e-02 -5.26593769e-02  1.03154954e-01  2.70510495e-02
  3.91437712e-02  8.34386567e-02  1.28797963e+02 -3.13104571e+01
  2.02652550e+02  2.28843537e+01  1.42141000e+01  3.57613934e+01
  2.15000000e-01]"
18.0,1.0,9.0,978.16,463.62,,"[ 1.60533625e-01 -6.40241819e-02  1.10891856e+00  1.39204021e-01
  1.61820282e-01  6.91371281e-01  1.53194478e+02 -4.10532682e+01
  2.21839110e+02  1.12781879e+02  3.83773003e+01  1.52953242e+02
  5.00000000e-03]"
18.0,1.0,10.0,1005.19,433.35,,"[ 3.47167081e-02 -4.27107807e-02  1.14660323e-01  1.36527739e-02
  2.98820766e-02  8.03378629e-02  8.00571392e+01 -1.03695883e+01
  4.40433042e+01  1.32186336e+01  5.35367761e+00  7.29571250e+00
  2.54000000e-01]"
18.0,1.0,11.0,993.85,437.79,,"[ 5.33539297e-02 -8.75830409e-02  1.79278003e-01  1.19320775e-02
  2.41041612e-02  7.45687217e-02  7.47179285e+01 -9.86207041e+00
  5.06907928e+01  9.95595028e+00  2.51978146e+00  6.22526243e+00
  1.39800000e+00]"
18.0,1.0,12.0,999.04,437.06,,"[ 1.59318494e-01 -4.72945782e-02  1.79290857e-01  1.40742823e-01
  8.27808094e-02  1.54305332e-01  8.28292220e+02  4.50566728e+00
  5.44008320e+01  6.19217665e+02  5.63272126e+01  3.90040715e+01
  5.00000000e-03]"
