0,1,2,3,4
4.607221803390819,4.5879725072699,4.570239450231216,4.379382306660392,4.478482021954003
4.54896742193305,4.578422017663157,4.444530500204488,4.369490923213945,4.497858378042882
4.576689971722422,4.666419517514526,4.582682486213944,4.399696891980945,4.482436374492986
4.730737921717928,4.6622990033936595,4.575915463522274,4.669384003973816,4.723330851288667
4.391793836355113,4.452704068517755,4.443006358807268,4.1134007525092136,4.253158844698576
4.462059333899082,4.563987049258918,4.608301791757176,4.458848248917159,4.397623251712605
4.39301433197613,4.456634154582002,4.502665715279735,4.443732239337323,4.542806277084388
4.383673548485724,4.413624507498911,4.386479864402623,4.313513396934309,4.202934122355593
4.548527982915179,4.5619931932914835,4.552865038834707,4.411658574459304,4.5213108825362625
4.587137073860038,4.485915507012694,4.4983626440309505,4.526639863620067,4.564653250847554
4.380230000710197,4.443587638591415,4.492464329381685,4.234674372415155,4.288072066855036
4.380938432500077,4.4890780128874015,4.4499814356936875,4.259445568186361,4.416451428501707
4.4666707773657865,4.506376530804272,4.522581978458599,4.536934806964967,4.5703054160242695
4.501810748154618,4.515811574291825,4.600241446266001,4.1156371025053655,4.250726856713545
4.3683564285648275,4.39442619167057,4.379962580783714,4.114933590453809,4.07719462271467
4.423324067004507,4.466567709199403,4.330419759290955,4.0815184396401705,4.014038573547636
4.406801414689701,4.400584611494959,4.279873272024055,4.32580015276045,4.539451552415714
4.397264898650493,4.4470829211622735,4.537138483744744,4.350439313025044,4.445186382753128
4.359233746042297,4.1703715689403795,4.463778976495712,4.214902966211259,4.375573465320502
4.422146634884731,4.4114272489997255,4.549843252467581,4.288871723302068,4.2926587285933495
4.367655107747911,4.49064754219818,4.335021387031118,4.520478780082654,4.525046283288675
4.438761310329213,4.4808861318018565,4.485225787134647,4.349214043726667,4.556294550438552
4.580210277905279,4.6260004923586795,4.534221073290929,4.350668538565944,4.468627649814633
4.3087905340071,4.455634193165972,4.6276621658903165,4.1202109393726225,4.06057211508849
4.498265135785442,4.528186292024596,4.474809822726259,4.4328615517035415,4.528916693170721
4.373786803995289,4.453636478192194,4.338616437643271,4.14577009409634,4.144230638995112
4.310702742656351,4.446413876228002,4.509422988136876,4.46503891047901,4.412683982332019
