0,1,2,3,4
2.171996270751192,2.1985106280181608,2.238444078704827,2.1696359102208262,2.155374219369655
2.0838167564488783,2.113406366753774,2.1224784423076186,2.0877334104493404,2.1183312248484505
2.0530740545597435,2.031707824330376,2.054282219655066,2.0777791425375893,2.1073304691391597
1.9756835748054633,2.008478955417104,2.010137728875902,1.967087906517575,1.987320811477686
2.003455234592772,2.0240648550676466,2.0335499389464813,2.047758454229338,2.070562539322407
2.0483466832094077,2.000739831790209,2.0072243307066615,1.9921618381771153,2.0495291648180225
2.113739140589982,2.189601535110914,2.0803463235211384,1.9986491625521152,2.0333207314078363
2.05935359627648,2.0486658183760333,2.0565046374553058,2.0189941229653674,2.0756290016104137
2.0419052138648675,2.0712213413905776,2.0813469629363217,2.0158661449237867,2.02787407133908
2.046949874685287,2.0816513787568303,2.1073268012161726,2.0090502262607677,1.9700236043983363
1.9619489709986897,2.0296501993676834,2.0491042339480936,2.0164733926176677,2.0636981437513424
1.948779569663725,1.9902090919265765,1.955528351327664,1.9523188388402508,2.0070182808073818
2.0216721763371486,2.0420234027035913,2.034250238635121,1.9263977590083288,1.9233144089049716
1.965676496369332,2.0099302870800373,1.9932895383928608,2.028883586484252,2.039219190194257
1.9441116024155987,1.934836459721211,2.004247320591605,1.9610485816762753,1.9621667387318698
1.9999571679709225,1.9810492666820625,2.001434495939264,2.10866235153437,2.126422098168155
1.9472159959972075,1.9599761774943756,1.9739707905677362,1.9348043344179344,1.952261245341017
2.0008801211761873,2.04271256227249,2.104445416549912,2.0589075028927497,2.202737274534526
2.0554814595057866,2.069246403936979,2.1178653612727887,2.0257005251070477,2.0879467394481797
2.0675295496070816,2.094260702885441,2.092183214066426,2.100593163926928,2.0444974473455213
2.0668844102209336,2.035756545109734,2.0487980204379657,2.0718714459421452,2.099231277278481
2.10322936656253,2.1222848645037367,2.132895174165655,2.114493556402998,2.1375877989775915
2.0539348684051264,2.0516702612541216,2.021809740212329,2.09956639298539,2.166346554565719
2.037590721052091,2.096071064921284,2.101513656791805,2.1150495722585467,2.1436006706981097
2.0260807607583065,2.0348615756139092,2.0293760688411804,2.081202647523296,2.133465286069833
1.9453049845165884,2.1597665542754787,2.1747368114554986,2.069706619049793,2.027859696495284
1.999653983263728,2.0059971274865154,2.0328099709230925,2.0657529971522743,2.1282686317325474
1.9929282889404079,1.9582513270960833,1.9937520320347506,2.0361911244980124,1.9967573484257866
