0,1,2,3,4
2.2195490996451226,2.194838853591946,2.277900064404648,2.3125722146661047,2.1037576591189806
2.239045031972302,2.209477513338359,2.208699426713334,2.1575730776406927,2.134666774504881
2.182311430434845,2.237555528252831,2.328257727355678,2.212330014786622,2.143174144572045
2.0830088355245566,2.1738766454462457,2.093289736065234,2.0472369596986697,2.1440451512128713
2.154587744441113,2.1716772145024668,2.2020501958284395,2.1804886455063137,2.1103578520295283
2.124500601376892,2.14699386472514,2.193802229515208,2.172737996275745,2.200248785818114
2.0775971821269565,2.117228301008233,2.142685581205586,2.1982275311682913,2.1282017228833685
2.078515164638801,2.0817144106462875,2.0072851206489233,2.011230118159329,2.0738072691179013
2.0543764576421877,2.097176098440136,2.087470980988354,2.110988068900133,2.101983601596031
2.1406632199116253,2.159053139147197,2.1107105539781674,2.0494600090932567,2.0187679212703156
2.1139877380220415,2.0970105691204375,2.0134954777956477,1.994161991502311,2.0353862644441403
2.151029256116006,2.0630461851955544,2.001877197357116,2.048701392606658,2.0549448659705556
2.1723065828191306,2.1758554915215216,2.1019716565077986,2.127576879244873,2.203473447991823
2.1025002556474264,2.171277372136385,2.165501023781128,2.1114157636351134,2.0115116000994298
2.1370511533041734,2.146877992510303,2.108972649851744,2.092216672066181,2.098777822408108
2.2018876015427145,2.3005742626818875,2.24443772089959,2.181720891530123,2.222585692162842
2.30920049123183,2.186481544972096,2.1401030985511595,2.1398336142779466,2.218856081488273
2.3046081096220066,2.2563967102445788,2.2584942586608237,2.2523052369537884,2.2178081137866545
2.2004140310470675,2.255534237609755,2.2319949488769755,2.1935940068714315,2.2142034446427474
2.1869866460874787,2.2081145667214552,2.304828860090844,2.256805646116315,2.2163293829533597
2.152891821316714,2.1356625460826195,2.1765626696647478,2.2170316760408633,2.258053095195527
2.329745424383623,2.2907217760525413,2.234814402090082,2.2653091328766246,2.2990968689764015
2.2136039231645266,2.30543337317117,2.3041025050299773,2.2169106181336318,2.2413521454290612
2.2502988271504654,2.2462686604044886,2.1498232557040082,2.1987432975616388,2.3063986908680887
2.1759851199879305,2.315773764249744,2.2773083787202952,2.2394101356955454,2.306446140155704
1.997890815562835,2.105094782154499,2.1773289034174024,2.240439742507302,2.25452327730957
2.1615664555742367,2.183343460735122,2.150683290558993,2.1304061784216497,2.074215951540022
2.1594380080161777,2.2509655662879604,2.26121539169231,2.3192903224415633,2.3593166612025462
2.172908842824613,2.14844151811491,2.1481114882119536,2.0716259191944437,2.095284261181554
2.1603018063759825,2.214947033755868,2.241865625227631,2.2768955280511474,2.185703727423495
2.111943238120566,2.1908384554155975,2.158440477418011,2.106158304758766,2.204142113262917
2.052709809595575,2.1983438553352235,2.217936572683635,2.1756666230678845,2.168787714448919
2.241616514232223,2.26642242607854,2.2267259073798265,2.201263003199256,2.2067875363099425
2.148547407983763,2.210576381209706,2.166938816350285,2.1609603744487083,2.252753773842224
2.2517085034861215,2.3112781475024655,2.2278893503784776,2.202917289177217,2.200221936175674
2.185038536824884,2.18675558727889,2.150351993301003,2.137425421685315,2.1871442345956766
2.1618722281304246,2.161406544076842,2.1699154918694616,2.182984444360332,2.088849474001785
2.0621095719618747,2.0566873329352147,2.1058296221396198,2.11224360162257,2.0873143772100096
2.0738192700786082,2.07109881839277,2.1345078467563137,2.1385481098798285,2.121875580056708
2.050354240086088,2.0526601725830536,2.1069741359159666,2.1342367837149414,2.210482994783776
2.130095439238291,2.20813848287983,2.2065832771875624,2.0873018378760513,2.040139206778475
2.136561541254575,2.142826247397117,2.0726661502904795,2.1090031296506706,2.09379141488744
2.0968480986537337,2.114131652650408,2.1368936142380206,2.133073811235448,2.1735662021626205
2.1214762172695374,2.1200124795494477,2.1651379899729566,2.154437808025138,2.1566690149533114
2.1556194678281533,2.1241408901565753,2.1557608013850356,2.2526320575436634,2.2411091337104727
2.188682241980482,2.159649246515836,2.062902694082747,2.090140757751419,2.185507321133173
2.021087545095033,2.0681571934158294,2.0996405904369677,2.101248939106441,2.1485686155178807
2.1093472505350066,2.1841694453452107,2.199657014475919,2.127909070792948,2.061451048601073
2.348053187364654,2.429441953544447,2.3149189878099694,2.2569875653446005,2.3393904518118656
2.4322953744677274,2.4586446703703504,2.262835070488329,2.2540030090891174,2.341300527487167
2.194724428754683,2.1926061311210727,2.287912893410179,2.314486059519787,2.303611870184417
2.180047862022191,2.1811035137250308,2.2559843607635597,2.363464083690934,2.3614641851810494
2.192912413675059,2.266553658084034,2.210697100031633,2.2403483592992264,2.1879344991896628
2.034164911819755,2.080585280787255,2.1283758064813236,2.0778056767336337,2.1941303740229694
2.1725857447675647,2.184036897402873,2.1373569554728995,2.1351274536274905,2.1681479369470353
2.1428197055875815,2.1861448182505683,2.1768461888218074,2.2003744694714142,2.198852807725343
2.1378557790156614,2.1345253644064273,2.122089507552417,2.1466963680640436,2.1726678561450816
2.185037299157776,2.201838041318951,2.2004920294991535,2.284339669018827,2.306800923665292
2.1855807206205817,2.153716804499343,2.0571680474174956,2.0562344752485155,2.1116009197973074
2.1714609269373972,2.244476488574351,2.20488040207332,2.1627348313419934,2.1711139698948725
2.164396580329081,2.1055965661555636,2.0116564260601617,1.98377729841096,2.0234495692947747
2.1398201935750003,2.100979503856912,2.126148262936855,2.160289428285821,2.1661467561558974
2.076290785410421,2.2207154784898937,2.2190085946362395,2.177874876974041,2.202385593376276
2.086586692179488,2.156105772117998,2.157684031141955,2.1571550290247004,2.2326754675025606
2.0624962627826755,2.1427603495481593,2.1035876681221284,2.0256834666996917,2.083898157226195
2.109898533909176,2.09371860544662,2.1313696579078503,2.115873513062772,2.1112075952246885
2.111177201790658,2.1597643017278676,2.1822228518484352,2.235392179883702,2.2588948469232597
2.1355426171069523,2.2010867956829974,2.1624892282470465,2.1931096961931043,2.200988779506773
2.129722435740834,2.1489527831301958,2.1628479228232655,2.1921380479370587,2.2694608468285216
2.1278921153088537,2.286468251224837,2.3493481672242256,2.314768082639448,2.2919768603956583
2.161464529382287,2.1849603203415624,2.1692860170297013,2.292950807567519,2.337978105934823
2.13432852278338,2.175535520828477,2.1802062642295956,2.174157452124924,2.161781879801185
2.1734161989310246,2.2588954891982116,2.212907401590788,2.2547630633127262,2.2511209184747862
2.155261408435259,2.255866527739736,2.22150865394224,2.160699115967249,2.1290506513895777
2.219670074465005,2.2139889689031675,2.223442858259271,2.228254013269936,2.3017633305416845
2.1547360009979983,2.2182650189252424,2.2252814983568516,2.236402490251579,2.223412603273102
2.1753199667740355,2.2686122218552174,2.3220385933226835,2.3941902476886257,2.399533360767078
2.1316262728370154,2.1962819394198125,2.169073740494347,2.173832952505663,2.253762755816135
2.09646494226997,2.075948922559958,2.124776001638782,2.0665244674370817,2.118534787722466
2.1882697279119836,2.194664606775242,2.2375939543461927,2.2645802291422843,2.208175387900249
2.146056699132669,2.1920215338712397,2.1979699050978754,2.242174096211848,2.321533665184253
2.1264018587061613,2.1778477205994635,2.1590538831290624,2.0852963490252527,2.2216066677204624
2.0914783963625285,2.103889170062039,2.197904657361786,2.2551039269087703,2.266403017111129
2.084328445749826,2.255194557565569,2.23401912018393,2.2318749396381983,2.222564597911443
2.181387724072319,2.1297474371189855,2.040389256360795,2.028740363750783,2.163585920001503
2.1179671779275338,2.2077420362741353,2.1439943745903447,2.074932928705491,2.0919993838088335
2.08135235658021,2.2092044559007986,2.172050416074482,2.075474610648517,2.106078647893861
2.190665761874789,2.2791893728959227,2.3202471687785557,2.3084435867989317,2.223224974437487
2.0824354530063207,2.1943919165209023,2.2133896089927236,2.1163296855292373,2.168150056965098
2.1633614784760073,2.1722860242312128,2.0839619720281495,2.1097572819925428,2.2200445413927796
2.1468779457999827,2.1253121127130257,2.1599414090273563,2.072799915857093,2.0935415240925432
2.1275883598731262,2.197797923756362,2.0782336351985644,2.0601929455842143,2.0613430405203794
2.2163305038478893,2.1864307183327596,2.127895547563305,2.090913643067539,1.9907678328173075
2.0363651534518885,1.9907120061243646,2.0739003134610656,2.087457614916035,2.090619140945231
