,first layer,second layer,third layer,train,test
93,10,70,100,1.0,0.592156862745098
94,10,70,110,1.0,0.5843137254901961
95,10,70,120,1.0,0.6117647058823529
96,10,70,130,1.0,0.5686274509803921
97,10,70,140,1.0,0.5607843137254902
98,10,80,10,1.0,0.5882352941176471
99,10,80,20,1.0,0.615686274509804
100,10,80,30,1.0,0.6313725490196078
101,10,80,40,1.0,0.580392156862745
102,10,80,50,1.0,0.5607843137254902
103,10,80,60,1.0,0.615686274509804
104,10,80,70,1.0,0.6078431372549019
105,10,80,80,1.0,0.592156862745098
106,10,80,90,1.0,0.6156862745098038
107,10,80,100,1.0,0.6235294117647058
108,10,80,110,1.0,0.596078431372549
109,10,80,120,1.0,0.580392156862745
110,10,80,130,1.0,0.6156862745098038
111,10,80,140,1.0,0.6196078431372548
112,10,90,10,0.9992982456140351,0.5686274509803922
113,10,90,20,1.0,0.580392156862745
114,10,90,30,1.0,0.596078431372549
115,10,90,40,1.0,0.6196078431372549
116,10,90,50,1.0,0.592156862745098
117,10,90,60,1.0,0.6039215686274509
118,10,90,70,1.0,0.5843137254901961
119,10,90,80,1.0,0.5764705882352941
120,10,90,90,1.0,0.596078431372549
121,10,90,100,1.0,0.6235294117647059
122,10,90,110,1.0,0.584313725490196
123,10,90,120,1.0,0.5725490196078431
124,10,90,130,1.0,0.5607843137254902
125,10,90,140,1.0,0.5568627450980392
126,10,100,10,1.0,0.596078431372549
127,10,100,20,1.0,0.6
128,10,100,30,1.0,0.6313725490196078
129,10,100,40,1.0,0.6039215686274509
130,10,100,50,1.0,0.584313725490196
131,10,100,60,1.0,0.596078431372549
132,10,100,70,1.0,0.6039215686274509
133,10,100,80,1.0,0.6078431372549019
134,10,100,90,1.0,0.5960784313725491
135,10,100,100,1.0,0.6352941176470588
136,10,100,110,1.0,0.5999999999999999
137,10,100,120,1.0,0.6117647058823529
138,10,100,130,1.0,0.5647058823529412
139,10,100,140,1.0,0.6078431372549019
140,10,110,10,1.0,0.6
141,10,110,20,1.0,0.607843137254902
142,10,110,30,1.0,0.615686274509804
143,10,110,40,1.0,0.607843137254902
144,10,110,50,1.0,0.592156862745098
145,10,110,60,1.0,0.6156862745098038
146,10,110,70,1.0,0.6
147,10,110,80,1.0,0.592156862745098
148,10,110,90,1.0,0.5803921568627451
149,10,110,100,1.0,0.5960784313725491
150,10,110,110,1.0,0.6156862745098038
151,10,110,120,1.0,0.5960784313725489
152,10,110,130,1.0,0.5686274509803921
153,10,110,140,1.0,0.580392156862745
154,10,120,10,1.0,0.596078431372549
155,10,120,20,1.0,0.6196078431372549
156,10,120,30,0.9992982456140351,0.5686274509803921
157,10,120,40,1.0,0.5725490196078431
158,10,120,50,1.0,0.6235294117647058
159,10,120,60,1.0,0.6235294117647058
160,10,120,70,1.0,0.6039215686274509
161,10,120,80,1.0,0.6
162,10,120,90,1.0,0.6352941176470587
163,10,120,100,1.0,0.596078431372549
164,10,120,110,1.0,0.592156862745098
165,10,120,120,1.0,0.6039215686274509
166,10,120,130,1.0,0.607843137254902
167,10,120,140,1.0,0.5725490196078431
168,10,130,10,1.0,0.584313725490196
169,10,130,20,0.9992982456140351,0.6156862745098038
170,10,130,30,1.0,0.5450980392156862
171,10,130,40,1.0,0.5882352941176471
172,10,130,50,1.0,0.5882352941176471
173,10,130,60,1.0,0.6392156862745098
174,10,130,70,1.0,0.6274509803921569
175,10,130,80,1.0,0.592156862745098
176,10,130,90,1.0,0.5882352941176471
177,10,130,100,1.0,0.5725490196078432
178,10,130,110,1.0,0.5882352941176471
179,10,130,120,1.0,0.6196078431372548
180,10,130,130,1.0,0.5843137254901961
181,10,130,140,1.0,0.580392156862745
182,10,140,10,0.9978947368421054,0.6078431372549019
183,10,140,20,1.0,0.592156862745098
184,10,140,30,1.0,0.5764705882352941
185,10,140,40,1.0,0.5647058823529412
186,10,140,50,1.0,0.5882352941176471
187,10,140,60,1.0,0.6235294117647058
188,10,140,70,1.0,0.5568627450980391
189,10,140,80,1.0,0.596078431372549
190,10,140,90,1.0,0.5843137254901961
191,10,140,100,1.0,0.5647058823529412
192,10,140,110,1.0,0.5490196078431373
193,10,140,120,1.0,0.611764705882353
194,10,140,130,1.0,0.6078431372549019
195,10,140,140,1.0,0.5725490196078431
196,20,10,10,1.0,0.6235294117647058
197,20,10,20,1.0,0.584313725490196
198,20,10,30,1.0,0.6627450980392156
199,20,10,40,1.0,0.615686274509804
200,20,10,50,1.0,0.615686274509804
201,20,10,60,1.0,0.6235294117647058
202,20,10,70,1.0,0.6039215686274509
203,20,10,80,1.0,0.6235294117647059
204,20,10,90,1.0,0.6392156862745098
205,20,10,100,1.0,0.6196078431372548
206,20,10,110,1.0,0.6156862745098038
207,20,10,120,1.0,0.6196078431372549
208,20,10,130,1.0,0.596078431372549
209,20,10,140,1.0,0.6235294117647057
210,20,20,10,1.0,0.6392156862745098
211,20,20,20,1.0,0.596078431372549
212,20,20,30,1.0,0.6
213,20,20,40,1.0,0.6274509803921569
214,20,20,50,1.0,0.6156862745098038
215,20,20,60,1.0,0.6196078431372549
216,20,20,70,1.0,0.6117647058823529
217,20,20,80,1.0,0.6352941176470588
218,20,20,90,1.0,0.6
219,20,20,100,1.0,0.6274509803921569
220,20,20,110,1.0,0.6156862745098038
221,20,20,120,1.0,0.6
222,20,20,130,1.0,0.627450980392157
223,20,20,140,1.0,0.6313725490196078
224,20,30,10,0.9964912280701754,0.6352941176470587
225,20,30,20,1.0,0.6274509803921567
226,20,30,30,1.0,0.6313725490196078
227,20,30,40,1.0,0.6274509803921569
228,20,30,50,1.0,0.6313725490196078
229,20,30,60,1.0,0.6392156862745098
230,20,30,70,1.0,0.6039215686274509
231,20,30,80,1.0,0.6588235294117647
232,20,30,90,1.0,0.6156862745098038
233,20,30,100,1.0,0.6039215686274509
234,20,30,110,1.0,0.615686274509804
235,20,30,120,1.0,0.6313725490196078
236,20,30,130,1.0,0.5882352941176471
237,20,30,140,1.0,0.5725490196078431
238,20,40,10,1.0,0.6078431372549019
239,20,40,20,1.0,0.6235294117647058
240,20,40,30,1.0,0.596078431372549
241,20,40,40,1.0,0.6039215686274508
242,20,40,50,1.0,0.6274509803921567
243,20,40,60,1.0,0.6352941176470588
244,20,40,70,1.0,0.588235294117647
245,20,40,80,1.0,0.6156862745098038
246,20,40,90,1.0,0.6313725490196078
247,20,40,100,1.0,0.5882352941176471
248,20,40,110,1.0,0.5921568627450979
249,20,40,120,1.0,0.6352941176470587
250,20,40,130,1.0,0.5647058823529413
251,20,40,140,1.0,0.6117647058823529
252,20,50,10,1.0,0.6392156862745098
253,20,50,20,1.0,0.6352941176470588
254,20,50,30,1.0,0.6313725490196078
255,20,50,40,1.0,0.6392156862745098
256,20,50,50,1.0,0.6352941176470588
257,20,50,60,1.0,0.6509803921568628
258,20,50,70,1.0,0.6352941176470587
259,20,50,80,1.0,0.6313725490196077
260,20,50,90,1.0,0.580392156862745
261,20,50,100,1.0,0.6039215686274509
262,20,50,110,1.0,0.6117647058823529
263,20,50,120,1.0,0.6352941176470587
264,20,50,130,1.0,0.6313725490196078
265,20,50,140,1.0,0.6509803921568627
266,20,60,10,1.0,0.6235294117647059
267,20,60,20,1.0,0.6235294117647058
268,20,60,30,1.0,0.6352941176470588
269,20,60,40,1.0,0.6274509803921567
270,20,60,50,1.0,0.6196078431372548
271,20,60,60,1.0,0.6666666666666666
272,20,60,70,1.0,0.6
273,20,60,80,1.0,0.6313725490196078
274,20,60,90,1.0,0.6235294117647059
275,20,60,100,1.0,0.6392156862745096
276,20,60,110,1.0,0.6352941176470588
277,20,60,120,1.0,0.6196078431372548
278,20,60,130,1.0,0.6039215686274508
279,20,60,140,1.0,0.6509803921568628
280,20,70,10,1.0,0.6235294117647058
281,20,70,20,1.0,0.6352941176470588
282,20,70,30,1.0,0.5882352941176471
283,20,70,40,1.0,0.6431372549019607
284,20,70,50,1.0,0.6235294117647058
285,20,70,60,1.0,0.6156862745098038
286,20,70,70,1.0,0.6117647058823529
287,20,70,80,1.0,0.6078431372549019
288,20,70,90,1.0,0.6156862745098038
289,20,70,100,1.0,0.6156862745098041
290,20,70,110,1.0,0.6431372549019607
291,20,70,120,1.0,0.6352941176470588
292,20,70,130,1.0,0.596078431372549
293,20,70,140,1.0,0.6235294117647058
294,20,80,10,1.0,0.6235294117647058
295,20,80,20,1.0,0.6196078431372548
296,20,80,30,1.0,0.6078431372549019
297,20,80,40,1.0,0.6078431372549019
298,20,80,50,1.0,0.6196078431372548
299,20,80,60,1.0,0.6392156862745098
300,20,80,70,1.0,0.6156862745098038
301,20,80,80,1.0,0.6313725490196078
302,20,80,90,1.0,0.6588235294117647
303,20,80,100,1.0,0.596078431372549
304,20,80,110,1.0,0.619607843137255
305,20,80,120,1.0,0.611764705882353
306,20,80,130,1.0,0.6235294117647058
307,20,80,140,1.0,0.6196078431372549
308,20,90,10,1.0,0.6117647058823529
309,20,90,20,1.0,0.6588235294117648
310,20,90,30,1.0,0.6235294117647059
311,20,90,40,1.0,0.6352941176470589
312,20,90,50,1.0,0.6313725490196077
313,20,90,60,1.0,0.6196078431372549
314,20,90,70,1.0,0.6156862745098038
315,20,90,80,1.0,0.6470588235294117
316,20,90,90,1.0,0.6274509803921567
317,20,90,100,1.0,0.6352941176470587
318,20,90,110,1.0,0.6235294117647058
319,20,90,120,1.0,0.6470588235294117
320,20,90,130,1.0,0.6549019607843136
321,20,90,140,1.0,0.6549019607843136
322,20,100,10,1.0,0.6235294117647058
323,20,100,20,1.0,0.6235294117647058
324,20,100,30,1.0,0.6117647058823529
325,20,100,40,1.0,0.6352941176470587
326,20,100,50,1.0,0.6039215686274508
327,20,100,60,1.0,0.6039215686274509
328,20,100,70,1.0,0.6313725490196077
329,20,100,80,1.0,0.6470588235294118
330,20,100,90,1.0,0.6274509803921567
331,20,100,100,1.0,0.6392156862745096
332,20,100,110,1.0,0.6431372549019607
333,20,100,120,1.0,0.6588235294117647
334,20,100,130,1.0,0.6156862745098038
335,20,100,140,1.0,0.6235294117647058
336,20,110,10,1.0,0.607843137254902
337,20,110,20,1.0,0.6196078431372549
338,20,110,30,1.0,0.6352941176470587
339,20,110,40,1.0,0.6509803921568627
340,20,110,50,1.0,0.6196078431372548
341,20,110,60,1.0,0.6352941176470588
342,20,110,70,1.0,0.615686274509804
343,20,110,80,1.0,0.6509803921568627
344,20,110,90,1.0,0.6392156862745098
345,20,110,100,1.0,0.5960784313725489
346,20,110,110,1.0,0.6196078431372548
347,20,110,120,1.0,0.592156862745098
348,20,110,130,1.0,0.6117647058823529
349,20,110,140,1.0,0.6470588235294117
350,20,120,10,1.0,0.6117647058823529
351,20,120,20,1.0,0.6078431372549019
352,20,120,30,1.0,0.6117647058823529
353,20,120,40,1.0,0.6078431372549019
354,20,120,50,1.0,0.6
355,20,120,60,1.0,0.6431372549019606
356,20,120,70,1.0,0.6274509803921567
357,20,120,80,1.0,0.6313725490196077
358,20,120,90,1.0,0.6117647058823528
359,20,120,100,1.0,0.6431372549019607
360,20,120,110,1.0,0.6117647058823529
361,20,120,120,1.0,0.6196078431372548
362,20,120,130,1.0,0.6196078431372548
363,20,120,140,1.0,0.6431372549019608
364,20,130,10,1.0,0.6196078431372548
365,20,130,20,1.0,0.611764705882353
366,20,130,30,1.0,0.6313725490196078
367,20,130,40,1.0,0.6431372549019608
368,20,130,50,1.0,0.611764705882353
369,20,130,60,1.0,0.6470588235294117
370,20,130,70,1.0,0.6196078431372548
371,20,130,80,1.0,0.6352941176470588
372,20,130,90,1.0,0.6313725490196078
373,20,130,100,1.0,0.6156862745098038
374,20,130,110,1.0,0.6156862745098038
375,20,130,120,1.0,0.6627450980392157
376,20,130,130,1.0,0.6196078431372548
377,20,130,140,1.0,0.6196078431372549
378,20,140,10,1.0,0.6235294117647059
379,20,140,20,1.0,0.588235294117647
380,20,140,30,1.0,0.580392156862745
381,20,140,40,1.0,0.6196078431372549
382,20,140,50,1.0,0.6431372549019607
383,20,140,60,1.0,0.6196078431372548
384,20,140,70,1.0,0.6078431372549019
385,20,140,80,1.0,0.6196078431372548
386,20,140,90,1.0,0.6078431372549018
387,20,140,100,1.0,0.6
388,20,140,110,1.0,0.6392156862745098
389,20,140,120,1.0,0.6274509803921569
390,20,140,130,1.0,0.6039215686274509
391,20,140,140,1.0,0.6352941176470587
392,30,10,10,1.0,0.6117647058823529
393,30,10,20,1.0,0.6196078431372548
394,30,10,30,1.0,0.6156862745098038
395,30,10,40,1.0,0.6156862745098038
396,30,10,50,1.0,0.6196078431372549
397,30,10,60,1.0,0.5843137254901961
398,30,10,70,1.0,0.6352941176470588
399,30,10,80,1.0,0.580392156862745
400,30,10,90,1.0,0.6509803921568628
401,30,10,100,1.0,0.592156862745098
402,30,10,110,1.0,0.6509803921568625
403,30,10,120,1.0,0.6431372549019606
404,30,10,130,1.0,0.6156862745098038
405,30,10,140,1.0,0.6274509803921567
406,30,20,10,1.0,0.6196078431372548
407,30,20,20,1.0,0.5843137254901962
408,30,20,30,1.0,0.6431372549019607
409,30,20,40,1.0,0.611764705882353
410,30,20,50,1.0,0.6352941176470588
411,30,20,60,1.0,0.6509803921568627
412,30,20,70,1.0,0.580392156862745
413,30,20,80,1.0,0.584313725490196
414,30,20,90,1.0,0.6039215686274509
415,30,20,100,1.0,0.6196078431372549
416,30,20,110,1.0,0.607843137254902
417,30,20,120,1.0,0.592156862745098
418,30,20,130,1.0,0.5960784313725489
419,30,20,140,1.0,0.6235294117647058
420,30,30,10,1.0,0.6000000000000001
421,30,30,20,1.0,0.5921568627450982
422,30,30,30,1.0,0.6274509803921567
423,30,30,40,1.0,0.6352941176470588
424,30,30,50,1.0,0.588235294117647
425,30,30,60,1.0,0.6196078431372548
426,30,30,70,1.0,0.6313725490196077
427,30,30,80,1.0,0.607843137254902
428,30,30,90,1.0,0.6
429,30,30,100,1.0,0.6196078431372549
430,30,30,110,1.0,0.6352941176470588
431,30,30,120,1.0,0.6313725490196077
432,30,30,130,1.0,0.6470588235294118
433,30,30,140,1.0,0.603921568627451
434,30,40,10,1.0,0.6
435,30,40,20,1.0,0.6039215686274509
436,30,40,30,1.0,0.6117647058823529
437,30,40,40,1.0,0.6274509803921567
438,30,40,50,1.0,0.596078431372549
439,30,40,60,1.0,0.6156862745098038
440,30,40,70,1.0,0.6392156862745098
441,30,40,80,1.0,0.5882352941176471
442,30,40,90,1.0,0.6392156862745098
443,30,40,100,1.0,0.6392156862745098
444,30,40,110,1.0,0.6274509803921569
445,30,40,120,1.0,0.6196078431372549
446,30,40,130,1.0,0.6392156862745098
447,30,40,140,1.0,0.6235294117647059
448,30,50,10,1.0,0.6235294117647058
449,30,50,20,1.0,0.6078431372549018
450,30,50,30,1.0,0.611764705882353
451,30,50,40,1.0,0.6078431372549018
452,30,50,50,1.0,0.6039215686274509
453,30,50,60,1.0,0.584313725490196
454,30,50,70,1.0,0.611764705882353
455,30,50,80,1.0,0.6196078431372549
456,30,50,90,1.0,0.6352941176470587
457,30,50,100,1.0,0.6274509803921569
458,30,50,110,1.0,0.5882352941176471
459,30,50,120,1.0,0.6117647058823528
460,30,50,130,1.0,0.580392156862745
461,30,50,140,1.0,0.6274509803921569
462,30,60,10,1.0,0.6117647058823529
463,30,60,20,1.0,0.615686274509804
464,30,60,30,1.0,0.6235294117647059
465,30,60,40,1.0,0.6431372549019607
466,30,60,50,1.0,0.6431372549019607
467,30,60,60,1.0,0.611764705882353
468,30,60,70,1.0,0.6509803921568627
469,30,60,80,1.0,0.6274509803921567
470,30,60,90,1.0,0.6392156862745096
471,30,60,100,1.0,0.6392156862745096
472,30,60,110,1.0,0.6392156862745098
473,30,60,120,1.0,0.6274509803921567
474,30,60,130,1.0,0.6470588235294116
475,30,60,140,1.0,0.6
476,30,70,10,1.0,0.6392156862745098
477,30,70,20,1.0,0.596078431372549
478,30,70,30,1.0,0.596078431372549
479,30,70,40,1.0,0.6039215686274509
480,30,70,50,1.0,0.6549019607843137
481,30,70,60,1.0,0.6
482,30,70,70,1.0,0.6117647058823529
483,30,70,80,1.0,0.6235294117647059
484,30,70,90,1.0,0.6313725490196078
485,30,70,100,1.0,0.603921568627451
486,30,70,110,1.0,0.6039215686274509
487,30,70,120,1.0,0.6274509803921567
488,30,70,130,1.0,0.6196078431372547
489,30,70,140,1.0,0.6196078431372548
490,30,80,10,1.0,0.6235294117647058
491,30,80,20,1.0,0.615686274509804
492,30,80,30,1.0,0.6274509803921567
493,30,80,40,1.0,0.6117647058823529
494,30,80,50,1.0,0.6274509803921569
495,30,80,60,1.0,0.6352941176470588
496,30,80,70,1.0,0.6039215686274508
497,30,80,80,1.0,0.615686274509804
498,30,80,90,1.0,0.6235294117647058
499,30,80,100,1.0,0.6274509803921569
500,30,80,110,1.0,0.6235294117647059
501,30,80,120,1.0,0.607843137254902
502,30,80,130,1.0,0.6039215686274509
503,30,80,140,1.0,0.5882352941176471
504,30,90,10,1.0,0.6470588235294117
505,30,90,20,1.0,0.6431372549019607
506,30,90,30,1.0,0.5960784313725489
507,30,90,40,1.0,0.6196078431372548
508,30,90,50,1.0,0.584313725490196
509,30,90,60,1.0,0.6274509803921567
510,30,90,70,1.0,0.6196078431372548
511,30,90,80,1.0,0.6078431372549019
512,30,90,90,1.0,0.6117647058823529
513,30,90,100,1.0,0.6313725490196077
514,30,90,110,1.0,0.6313725490196078
515,30,90,120,1.0,0.6274509803921567
516,30,90,130,1.0,0.6235294117647058
517,30,90,140,1.0,0.6078431372549019
518,30,100,10,1.0,0.6313725490196078
519,30,100,20,1.0,0.6
520,30,100,30,1.0,0.6313725490196077
521,30,100,40,1.0,0.6274509803921569
522,30,100,50,1.0,0.580392156862745
523,30,100,60,1.0,0.6078431372549019
524,30,100,70,1.0,0.6196078431372549
525,30,100,80,1.0,0.6431372549019607
526,30,100,90,1.0,0.615686274509804
527,30,100,100,1.0,0.596078431372549
528,30,100,110,1.0,0.6274509803921569
529,30,100,120,1.0,0.6039215686274508
530,30,100,130,1.0,0.6156862745098038
531,30,100,140,1.0,0.6235294117647058
532,30,110,10,1.0,0.6235294117647059
533,30,110,20,1.0,0.6156862745098038
534,30,110,30,1.0,0.6000000000000001
535,30,110,40,1.0,0.6117647058823529
536,30,110,50,1.0,0.6274509803921569
537,30,110,60,1.0,0.584313725490196
538,30,110,70,1.0,0.6274509803921569
539,30,110,80,1.0,0.6274509803921567
540,30,110,90,1.0,0.584313725490196
541,30,110,100,1.0,0.6235294117647059
542,30,110,110,1.0,0.615686274509804
543,30,110,120,1.0,0.6352941176470587
544,30,110,130,1.0,0.6000000000000001
545,30,110,140,1.0,0.6039215686274509
546,30,120,10,1.0,0.588235294117647
547,30,120,20,1.0,0.6235294117647059
548,30,120,30,1.0,0.6039215686274509
549,30,120,40,1.0,0.6196078431372549
550,30,120,50,1.0,0.6274509803921569
551,30,120,60,1.0,0.603921568627451
552,30,120,70,1.0,0.6
553,30,120,80,1.0,0.588235294117647
554,30,120,90,1.0,0.596078431372549
555,30,120,100,1.0,0.6274509803921569
556,30,120,110,1.0,0.592156862745098
557,30,120,120,1.0,0.6039215686274509
558,30,120,130,1.0,0.6
559,30,120,140,1.0,0.6078431372549019
560,30,130,10,1.0,0.6313725490196078
561,30,130,20,1.0,0.6000000000000001
562,30,130,30,1.0,0.5686274509803921
563,30,130,40,1.0,0.6156862745098038
564,30,130,50,1.0,0.6235294117647058
565,30,130,60,1.0,0.6235294117647059
566,30,130,70,1.0,0.6196078431372548
567,30,130,80,1.0,0.6039215686274509
568,30,130,90,1.0,0.6196078431372549
569,30,130,100,1.0,0.6
570,30,130,110,1.0,0.615686274509804
571,30,130,120,1.0,0.611764705882353
572,30,130,130,1.0,0.592156862745098
573,30,130,140,1.0,0.5803921568627451
574,30,140,10,1.0,0.6431372549019606
575,30,140,20,1.0,0.6156862745098038
576,30,140,30,1.0,0.6313725490196078
577,30,140,40,1.0,0.607843137254902
578,30,140,50,1.0,0.6039215686274509
579,30,140,60,1.0,0.6431372549019608
580,30,140,70,1.0,0.6274509803921569
581,30,140,80,1.0,0.615686274509804
582,30,140,90,1.0,0.6078431372549019
583,30,140,100,1.0,0.596078431372549
584,30,140,110,1.0,0.603921568627451
585,30,140,120,1.0,0.6313725490196078
586,30,140,130,1.0,0.6196078431372548
587,30,140,140,1.0,0.6156862745098038
588,40,10,10,1.0,0.6352941176470588
589,40,10,20,1.0,0.607843137254902
590,40,10,30,1.0,0.6392156862745098
591,40,10,40,1.0,0.6
592,40,10,50,1.0,0.6235294117647059
593,40,10,60,1.0,0.6117647058823529
594,40,10,70,1.0,0.6431372549019607
595,40,10,80,1.0,0.6352941176470587
596,40,10,90,1.0,0.6274509803921569
597,40,10,100,1.0,0.6
598,40,10,110,1.0,0.6352941176470588
599,40,10,120,1.0,0.6196078431372548
600,40,10,130,1.0,0.6431372549019607
601,40,10,140,1.0,0.611764705882353
602,40,20,10,1.0,0.6196078431372548
603,40,20,20,1.0,0.6274509803921567
604,40,20,30,1.0,0.6352941176470588
605,40,20,40,1.0,0.6235294117647058
606,40,20,50,1.0,0.6078431372549019
607,40,20,60,1.0,0.6000000000000001
608,40,20,70,1.0,0.6
609,40,20,80,1.0,0.6078431372549019
610,40,20,90,1.0,0.592156862745098
611,40,20,100,1.0,0.6078431372549019
612,40,20,110,1.0,0.6392156862745098
613,40,20,120,1.0,0.580392156862745
614,40,20,130,1.0,0.6039215686274509
615,40,20,140,1.0,0.6549019607843136
616,40,30,10,1.0,0.6627450980392156
617,40,30,20,1.0,0.6470588235294117
618,40,30,30,1.0,0.6274509803921567
619,40,30,40,1.0,0.6078431372549019
620,40,30,50,1.0,0.6235294117647059
621,40,30,60,1.0,0.6627450980392157
622,40,30,70,1.0,0.6313725490196078
623,40,30,80,1.0,0.6156862745098038
624,40,30,90,1.0,0.6470588235294117
625,40,30,100,1.0,0.6274509803921567
626,40,30,110,1.0,0.6196078431372548
627,40,30,120,1.0,0.6470588235294116
628,40,30,130,1.0,0.6392156862745098
629,40,30,140,1.0,0.6313725490196078
630,40,40,10,1.0,0.607843137254902
631,40,40,20,1.0,0.611764705882353
632,40,40,30,1.0,0.6431372549019607
633,40,40,40,1.0,0.588235294117647
634,40,40,50,1.0,0.6352941176470588
635,40,40,60,1.0,0.6392156862745099
636,40,40,70,1.0,0.6470588235294117
637,40,40,80,1.0,0.6352941176470588
638,40,40,90,1.0,0.6039215686274508
639,40,40,100,1.0,0.6392156862745098
640,40,40,110,1.0,0.6196078431372549
641,40,40,120,1.0,0.6078431372549019
642,40,40,130,1.0,0.615686274509804
643,40,40,140,1.0,0.6235294117647058
644,40,50,10,1.0,0.6274509803921569
645,40,50,20,1.0,0.6274509803921569
646,40,50,30,1.0,0.6235294117647059
647,40,50,40,1.0,0.6117647058823529
648,40,50,50,1.0,0.6392156862745098
649,40,50,60,1.0,0.6196078431372548
650,40,50,70,1.0,0.6274509803921567
651,40,50,80,1.0,0.6117647058823529
652,40,50,90,1.0,0.6039215686274509
653,40,50,100,1.0,0.6352941176470588
654,40,50,110,1.0,0.6392156862745098
655,40,50,120,1.0,0.6000000000000001
656,40,50,130,1.0,0.6313725490196077
657,40,50,140,1.0,0.6470588235294117
658,40,60,10,1.0,0.6196078431372549
659,40,60,20,1.0,0.6078431372549019
660,40,60,30,1.0,0.6470588235294117
661,40,60,40,1.0,0.6313725490196077
662,40,60,50,1.0,0.6470588235294117
663,40,60,60,1.0,0.6274509803921567
664,40,60,70,1.0,0.6196078431372549
665,40,60,80,1.0,0.6431372549019607
666,40,60,90,1.0,0.6274509803921567
667,40,60,100,1.0,0.6078431372549019
668,40,60,110,1.0,0.615686274509804
669,40,60,120,1.0,0.6196078431372548
670,40,60,130,1.0,0.615686274509804
671,40,60,140,1.0,0.6274509803921569
672,40,70,10,1.0,0.6
673,40,70,20,1.0,0.6352941176470588
674,40,70,30,1.0,0.6431372549019606
675,40,70,40,1.0,0.6392156862745098
676,40,70,50,1.0,0.6352941176470588
677,40,70,60,1.0,0.6549019607843137
678,40,70,70,1.0,0.6078431372549019
679,40,70,80,1.0,0.6274509803921569
680,40,70,90,1.0,0.6156862745098038
681,40,70,100,1.0,0.6392156862745098
682,40,70,110,1.0,0.6549019607843136
683,40,70,120,1.0,0.6313725490196078
684,40,70,130,1.0,0.603921568627451
685,40,70,140,1.0,0.611764705882353
686,40,80,10,1.0,0.6431372549019607
687,40,80,20,1.0,0.596078431372549
688,40,80,30,1.0,0.6352941176470588
689,40,80,40,1.0,0.6156862745098038
690,40,80,50,1.0,0.6039215686274509
691,40,80,60,1.0,0.6235294117647059
692,40,80,70,1.0,0.6078431372549019
693,40,80,80,1.0,0.6313725490196078
694,40,80,90,1.0,0.6156862745098038
695,40,80,100,1.0,0.6274509803921569
696,40,80,110,1.0,0.6313725490196078
697,40,80,120,1.0,0.6352941176470588
698,40,80,130,1.0,0.6313725490196078
699,40,80,140,1.0,0.6352941176470588
700,40,90,10,1.0,0.592156862745098
701,40,90,20,1.0,0.607843137254902
702,40,90,30,1.0,0.6509803921568627
703,40,90,40,1.0,0.6235294117647059
704,40,90,50,1.0,0.6039215686274509
705,40,90,60,1.0,0.6039215686274509
706,40,90,70,1.0,0.6627450980392156
707,40,90,80,1.0,0.6313725490196077
708,40,90,90,1.0,0.6313725490196077
709,40,90,100,1.0,0.6431372549019607
710,40,90,110,1.0,0.6392156862745098
711,40,90,120,1.0,0.6156862745098038
712,40,90,130,1.0,0.6196078431372549
713,40,90,140,1.0,0.6470588235294117
714,40,100,10,0.9943859649122807,0.6274509803921567
715,40,100,20,1.0,0.6156862745098038
716,40,100,30,1.0,0.6196078431372549
717,40,100,40,1.0,0.6274509803921569
718,40,100,50,1.0,0.6392156862745098
719,40,100,60,1.0,0.6235294117647058
720,40,100,70,1.0,0.6235294117647059
721,40,100,80,1.0,0.611764705882353
722,40,100,90,1.0,0.6196078431372548
723,40,100,100,1.0,0.6078431372549019
724,40,100,110,1.0,0.6196078431372548
725,40,100,120,1.0,0.6431372549019607
726,40,100,130,1.0,0.6274509803921567
727,40,100,140,1.0,0.6235294117647058
728,40,110,10,1.0,0.596078431372549
729,40,110,20,1.0,0.6352941176470587
730,40,110,30,1.0,0.6392156862745098
731,40,110,40,1.0,0.6039215686274509
732,40,110,50,1.0,0.6431372549019607
733,40,110,60,1.0,0.6196078431372548
734,40,110,70,1.0,0.6352941176470588
735,40,110,80,1.0,0.6039215686274509
736,40,110,90,1.0,0.6196078431372549
737,40,110,100,1.0,0.6274509803921567
738,40,110,110,1.0,0.6588235294117646
739,40,110,120,1.0,0.6078431372549019
740,40,110,130,1.0,0.6313725490196077
741,40,110,140,1.0,0.6235294117647059
742,40,120,10,1.0,0.6156862745098038
743,40,120,20,1.0,0.6235294117647058
744,40,120,30,1.0,0.6156862745098038
745,40,120,40,1.0,0.6156862745098038
746,40,120,50,1.0,0.615686274509804
747,40,120,60,1.0,0.6431372549019607
748,40,120,70,1.0,0.6313725490196077
749,40,120,80,1.0,0.6156862745098038
750,40,120,90,1.0,0.6392156862745096
751,40,120,100,1.0,0.6392156862745098
752,40,120,110,1.0,0.6274509803921569
753,40,120,120,1.0,0.6078431372549019
754,40,120,130,1.0,0.6274509803921567
755,40,120,140,1.0,0.6196078431372548
756,40,130,10,1.0,0.6627450980392157
757,40,130,20,1.0,0.6235294117647059
758,40,130,30,1.0,0.6196078431372549
759,40,130,40,1.0,0.6509803921568627
760,40,130,50,1.0,0.6196078431372549
761,40,130,60,1.0,0.6313725490196077
762,40,130,70,1.0,0.6235294117647058
763,40,130,80,1.0,0.6274509803921567
764,40,130,90,1.0,0.6156862745098041
765,40,130,100,1.0,0.6392156862745099
766,40,130,110,1.0,0.6235294117647058
767,40,130,120,1.0,0.6235294117647059
