,first layer,second layer,train,test
0,10,10,0.996794871794872,0.5388655462184874
1,10,20,0.9963369963369964,0.5525210084033613
2,10,30,0.996794871794872,0.5430672268907563
3,10,40,0.996794871794872,0.5357142857142857
4,10,50,0.996794871794872,0.5430672268907563
5,10,60,0.996794871794872,0.5378151260504201
6,10,70,0.996794871794872,0.5483193277310924
7,10,80,0.996794871794872,0.5409663865546218
8,10,90,0.9963369963369964,0.5483193277310925
9,10,100,0.996794871794872,0.5388655462184874
10,10,110,0.996794871794872,0.5504201680672268
11,10,120,0.996794871794872,0.5388655462184874
12,10,130,0.995879120879121,0.532563025210084
13,10,140,0.996794871794872,0.5399159663865546
14,10,150,0.996794871794872,0.5430672268907563
15,10,160,0.996794871794872,0.5336134453781513
16,10,170,0.996794871794872,0.5483193277310924
17,10,180,0.996794871794872,0.5283613445378151
18,10,190,0.9963369963369964,0.5451680672268907
19,10,200,0.996794871794872,0.532563025210084
20,10,210,0.996794871794872,0.523109243697479
21,10,220,0.996794871794872,0.5367647058823529
22,10,230,0.996794871794872,0.5462184873949579
23,10,240,0.9963369963369964,0.542016806722689
24,10,250,0.996794871794872,0.5462184873949579
25,10,260,0.996794871794872,0.5472689075630252
26,10,270,0.9963369963369964,0.5472689075630252
27,10,280,0.996794871794872,0.551470588235294
28,10,290,0.996794871794872,0.5546218487394957
29,20,10,0.9940476190476192,0.5462184873949579
30,20,20,0.996794871794872,0.551470588235294
31,20,30,0.996794871794872,0.5493697478991596
32,20,40,0.996794871794872,0.5441176470588235
33,20,50,0.996794871794872,0.5483193277310924
34,20,60,0.996794871794872,0.555672268907563
35,20,70,0.996794871794872,0.5388655462184874
36,20,80,0.996794871794872,0.5609243697478992
37,20,90,0.996794871794872,0.5514705882352942
38,20,100,0.996794871794872,0.5567226890756302
39,20,110,0.996794871794872,0.5535714285714286
40,20,120,0.996794871794872,0.5388655462184874
41,20,130,0.996794871794872,0.5409663865546218
42,20,140,0.996794871794872,0.5462184873949579
43,20,150,0.996794871794872,0.5472689075630252
44,20,160,0.996794871794872,0.5493697478991596
45,20,170,0.996794871794872,0.5546218487394958
46,20,180,0.996794871794872,0.5661764705882353
47,20,190,0.996794871794872,0.5409663865546218
48,20,200,0.996794871794872,0.551470588235294
49,20,210,0.996794871794872,0.5399159663865546
50,20,220,0.996794871794872,0.5483193277310924
51,20,230,0.996794871794872,0.542016806722689
52,20,240,0.996794871794872,0.5483193277310924
53,20,250,0.996794871794872,0.5577731092436975
54,20,260,0.996794871794872,0.5472689075630252
55,20,270,0.996794871794872,0.5409663865546218
56,20,280,0.996794871794872,0.5472689075630252
57,20,290,0.996794871794872,0.5451680672268907
58,30,10,0.996794871794872,0.551470588235294
59,30,20,0.996794871794872,0.5504201680672268
60,30,30,0.996794871794872,0.5546218487394958
61,30,40,0.996794871794872,0.5567226890756302
62,30,50,0.996794871794872,0.5567226890756303
63,30,60,0.996794871794872,0.5399159663865546
64,30,70,0.996794871794872,0.5462184873949579
65,30,80,0.996794871794872,0.542016806722689
66,30,90,0.996794871794872,0.5451680672268907
67,30,100,0.996794871794872,0.5504201680672268
68,30,110,0.996794871794872,0.542016806722689
69,30,120,0.996794871794872,0.5525210084033613
70,30,130,0.996794871794872,0.5441176470588235
71,30,140,0.996794871794872,0.5535714285714285
72,30,150,0.996794871794872,0.5546218487394957
73,30,160,0.996794871794872,0.5504201680672268
74,30,170,0.996794871794872,0.5493697478991596
75,30,180,0.996794871794872,0.5535714285714285
76,30,190,0.996794871794872,0.5609243697478992
77,30,200,0.996794871794872,0.5556722689075629
78,30,210,0.996794871794872,0.5619747899159664
79,30,220,0.996794871794872,0.5462184873949579
80,30,230,0.996794871794872,0.5493697478991596
81,30,240,0.996794871794872,0.5504201680672268
82,30,250,0.996794871794872,0.5462184873949579
83,30,260,0.996794871794872,0.5399159663865546
84,30,270,0.996794871794872,0.5504201680672268
85,30,280,0.996794871794872,0.5451680672268908
86,30,290,0.996794871794872,0.5472689075630252
87,40,10,0.996794871794872,0.5588235294117646
88,40,20,0.996794871794872,0.5535714285714286
89,40,30,0.996794871794872,0.5525210084033613
90,40,40,0.996794871794872,0.5493697478991596
91,40,50,0.996794871794872,0.5525210084033613
92,40,60,0.996794871794872,0.5546218487394958
93,40,70,0.996794871794872,0.5430672268907563
94,40,80,0.996794871794872,0.5378151260504201
95,40,90,0.996794871794872,0.5567226890756302
96,40,100,0.996794871794872,0.5504201680672268
97,40,110,0.996794871794872,0.5535714285714286
98,40,120,0.996794871794872,0.5525210084033614
99,40,130,0.996794871794872,0.5556722689075629
100,40,140,0.996794871794872,0.5451680672268907
101,40,150,0.996794871794872,0.5535714285714286
102,40,160,0.996794871794872,0.5525210084033613
103,40,170,0.996794871794872,0.5462184873949579
104,40,180,0.996794871794872,0.5346638655462185
105,40,190,0.996794871794872,0.5409663865546218
106,40,200,0.996794871794872,0.551470588235294
107,40,210,0.996794871794872,0.5430672268907563
108,40,220,0.996794871794872,0.5367647058823529
109,40,230,0.996794871794872,0.5525210084033613
110,40,240,0.996794871794872,0.5598739495798319
111,40,250,0.996794871794872,0.5409663865546218
