0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1994.1836382746621,1994.183631838287,1994.2054850688312,1995.2542457813586,1987.36232435443,2027.4633504954816,2123.364137975966,2115.361545340727,2033.8127780482519,2018.8248791140884,2026.4462899476014,2000.8193954919102,2114.376043201959,2114.3479765111124,2114.739365167281,2112.8731124547326,2039.09073404791,2018.1034873761541,2027.5936889952043,2000.8555608678896,1938.61161755268,1905.787498355152,1888.6740450238485,1886.162913893293
2121.0782147591694,2121.0782147591694,2121.0772861002674,2121.039095684637,2121.0527056634123,2121.201956624153,2166.2081518467494,2186.417143767621,2128.3952404631405,2113.102087852178,2215.381243966356,2207.645015972406,2186.035516201824,2185.9779917466176,2185.587595372786,2188.5486645462697,2135.4480182136194,2107.051835265719,2209.7980796443644,2206.963371004337,2100.137514848554,2045.934613463825,2023.1802069932526,2021.200262290265
1976.9358547348647,1976.9357607220643,1976.9276157409984,1977.5248543067687,1973.4359589597218,1998.2061936532555,2032.796769123876,2015.0188653085488,1951.3575032759613,1932.1610700727601,1926.4572433820633,1943.5445480896844,2013.6172523420817,2013.5979333883881,2013.8784858049794,2012.588903561301,1955.805372439652,1932.9299266042074,1925.6056688121828,1944.3541959300624,1994.7800163299432,2004.0436569129524,1992.2641714148774,1987.6871572334164
2017.654476671691,2017.6544766709571,2017.6545325141237,2017.65525695515,2017.684579314412,2017.6979281464746,2020.287515993828,2035.9913963263093,2123.055040478036,2145.5315745235193,2102.921585367541,2043.0173154259023,2037.4454111278483,2037.5049176201414,2037.6774063219868,2035.8978959017045,2115.321687459564,2147.2747713809144,2109.289287439159,2044.1933710832257,1965.3330454099982,1924.2272695664715,1903.818177735051,1901.1237144752822
2069.857697283311,2069.857697283311,2069.857648173698,2069.7417302362014,2070.839524212037,2064.894720251883,2129.251953174393,2182.0440538708026,2128.7261854896255,2080.5406162487516,2105.542750824355,2116.1632323326703,2181.7706131848927,2181.6825541794074,2180.819934937516,2186.2692482860994,2136.542774024358,2080.9466608521448,2102.91604627005,2116.0297652272407,2066.5856691859553,2016.1063208360401,1974.23725801317,1955.4715479404963
2052.1590423257803,2052.1590423257803,2052.15904195881,2052.1581061150127,2052.1882795920046,2051.968564023519,2053.9055218054846,2054.2998204646733,2121.084825369703,2173.5054400401395,2121.0368414341724,2066.6737614888584,2059.1489064632287,2059.2398359471877,2060.100544074653,2054.2972510661452,2111.961607723587,2173.8126026968353,2128.209102418916,2068.5131901571417,2023.3212445004972,1991.1424450287554,1967.6339154493937,1959.3348937857581
1965.6019825314247,1965.6019673946162,1965.5896771035532,1964.9482868235855,1969.7457014932793,1944.8102152461754,1902.198502998116,1905.738954596079,2005.795115046568,2036.912370425047,2000.7290455429106,1957.7204237804212,1906.9603823494133,1907.0275338437327,1907.242023081517,1905.0806267164692,1996.7068861632044,2038.257359485809,2005.733585496781,1958.7194039526507,1902.4806201457568,1895.7789556787748,1982.6031551299018,2029.2776603197342
2078.8220008661756,2078.8220008661756,2078.822152394946,2079.002210307347,2077.4441625904765,2085.5119187128657,1991.4131833639744,1910.9666213697194,1951.1990901397403,2044.5238741625612,2046.2836993590126,2034.2693528155846,1912.4255088766872,1912.493093722287,1913.6696654026632,1906.0075149334,1941.4069539825466,2039.8954092822364,2049.099056312528,2026.8340699980297,2142.539402252285,2236.6067645096637,2217.5369406894233,2191.8480477738785
1955.1934826883905,1955.1934826883905,1955.193935721228,1955.2891906808056,1954.6504629464616,1957.6181493590416,1910.3963994738924,1875.1857034728068,1920.2774086361887,2013.382955014155,2018.0563752814528,1999.657384674497,1879.5610361431302,1879.606976528666,1880.5381542223954,1874.091359803093,1910.6889787917128,2008.5449404954481,2019.7175049048715,2001.1136193094312,1973.4390089708377,1935.4282958628773,1927.710843373494,1927.710843373494
2068.965517241379,2068.965517241379,2068.965515997044,2068.9585487511235,2068.6520185163413,2070.9930215224676,2059.548965679509,2037.743123050746,2051.107399141684,2130.2785152882325,2137.256353472225,2102.575447279152,2039.3461305756468,2039.3056048418346,2039.6404306218265,2037.3198520551382,2045.7344644975578,2124.358437085932,2140.253591588474,2104.7626363142563,2063.280117290631,2014.6124363834524,2004.1753739748633,2004.1753662583355
2127.4238227146816,2127.4238227146816,2127.4238227143323,2127.416575202862,2127.091271807223,2130.392543539647,2114.671088945808,2006.3391755279124,1965.499767332197,2079.0163043595894,2187.0240958245254,2230.146761836151,1998.750961203864,1998.7934439302364,1999.6189001889652,1995.9517295045566,1963.39296467402,2064.8927164203806,2179.992459330206,2229.960904584623,2230.698627987388,2171.649630735351,2152.471855897292,2152.4669488536547
2071.6443677431275,2071.644367719655,2071.6497646441903,2071.870207830158,2069.9571651234983,2078.6168533363298,2134.0827746642517,2150.19682532205,2121.0711247257523,2073.5198926751127,2015.9646442542848,1992.1119535154576,2150.100607658951,2150.0816690997062,2149.938791261732,2150.7581532241293,2124.5515522586024,2079.0397536016003,2020.3559066483501,1992.911396315925,1977.8197999025801,2000.4867862236617,2113.5718701914957,2141.692066172722
2106.186924033841,2106.186924083618,2106.178030838409,2105.7994079075256,2108.831764898076,2095.058848779318,2023.6571648024826,1997.2470609878287,1996.890569721617,2028.9911138776479,2173.5737143382516,2213.328804773325,1995.9977941842296,1996.000765565515,1996.0519500816417,1996.1421767279785,1997.7018497237875,2019.2640134762833,2162.6752560344667,2213.665434423332,2219.791368809768,2189.359256841997,2127.380531881025,2119.8488682053608
1995.0124688279318,1995.0124688279307,1995.013658184509,1995.0788829950611,1994.2574192365557,1998.2935902315405,2037.6114256105811,2051.2313388837356,1988.6646321977144,1944.6974469068555,1939.95350837119,1940.5528298840322,2050.483089320152,2050.42115212589,2049.9510959702584,2053.198459721672,1995.9509532815496,1946.1360574026137,1940.0138464150477,1939.9333013943478,2005.3251839201198,2042.9005911691975,2027.519801445304,2004.4319554556994
2078.8215323451955,2078.821951379932,2078.691430115019,2079.9858693056717,2072.8056048979215,2148.1284120131277,2209.703795947612,2182.6126116605483,2120.4860807038053,2028.0893250644867,1986.5514052822166,1980.8001053968917,2178.747389124176,2178.7516319972365,2178.9858254787555,2178.0108989606665,2127.897022268529,2035.8705851020545,1988.0831153216204,1980.1477022210238,1981.1543861427294,2054.814763482812,2104.2797483654726,2105.1590252301116
2070.7506471095776,2070.7506471095776,2070.7497602612802,2070.685998849831,2071.0483343687665,2069.3092554233417,2114.425034866108,2142.348134995493,2121.39052790261,2080.4863957229527,2023.0306419198075,1999.6040570902799,2142.904524178837,2142.879489781222,2142.58825173248,2144.313024740339,2124.5559972804717,2085.2342302168613,2027.7606766488573,2000.265278902391,1995.3729914787746,1999.95291762145,2089.0115777127694,2137.699441628701
2180.826896865061,2180.826896865061,2180.826895513156,2180.826990303279,2180.782126155333,2181.0830061990036,2179.181119402987,2172.4558033330622,2138.642865188793,2105.972328288609,2135.514072044746,2187.327618973939,2169.5433370644632,2169.5023632414413,2169.1936114534774,2171.4695012624366,2143.215729860231,2106.759684334973,2129.6496055343578,2186.210974953486,2271.225656028031,2281.7503442363604,2198.2758432239593,2172.7432274801668
2051.282051282051,2051.282051282051,2051.282051055953,2051.29419848862,2051.8296520163676,2047.5939405566555,2067.073029438123,2135.045308814845,2133.8601962076473,2042.594266994868,2000.609960871794,1989.5010395429445,2136.281672362235,2136.291561230563,2135.502986381902,2140.2238900925495,2139.4469243978456,2050.30708433989,2002.7055490843145,1988.721183643503,1993.5203859307787,2046.9663170635945,2068.893966205554,2068.957940743699
2081.5264527299323,2081.5264527317845,2081.5323012154004,2081.7712701501828,2079.553451016356,2089.4771268913523,2176.7506040131934,2201.24654487163,2151.053689322809,2149.96740407476,2189.694564229622,2146.5659334158822,2201.6209034022604,2201.587949280165,2201.563768638066,2202.2317333456913,2155.363374113239,2146.1623973226015,2190.3519286624874,2147.3329974523417,2036.8866937188552,1959.82938490923,1900.6262731331854,1890.2618240398406
1965.1995905834185,1965.1995905834185,1965.1989053262344,1965.112216139308,1965.8562130516882,1961.7907827013212,2018.3426609215019,2064.88092318528,2068.907880174923,2070.2940556543444,2007.0585441171825,1930.6992827154995,2068.5646842841793,2068.564817839878,2068.518054192705,2068.7185298953896,2068.531325313994,2071.692063300261,2016.2337853067545,1934.3611814121768,1872.328302782627,1822.1316905738936,1814.7448015122868,1814.7448015122868
1910.0676194625073,1910.0676451831189,1910.0848002603325,1910.963088411739,1904.4180022831945,1938.3167583262589,2022.4119429794707,2038.6940651564921,2011.8164060633176,1982.1240816351212,1949.7395005998185,1901.8419481826622,2038.1594660775575,2038.1473045497344,2038.1037020450285,2038.4881081110295,2014.7404922555913,1984.5946141433633,1954.527398157375,1902.91589133953,1830.9618144677243,1804.8921775039867,1799.0692419219663,1797.7883284539516
1986.7549624302733,1986.7549664154526,1986.7596237615926,1986.9876149440488,1985.3795257975069,1993.7041745559297,2023.196916456393,2064.5023345479794,2123.712097566024,2062.4717736669004,1927.4881443997901,1907.1268164265125,2068.355058667554,2068.3617599885233,2068.025393982667,2068.510974564657,2120.003953078561,2076.1080041600694,1934.9990589969932,1906.0965898538748,1912.0814052583924,1924.25883021845,1950.3411395907983,1959.0205280784835
1986.5494050698398,1986.5494050698398,1986.5494050698398,1986.5490629212227,1986.5256987181847,1986.8626930027804,1985.115604945091,1968.793089492787,1962.0101814034076,1991.7161595497778,2015.6113186946932,2016.6881818263269,1967.382767445597,1967.3914661835229,1967.4994930980122,1967.1620598604986,1961.5023155335152,1987.872160509861,2014.8866229449477,2016.9122088925556,2017.0301180858737,1986.8401102542675,1953.515929815564,1951.4539405065748
1990.8752169181516,1990.875162036723,1990.8734434987296,1990.504798275102,1993.1463095803713,1978.1475149931705,1952.286453844358,1949.5072283455104,1966.0050657795246,1995.8320257296928,2031.8884359356746,2037.9376364181646,1949.8354909901504,1949.8436514139491,1949.8921487155346,1949.6558346662705,1964.147552660382,1992.009893133696,2029.8543864000658,2037.8312366122223,2040.0908939353185,2023.0869930326876,1969.122790220859,1955.6833994177382
2007.5282219657124,2007.5282299233265,2007.5205569719576,2007.1938668107625,2009.6992816070256,1997.5265923129868,1970.8253109148322,1972.4568846710074,2029.9230999952235,2050.758831804345,2049.11689964668,2039.8965092380063,1972.9163693583087,1972.9553923272354,1973.0635031360107,1972.0025432278317,2024.8788598186736,2050.541819380889,2049.7758569431203,2040.0906701632791,2014.0227436048021,1993.0049360927667,1975.6114550946118,1971.3644320431154
2139.9910833704857,2139.9910833704857,2139.9910840167336,2139.9980710933364,2140.291807108709,2138.0419814445922,2148.897450425985,2183.5977129463186,2191.609929211604,2171.854433349953,2271.3412634219944,2379.8439949621065,2185.6203853949432,2185.5916253673026,2185.244142824714,2187.079779236301,2192.0315455215264,2172.4254605886927,2255.8739570332,2375.432983234642,2237.3345820337786,2078.13080429912,1962.1492445393076,1898.4063912081788
1961.1848825331974,1961.1848825331974,1961.1848825887334,1961.1893029833004,1961.3813511884514,1959.8940789292942,1966.859814819093,1989.7835274131776,1993.8822185616477,1969.948184040492,1959.3820812989245,1959.2046804416127,1990.6579350774603,1990.655283948628,1990.4321179275344,1991.6700559446704,1994.9877446193798,1972.1994529081326,1959.5173667431864,1959.383095456803,1958.5095144723828,1943.7732341624126,1932.0327263865265,1931.6364662667581
2000.0,2000.0,1999.9999999993927,2000.0013445770865,2000.0581134796525,1999.5318865811673,2001.993195653134,2013.9907816348718,2016.5281375872942,1989.669697138958,1979.977123528289,2022.4500232495516,2014.6367109254506,2014.6345539869535,2014.5503732389502,2014.9244833844577,2017.3762959590626,1993.1400835422176,1976.717912742119,2022.3681656947965,2045.962862618806,2004.676215404658,1964.8046961186706,1963.361143795628
1971.2525667351129,1971.2525667351129,1971.2522374131645,1971.1977859435965,1971.5642520151168,1969.8517710338756,1998.107824189418,2018.9401015301619,1983.7559499412162,1936.6213938642322,1931.5895372233401,1931.5895372233401,2016.6781094872604,2016.6121730311456,2015.9718343950035,2020.119778992534,1989.6039622418966,1938.6590876491339,1931.9229537895262,1929.7214302307411,1949.8852929875382,1999.5675178891584,2008.36820083682,2008.36820083682
2005.8504192593055,2005.8503993491781,2005.8496306247762,2005.7400492974784,2006.5333364304847,2002.1270408402245,1995.8023420729435,1999.2637318301834,2018.6309600598145,2009.3740709123458,1977.1335696202057,1971.9137885854657,1999.771165013902,1999.7792176259252,1999.7347553170048,1999.6542751861043,2017.1155677257739,2012.3391409454098,1979.0282152103669,1971.9713906863217,1972.0371021873107,1992.2058247703435,2054.4830556702036,2068.321233485482
2017.8665265370464,2017.8665265370464,2017.8665264157698,2017.8655820603726,2017.825890044316,2018.0915187268065,2016.762725924536,2008.8762161387788,1994.7810569549831,1967.2143314435875,1979.557672476389,2049.3698570441047,2007.6048064299189,2007.6110758816228,2007.6050828055522,2007.8065722366282,1996.6915311196055,1970.0598017248792,1973.2684238539782,2046.4892890439207,2069.500555265957,2052.621651742931,2042.5948359268605,2042.5576011946923
2054.5746388443017,2054.5746388443017,2054.5746388445286,2054.5792981416334,2054.77428988944,2052.919536938102,2061.3876987447165,2126.197987384224,2144.0643659180587,2086.713485022157,2031.986753991128,1996.9596439017032,2129.5628086697698,2129.5447346692745,2128.871406580848,2132.475398355885,2146.2203941555526,2092.901632507741,2036.801797276461,1997.5412453618508,1988.649731815177,2021.0579913366755,2042.2625362440103,2042.5224141740264
2082.4295081740806,2082.4295018352996,2082.427754847843,2082.327892945497,2083.0732550060075,2079.2586433704264,2072.765737413677,2079.5778189174407,2105.8690436779143,2102.5029774516406,2081.3820522290225,2063.7323236689117,2079.922062220228,2079.933691415284,2079.8340173712218,2080.188404394754,2104.156175002571,2104.1037942817484,2083.6478149142517,2063.9652099705813,2050.884172711843,2067.144610299187,2097.5777350960648,2100.3676789725882
1981.8335266166837,1981.8332312079642,1981.8446123881786,1981.7209033762597,1982.3801404643668,1975.1958911929755,1963.596368017821,1947.5194384859144,1929.827286111477,1962.9085963621142,2008.3334147599335,2011.0941470569321,1946.0497326131137,1946.0516613954228,1946.195214245216,1945.876557637366,1930.432183805328,1957.1730655133229,2006.529290374767,2011.4837564992313,2008.7062411922102,2004.7027739561584,2000.4800487593297,2000.0404525974454
1993.3512393381102,1993.3550268070007,1993.2791149469042,1993.9054531055767,1990.5956498407372,2035.6726782336648,2071.539692212308,2061.8380743774687,2035.2431145294158,1996.3306393483288,1966.52811232992,1953.0066795090802,2060.482143588443,2060.4772056648026,2060.572875841951,2060.095735611634,2038.1671504667056,2000.1113124387157,1968.6098022692472,1953.149230563471,1947.4144721420955,1948.0659789941474,1950.8876368435574,1951.18835459823
2005.0125313283206,2005.0125313283206,2005.012884351419,2005.020036120377,2005.1498854990605,2004.282589304321,1983.8898017720203,1973.5101685850495,2006.4930650481538,2036.6324763440593,2005.2020430839384,1983.8323626462766,1975.2243995105773,1975.2702438946671,1975.7413104421444,1972.7010809202886,2001.6847050485194,2036.7780964152234,2008.8771709836863,1984.7963956938006,1983.296591404528,1983.4660977453027,2016.3276125256848,2046.454659664059
1981.424148606811,1981.424148606811,1981.4241481105817,1981.4120491337205,1980.8875785683485,1984.943966458873,1965.625097246619,1915.7857072439128,1907.4985916526277,1995.1979202522252,2033.2658885321189,2008.4851295757062,1913.7438580524095,1913.7455059171036,1914.1132623582807,1912.3041572769341,1904.1687218014833,1985.960433367707,2034.7204591408213,2009.159654974926,1994.850085734332,1992.1744849942274,1991.7042093095456,1991.701558722068
2080.6241872561773,2080.6241872561773,2080.624234846397,2080.615357376855,2080.868648288314,2079.4563383455247,2061.4538075315186,2054.809732078585,2092.085219075939,2110.9133908527065,2071.955520635821,2045.955205550148,2055.762562025168,2055.8031806257377,2056.145631547597,2053.7611182229653,2087.5045635014862,2112.314097672403,2076.173739628906,2046.7858272866183,2030.6637863514738,2039.3186858862393,2126.1917470665617,2156.66649381958
2021.9039595619206,2021.9039595619206,2021.9039360853026,2021.8909555744403,2022.0511792590862,2021.1759819834042,2029.844086676153,2045.8216185664683,2074.6379959982387,2095.996607918143,2066.1791297539967,2022.7007160067533,2048.124126881636,2048.1419261624005,2048.2114719122173,2047.472057141164,2071.3865737353435,2095.810848607778,2071.2052966577967,2024.6793194594316,1967.3766939327434,1939.374968382791,1963.2190011691325,2003.6009849967872
1937.436932391524,1937.436932391524,1937.436057403887,1937.4027944816485,1937.3922356570463,1937.6524065438923,1985.4165702022278,2013.238024494487,1977.1979412645483,1927.2998303378538,1899.1254106261888,1886.4243701235723,2012.657641766465,2012.609169206844,2012.0815718128165,2015.3314786354608,1982.6586473494347,1930.7425857761805,1901.3454387828222,1886.324588427417,1895.7196781121122,1925.77782943155,1931.5895372233401,1931.5895372233401
1941.3549039433765,1941.3549039433765,1941.3549554056958,1941.3353095151833,1941.6450233202913,1939.7941287076353,1953.8597027946284,1970.150837542885,1964.8468886565042,1944.601764560708,1957.667302814179,1987.9466198940302,1970.1111334912468,1970.1015235669063,1969.8786770032457,1971.277486836388,1966.4742222704356,1945.9265523461897,1954.026789737106,1988.2350232130977,1975.3316433652406,1895.0308796517256,1864.181426682791,1864.0886566481493
2019.3521245267134,2019.3521245267134,2019.3521283949208,2019.3559745888697,2019.259299721655,2019.7598536692672,2029.4226430280671,2034.0974020114313,2023.6277478544735,2018.865784556573,2078.4903754693883,2101.732741282801,2033.8918956609261,2033.8806335819977,2033.7833748038674,2034.470981484703,2025.355234339311,2016.4876339174284,2072.8387513782295,2101.652162672956,2061.6056012826266,2011.4687959505284,1951.0301038500688,1920.3839935289143
2034.7571029329429,2034.7601284009058,2034.7071538159814,2035.0763583155258,2033.2885308332357,2062.3650286324482,2083.444486441411,2053.7736271387853,2022.949556345644,2026.4094514772478,2042.293939439235,2078.0458375335425,2052.425279049916,2052.4277333510763,2052.977722133216,2049.9022127516237,2023.8622240789862,2025.8507480112887,2038.6595045806444,2078.4989340295274,2093.411236594658,2014.995280053598,1946.1988311853268,1943.6246929691067
2007.5282308657459,2007.5282308657459,2007.5275061932396,2007.483973307513,2007.649159615176,2007.0654468051177,2038.4768498421897,2057.2022622694813,2018.4989969084463,1977.6929475914262,1969.2999715490507,1967.3406035226772,2055.7633698628865,2055.707966945155,2055.1451167726586,2058.691800357995,2024.0205971385417,1979.5303922375156,1969.8920131368475,1965.4889674075152,2026.5566388071936,2068.4397379329475,2028.9421979325712,1976.0812923499377
1975.3072046707628,1975.3084898743064,1975.3656535724408,1974.5364482120885,1979.4185611766359,1940.6117833110843,1896.4363825343426,1893.7492049389512,1911.9212286016043,1962.1432384731802,2028.5828528850902,2036.257559744214,1894.142906628105,1894.1506192191398,1894.1911452702598,1894.2116888947107,1909.8107697136397,1954.875989564536,2025.178712824228,2036.8350687036773,2031.6130786422548,2020.5064120459633,2003.150210166388,2000.1813043346724
1976.32527020072,1976.32527020072,1976.3252702010031,1976.3282359947257,1976.4553628206988,1975.2134346107455,1980.981479943701,2023.3337561848707,2037.2993209397764,1985.26935591622,1946.6878053871878,1938.2359054324593,2025.8362057513245,2025.8232843710614,2025.4468286145834,2027.3075171709966,2038.8356015194122,1991.2044557186086,1948.4440402719351,1938.2197825259711,1935.1617112478946,1958.563975458425,1985.8041708207852,1987.3936340700996
2008.36820083682,2008.36820083682,2008.3682056995103,2008.3657220678601,2008.1294573912282,2009.8577021661708,2000.465672432957,1986.9277550741654,1996.6327030664663,2045.6687228548124,2044.650070542445,2013.0105254715481,1988.1309888465871,1988.1056693598332,1988.3389324621323,1986.7043250569263,1993.2639840253391,2041.9423796570884,2047.6712159974406,2014.6768769346104,1996.6040488074457,1988.5422515034988,1987.5778050196186,1987.5776572516916
1969.6347968824668,1969.6347968815226,1969.635970686406,1969.6879888452181,1969.1662657020877,1971.6742250985355,1984.700295285089,1987.9768118631987,1952.9650973224645,1929.2303497792836,1970.4463790891145,1995.4072670119758,1987.2145967055185,1987.1801553425,1986.9079366786307,1988.801287364911,1957.3821168856568,1928.3868268899619,1965.8846140491894,1994.5092017477411,1996.1207464186218,1995.1161332168715,1968.2115986648246,1943.7042332348508
