,expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender
0,LookAtMe1.2,48,2,1,1,1,1,31,4,1.1554312212392688,False,stim\6 F053C.jpg,2019-02-21 15:32:18,1,1
1,LookAtMe1.2,48,2,1,1,1,2,36,3,0.6482902700081468,False,stim\5 F053C + F048C.jpg,2019-02-21 15:32:26,6,1
2,LookAtMe1.2,48,2,1,1,1,3,26,3,0.827778859063983,False,stim\3 M078C + M057C.jpg,2019-02-21 15:32:35,6,0
3,LookAtMe1.2,48,2,1,1,1,4,21,3,1.014085995964706,False,stim\4 M078C.jpg,2019-02-21 15:32:44,1,0
4,LookAtMe1.2,48,2,1,1,1,5,31,2,0.5321925720199943,False,stim\6 F053C.jpg,2019-02-21 15:32:52,1,1
5,LookAtMe1.2,48,2,1,1,1,6,21,3,0.5090777762234211,False,stim\4 M078C.jpg,2019-02-21 15:33:01,1,0
6,LookAtMe1.2,48,2,1,1,1,7,26,2,0.4747037971392274,False,stim\3 M078C + M057C.jpg,2019-02-21 15:33:09,6,0
7,LookAtMe1.2,48,2,1,1,1,8,36,2,0.5592768667265773,False,stim\5 F053C + F048C.jpg,2019-02-21 15:33:18,6,1
8,LookAtMe1.2,48,2,1,1,1,9,21,2,0.5888235066086054,False,stim\4 M078C.jpg,2019-02-21 15:33:28,1,0
9,LookAtMe1.2,48,2,1,1,1,10,26,2,0.5153431594371796,False,stim\3 M078C + M057C.jpg,2019-02-21 15:33:36,6,0
10,LookAtMe1.2,48,2,1,1,1,11,36,3,0.5905199563130736,False,stim\5 F053C + F048C.jpg,2019-02-21 15:33:46,6,1
11,LookAtMe1.2,48,2,1,1,1,12,31,3,0.4756133183836937,False,stim\6 F053C.jpg,2019-02-21 15:33:56,1,1
12,LookAtMe1.2,48,2,1,1,1,13,26,1,0.5389239834621549,False,stim\3 M078C + M057C.jpg,2019-02-21 15:34:04,6,0
13,LookAtMe1.2,48,2,1,1,1,14,31,3,0.5742411343380809,False,stim\6 F053C.jpg,2019-02-21 15:34:14,1,1
14,LookAtMe1.2,48,2,1,1,1,15,36,2,0.5177138624712825,False,stim\5 F053C + F048C.jpg,2019-02-21 15:34:23,6,1
15,LookAtMe1.2,48,2,1,1,1,16,21,1,0.5126097910106182,False,stim\4 M078C.jpg,2019-02-21 15:34:32,1,0
16,LookAtMe1.2,48,2,1,1,1,17,26,1,0.5908976458013058,True,stim\3 M078C + M057C.jpg,2019-02-21 15:34:41,6,0
17,LookAtMe1.2,48,2,1,1,1,18,31,3,0.824939725920558,False,stim\6 F053C.jpg,2019-02-21 15:34:50,1,1
18,LookAtMe1.2,48,2,1,1,1,19,21,4,0.7452516844496131,False,stim\4 M078C.jpg,2019-02-21 15:34:58,1,0
19,LookAtMe1.2,48,2,1,1,1,20,36,3,0.5861733686178923,True,stim\5 F053C + F048C.jpg,2019-02-21 15:35:08,6,1
20,LookAtMe1.2,48,2,1,1,1,21,31,3,0.5153717044740915,False,stim\6 F053C.jpg,2019-02-21 15:35:18,1,1
