,expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender
0,LookAtMe1.2,44,2,2,1,1,1,31,,-99.0,False,stim\6 F053C.jpg,2019-02-19 15:01:18,1,1
1,LookAtMe1.2,44,2,2,1,1,2,36,2.0,0.7440978828817606,False,stim\5 F053C + F048C.jpg,2019-02-19 15:01:26,6,1
2,LookAtMe1.2,44,2,2,1,1,3,26,3.0,0.7621098104864359,False,stim\4 M078C.jpg,2019-02-19 15:01:36,6,0
3,LookAtMe1.2,44,2,2,1,1,4,21,2.0,1.2586318803951144,False,stim\3 M078C + M057C.jpg,2019-02-19 15:01:44,1,0
4,LookAtMe1.2,44,2,2,1,1,5,31,4.0,0.3688980713486671,False,stim\6 F053C.jpg,2019-02-19 15:01:54,1,1
5,LookAtMe1.2,44,2,2,1,1,6,21,2.0,1.3282782388851049,False,stim\3 M078C + M057C.jpg,2019-02-19 15:02:04,1,0
6,LookAtMe1.2,44,2,2,1,1,7,26,3.0,1.0302782822400331,False,stim\4 M078C.jpg,2019-02-19 15:02:14,6,0
7,LookAtMe1.2,44,2,2,1,1,8,36,4.0,0.7120693679898977,False,stim\5 F053C + F048C.jpg,2019-02-19 15:02:22,6,1
8,LookAtMe1.2,44,2,2,1,1,9,21,2.0,1.2391281221061945,False,stim\3 M078C + M057C.jpg,2019-02-19 15:02:31,1,0
9,LookAtMe1.2,44,2,2,1,1,10,26,3.0,0.7739227581769228,False,stim\4 M078C.jpg,2019-02-19 15:02:41,6,0
10,LookAtMe1.2,44,2,2,1,1,11,36,3.0,1.1037469105795026,False,stim\5 F053C + F048C.jpg,2019-02-19 15:02:51,6,1
11,LookAtMe1.2,44,2,2,1,1,12,31,4.0,1.6079688044264913,False,stim\6 F053C.jpg,2019-02-19 15:02:59,1,1
12,LookAtMe1.2,44,2,2,1,1,13,26,2.0,-1.1356233898550272,False,stim\4 M078C.jpg,2019-02-19 15:03:08,6,0
13,LookAtMe1.2,44,2,2,1,1,14,31,4.0,1.3454563645645976,False,stim\6 F053C.jpg,2019-02-19 15:03:16,1,1
14,LookAtMe1.2,44,2,2,1,1,15,36,3.0,-0.9382094079628588,False,stim\5 F053C + F048C.jpg,2019-02-19 15:03:25,6,1
15,LookAtMe1.2,44,2,2,1,1,16,21,2.0,1.23548914026469,False,stim\3 M078C + M057C.jpg,2019-02-19 15:03:33,1,0
16,LookAtMe1.2,44,2,2,1,1,17,26,,-99.0,True,stim\4 M078C.jpg,2019-02-19 15:03:42,6,0
17,LookAtMe1.2,44,2,2,1,1,18,31,4.0,0.9686968168243766,False,stim\6 F053C.jpg,2019-02-19 15:03:50,1,1
18,LookAtMe1.2,44,2,2,1,1,19,21,2.0,1.3538565821945667,False,stim\3 M078C + M057C.jpg,2019-02-19 15:03:59,1,0
19,LookAtMe1.2,44,2,2,1,1,20,36,,-99.0,True,stim\5 F053C + F048C.jpg,2019-02-19 15:04:09,6,1
20,LookAtMe1.2,44,2,2,1,1,21,31,3.0,1.336654119193554,False,stim\6 F053C.jpg,2019-02-19 15:04:18,1,1
21,LookAtMe1.2,44,2,2,1,1,22,36,4.0,0.946500855498016,True,stim\5 F053C + F048C.jpg,2019-02-19 15:04:27,6,1
22,LookAtMe1.2,44,2,2,1,1,23,26,2.0,0.7109414059668779,True,stim\4 M078C.jpg,2019-02-19 15:04:36,6,0
23,LookAtMe1.2,44,2,2,1,1,24,21,1.0,0.5920631662011147,False,stim\3 M078C + M057C.jpg,2019-02-19 15:04:45,1,0
24,LookAtMe1.2,44,2,2,1,1,25,26,4.0,0.4587627034634352,False,stim\4 M078C.jpg,2019-02-19 15:04:54,6,0
25,LookAtMe1.2,44,2,2,1,1,26,36,4.0,0.5972498655319214,True,stim\5 F053C + F048C.jpg,2019-02-19 15:05:02,6,1
