0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1840.458680359021,1840.458680359021,1840.458680359021,1840.458680359021,1840.45868103552,1840.4650545562104,1840.7347193478995,1838.6822459186214,1848.6912103033815,1874.587965834019,1884.937884935624,1882.7278875400743,1840.5035999731754,1840.4630637806297,1840.6559194192396,1839.125081870522,1846.242001630022,1872.7660350878173,1884.7324454220907,1883.042823932412,1834.5661198461175,1770.9084953130964,1753.93516109037,1804.8129487768551,1882.0443270111364,1882.0134520998022,1881.8179758932392,1883.280592568853,1840.647234267481,1776.319876986168,1750.435800719759,1803.383172702374,1888.0588715259732,1919.5023039747252,1925.3869521869512,1928.0554341084269,1807.9394581806275,1807.9543841775594,1807.4683257789725,1809.3093155590138,1881.689995508907,1918.5372783535076,1924.7202524379672,1929.2949137879532,1921.0320034164265,1877.8509195403706,1829.586764274011,1803.8578199813987,1928.1411485182052,1928.1520337006916,1927.9506995141955,1929.2322835628725,1923.4030430991363,1882.6854570087114,1833.6003727662069,1804.32596717638,1783.8363694368677,1768.248159563873,1763.2491408607027,1763.183164110563
1930.03963020861,1930.03963020861,1930.03963020861,1930.0392882613658,1930.0236589646458,1930.0844573838863,1929.8174470590536,1949.2607623199196,1967.2711677618622,1973.2616547819748,1967.2659538017374,1955.9097044755854,1950.9153657018903,1950.9122222375875,1950.7250159319126,1951.5697213927074,1966.0462424302498,1973.1963644181856,1968.3957267538435,1956.5335971127192,1940.5850528605708,1910.8618351086898,1880.3501884702623,1867.2887203171838,1955.2935660307808,1955.2983753590331,1955.3460335211425,1955.1942784747055,1942.614124578225,1914.024675270324,1882.6885615223646,1867.4581045883403,1860.2571866292876,1853.1254183139126,1867.5375629793093,1927.5863401248414,1866.7543594778317,1866.7548700433153,1866.8143733926702,1866.559965520039,1860.7724530345508,1854.2207880835426,1861.9169778706325,1927.3314728198568,1988.6343919328806,1994.3591872579236,1985.1752054420115,1974.0385610381838,1930.8240674614726,1930.8250949827288,1930.0885576272008,1933.8399179477826,1985.665671015076,1994.8228691337788,1986.3877424136422,1974.6988913906373,1957.654962138283,1931.1433931028819,1908.6535007385542,1906.98352195775
1816.9767396656464,1816.9767396656464,1816.9767396656464,1816.9767076700216,1816.974270051922,1817.0165407668812,1816.7692471549863,1823.237916621123,1836.4900424368964,1852.7802646426835,1886.0556522623558,1922.47525768956,1824.007868928853,1824.0105043814988,1823.987712175901,1824.0166945590072,1835.110624370232,1850.9694342852688,1881.4434112528943,1922.435091225141,1938.6349375301525,1910.738182045558,1866.4091792286756,1842.423013068748,1924.112866128343,1924.1031753668544,1923.6382779042328,1926.028171997627,1939.1208456986983,1914.6076249591767,1870.2963681796655,1842.9876964602456,1832.7599533138261,1825.4223995039247,1809.7236965066627,1776.797943483124,1841.5524092424882,1841.5561257738393,1841.6696837006837,1841.1150456889768,1833.473284365909,1825.9949196358937,1812.7887855518395,1778.3489358212819,1723.0494873075659,1664.6277483698068,1655.6646583880138,1655.6646583880138,1774.8839427417513,1774.8752797252673,1775.0278395321322,1774.6023338511454,1729.3691292701576,1667.8366190329943,1655.6646583880138,1655.6646583880138,1655.6646583880138,1655.6646583880138,1655.6646583880138,1655.6646583880138
1922.1024349384206,1922.1024349384206,1922.1024349384206,1922.1024349384206,1922.1023367612047,1922.1388815239693,1921.5769936470151,1924.8676500058573,1899.1820683992587,1861.7397868943751,1842.0997728677148,1840.8214974137509,1922.173991392117,1922.1021265081756,1921.5878283412728,1924.9806393134782,1903.0165407931613,1864.6549163043396,1842.9420550496234,1840.5735024301914,1847.8611683794024,1857.07189479593,1894.7345413360379,1964.4586991484052,1840.8455619214099,1840.8483988251164,1840.8685943366534,1840.7151422276158,1846.925281745422,1856.309642734528,1887.2110483566646,1963.9974328526496,2022.7519147667663,2046.4249505765197,2061.162015898025,2058.043392986243,1967.9838034706443,1967.9804585144082,1967.1624985313094,1971.416001215975,2019.3908249441884,2044.559828895512,2060.67199675891,2058.362015239948,1999.4763870393253,1929.4297851360195,1892.8914767666981,1871.4719280346835,2057.074055860693,2057.0411237422823,2056.881042734367,2058.2326902319764,2006.6564117793266,1934.4851313773056,1895.80595361009,1871.842134425206,1857.3281936021785,1854.7162261650558,1854.706311308977,1854.706311308977
1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.3790157954395,1805.37901579544,1805.37901579544,1805.37901579544,1805.37901579544,1805.3790152868946,1805.3794937747284,1805.3655125596065,1805.4461103523865,1804.3938701045086,1801.229133373231,1796.2149851636677,1762.4020404682378,1805.3813076889774,1805.380288713916,1805.3638237274527,1805.4542671070185,1804.594331593108,1801.2106310832942,1798.654531470824,1763.5800807489638,1696.510041841503,1649.1201345374175,1649.746068915073,1672.8271609790409,1760.0668621676862,1760.0542621564473,1760.3325587906895,1759.4310789554913,1702.8136020550978,1651.5672360974531,1647.705437022064,1672.1218673598487,1708.3040261350966,1759.7229266495106,1850.2986339093109,1921.7242326861478,1674.1656102652141,1674.1717383314885,1674.0585481754435,1674.6164628256574,1704.812485855131,1753.278975983768,1840.7446020393736,1918.6776500168398,1944.6953024035552,1957.0323974401424,1961.6549699167592,1961.8916996144649
1825.609618841109,1825.609618841109,1825.609618841109,1825.6106848344277,1825.6632638853673,1825.4482928179877,1826.318961731699,1772.8352345699436,1725.1449385828355,1702.5085955665722,1709.983884738954,1742.0076790288308,1768.1677234236106,1768.1778592755938,1768.6763388046325,1766.3896361168195,1728.4798135877145,1703.7533344658948,1707.0446228832598,1741.1192367660256,1786.3870075720802,1832.7082218875648,1888.2983252776248,1920.7293467572895,1743.811287552172,1743.817094507411,1743.5948485093581,1744.598280960477,1782.3345487026509,1827.839668205775,1883.2281892397768,1920.184776434372,1912.8191529367393,1883.598419285476,1866.0863173200842,1869.2710252390905,1921.777147887769,1921.7562395180594,1921.416166942417,1923.2690442770506,1914.9476414479277,1886.402325376644,1866.4252837460929,1869.0079698153615,1879.521558291291,1886.075118410853,1871.2517006255675,1839.6501429542898,1869.5082979845192,1869.510931164435,1869.4722587346773,1869.5739744020793,1878.5024681335624,1885.9400625695578,1874.4831133596927,1840.1453643132058,1797.811288808023,1791.0884167258196,1791.0884167258196,1791.0884167258196
1925.3474755160446,1925.3474755160446,1925.3474755160446,1925.347475516092,1925.3474653495532,1925.3471964688542,1925.346330861247,1925.3560132335842,1924.9241613536012,1923.9572865537443,1922.4653782950004,1919.937146462976,1925.3413408509864,1925.3410156776617,1925.336765136311,1925.361421355176,1924.9925003705391,1924.045567028718,1922.7052145184061,1920.000788053633,1915.9184055408482,1907.5498089951366,1886.8889626631008,1864.9761056065822,1919.7885665182675,1919.7877306726637,1919.7935361706252,1919.7408916715895,1916.3254630549875,1908.7565560812004,1889.4841526640387,1865.8766429668228,1844.900364004001,1823.0855809218633,1805.9610283061797,1820.645139684555,1863.9193556072862,1863.9267949334474,1864.0565718975004,1863.5639519429324,1846.9505889990583,1825.234141118284,1805.933057831138,1819.6333287622758,1912.5045128705128,1988.490184036126,1996.5367890381883,1996.5367934195974,1822.7009351754352,1822.7416447901853,1822.7877857936542,1821.5174503004457,1902.1253934556223,1985.2648770149815,1996.5365016433525,1996.5444857530924,1996.4827730232387,1998.861673822253,2004.8017586164424,2008.3036459517666
1909.4866664953174,1909.4866664953174,1909.4866664953174,1909.4866664877704,1909.486197552499,1909.4679054327726,1909.5630870577152,1909.1784320342924,1900.9864755137369,1886.8821173314727,1863.3558624621653,1824.018170447945,1908.948729556806,1908.9439520345172,1908.8970482910418,1909.193930869594,1902.150380934678,1888.0538199213597,1867.466562198953,1825.1320010800196,1782.5125513568262,1777.6109750471783,1844.541340182333,1923.2819400413518,1821.9871852216454,1821.9880769261947,1822.3591335162664,1820.8798563285713,1785.7273866134747,1775.2786203247733,1835.1080507788834,1920.7257196313606,1968.0054945504096,1998.9564700297556,2013.581235573776,2006.4748285492578,1926.83353388813,1926.7772350206346,1926.070703505387,1929.3242014671475,1964.6580536491417,1996.4503533968896,2013.5477801723755,2006.9423127129721,1984.2314412543324,1960.9217617664651,1939.2530538851206,1919.2309107587255,2005.8911312542991,2005.8847327104613,2005.92112346404,2005.9099262335512,1986.6006620404528,1962.8502621418427,1941.8388182240747,1918.8254785225681,1902.5666785349226,1901.4636132747496,1901.4636132747496,1901.4636132747494
1803.7799201215737,1803.7799201215737,1803.7799201215737,1803.7799201215737,1803.7789851271461,1803.6290377408711,1805.0627146789461,1797.517917108722,1892.418786923216,2023.0893355935916,2107.340854862807,2154.7310117280017,1803.25764063781,1803.6885868923748,1805.353169368092,1795.7914608763717,1879.5724559394823,2012.55875326068,2100.6395458614525,2153.7722003926915,2187.4464889381948,2175.7376222102826,2104.054041649052,2019.4450493240188,2156.9826230651756,2156.9753667168598,2156.557451287119,2158.3163903481845,2185.589703901226,2179.3108408076178,2113.0799809984196,2026.512191896425,1873.310703713421,1678.5310429876117,1545.057861208165,1516.2676824132725,2015.4176802816567,2015.3273481164306,2014.8650348854667,2018.5580544211646,1891.311481612759,1695.5079212977012,1552.7610702931624,1516.0254084169976,1518.852683396775,1526.3191949559528,1536.7212715782482,1557.6637229102762,1515.4907630502244,1515.492672839136,1515.5139334091457,1515.384543589716,1518.3531514338129,1525.6321738525512,1534.9498748637716,1556.6264682677388,1603.4655884386661,1678.1089093405349,1705.4555649880574,1705.5705751819407
1765.4681662915098,1765.4681662915098,1765.4681662915098,1765.4681662915098,1765.4682951125706,1765.3997925323447,1766.196068134287,1761.7656199399235,1802.2257285549156,1849.1304411199021,1869.4789763986564,1856.0460523025204,1765.2908609478277,1765.4654917028663,1766.2485190861419,1761.2760538388138,1796.7600877555117,1845.7490791713217,1869.4855306624252,1856.91491059129,1798.0173208414694,1728.9169906955626,1669.957791052312,1615.0025005754298,1854.6015660421444,1854.5808253505625,1854.589278756786,1854.985629843039,1804.6744522152567,1734.525690368363,1676.5860665326868,1616.4068325146911,1565.7091791846046,1540.0716178152645,1607.6423123586785,1733.7785387717847,1612.3116876858032,1612.3151703891376,1612.7525408612612,1610.835250030408,1569.7594712917125,1540.4115306210074,1593.6301201050806,1733.804874612988,1828.8364624006085,1850.6809196646925,1861.5635747813446,1864.808896967023,1740.117189646294,1740.108828948472,1738.4959561252967,1747.1083030115124,1824.5777212342277,1849.3211320394541,1860.8502819081007,1864.8740603408946,1861.3041463044124,1849.3161150000226,1835.8879169601553,1834.773078026258
