,expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender
0,LookAtMe1.2,51,2,2,1,1,1,31,,-99.0,False,stim\6 F053C.jpg,2019-03-21 11:22:32,1,1
1,LookAtMe1.2,51,2,2,1,1,2,36,3.0,1.695563992485404,False,stim\5 F053C + F048C.jpg,2019-03-21 11:22:41,6,1
2,LookAtMe1.2,51,2,2,1,1,3,26,3.0,0.5217677913606167,False,stim\4 M078C.jpg,2019-03-21 11:22:50,6,0
3,LookAtMe1.2,51,2,2,1,1,4,21,3.0,0.5128366444259882,False,stim\3 M078C + M057C.jpg,2019-03-21 11:23:00,1,0
4,LookAtMe1.2,51,2,2,1,1,5,31,3.0,0.826402710750699,False,stim\6 F053C.jpg,2019-03-21 11:23:10,1,1
5,LookAtMe1.2,51,2,2,1,1,6,21,3.0,0.9552246779203416,False,stim\3 M078C + M057C.jpg,2019-03-21 11:23:19,1,0
6,LookAtMe1.2,51,2,2,1,1,7,26,2.0,0.4161480572074651,False,stim\4 M078C.jpg,2019-03-21 11:23:28,6,0
7,LookAtMe1.2,51,2,2,1,1,8,36,2.0,0.3923809416592121,False,stim\5 F053C + F048C.jpg,2019-03-21 11:23:37,6,1
8,LookAtMe1.2,51,2,2,1,1,9,21,1.0,0.3547306470572948,False,stim\3 M078C + M057C.jpg,2019-03-21 11:23:46,1,0
9,LookAtMe1.2,51,2,2,1,1,10,26,1.0,0.9115659017115832,False,stim\4 M078C.jpg,2019-03-21 11:23:55,6,0
10,LookAtMe1.2,51,2,2,1,1,11,36,1.0,0.7314928993582726,False,stim\5 F053C + F048C.jpg,2019-03-21 11:24:04,6,1
11,LookAtMe1.2,51,2,2,1,1,12,31,1.0,0.3686066176742315,False,stim\6 F053C.jpg,2019-03-21 11:24:13,1,1
12,LookAtMe1.2,51,2,2,1,1,13,26,1.0,0.53862982429564,False,stim\4 M078C.jpg,2019-03-21 11:24:23,6,0
13,LookAtMe1.2,51,2,2,1,1,14,31,1.0,-3.0809947811067104,False,stim\6 F053C.jpg,2019-03-21 11:24:32,1,1
14,LookAtMe1.2,51,2,2,1,1,15,36,1.0,0.2898347061127424,False,stim\5 F053C + F048C.jpg,2019-03-21 11:24:42,6,1
15,LookAtMe1.2,51,2,2,1,1,16,21,1.0,0.352897185832262,False,stim\3 M078C + M057C.jpg,2019-03-21 11:24:50,1,0
16,LookAtMe1.2,51,2,2,1,1,17,26,1.0,0.4144795518368482,True,stim\4 M078C.jpg,2019-03-21 11:24:59,6,0
17,LookAtMe1.2,51,2,2,1,1,18,31,1.0,0.4124168306589126,False,stim\6 F053C.jpg,2019-03-21 11:25:08,1,1
18,LookAtMe1.2,51,2,2,1,1,19,21,2.0,1.0566047932952642,False,stim\3 M078C + M057C.jpg,2019-03-21 11:25:18,1,0
19,LookAtMe1.2,51,2,2,1,1,20,36,1.0,1.3472432550042868,True,stim\5 F053C + F048C.jpg,2019-03-21 11:25:27,6,1
20,LookAtMe1.2,51,2,2,1,1,21,31,1.0,0.6695048995316029,False,stim\6 F053C.jpg,2019-03-21 11:25:36,1,1
21,LookAtMe1.2,51,2,2,1,1,22,36,3.0,1.2662911396473646,True,stim\5 F053C + F048C.jpg,2019-03-21 11:25:45,6,1
22,LookAtMe1.2,51,2,2,1,1,23,26,3.0,1.6535475794225931,True,stim\4 M078C.jpg,2019-03-21 11:25:53,6,0
23,LookAtMe1.2,51,2,2,1,1,24,21,1.0,0.4295667111873626,False,stim\3 M078C + M057C.jpg,2019-03-21 11:26:03,1,0
24,LookAtMe1.2,51,2,2,1,1,25,26,4.0,1.702205864712596,False,stim\4 M078C.jpg,2019-03-21 11:26:12,6,0
25,LookAtMe1.2,51,2,2,1,1,26,36,4.0,0.4270481783896684,True,stim\5 F053C + F048C.jpg,2019-03-21 11:26:22,6,1
26,LookAtMe1.2,51,2,2,1,1,27,31,1.0,0.5544221866875887,False,stim\6 F053C.jpg,2019-03-21 11:26:31,1,1
27,LookAtMe1.2,51,2,2,1,1,28,21,1.0,0.343062225729227,False,stim\3 M078C + M057C.jpg,2019-03-21 11:26:40,1,0
28,LookAtMe1.2,51,2,2,1,1,29,31,1.0,0.5237722229212523,False,stim\6 F053C.jpg,2019-03-21 11:26:49,1,1
29,LookAtMe1.2,51,2,2,1,1,30,21,1.0,0.4125739745795727,False,stim\3 M078C + M057C.jpg,2019-03-21 11:26:58,1,0
30,LookAtMe1.2,51,2,2,1,1,31,26,,-99.0,True,stim\4 M078C.jpg,2019-03-21 11:27:07,6,0
31,LookAtMe1.2,51,2,2,1,1,32,36,5.0,0.5456809345632792,False,stim\5 F053C + F048C.jpg,2019-03-21 11:27:17,6,1
32,LookAtMe1.2,51,2,2,1,1,33,21,1.0,0.6318630166351795,False,stim\3 M078C + M057C.jpg,2019-03-21 11:27:25,1,0
33,LookAtMe1.2,51,2,2,1,1,34,36,5.0,0.5519478227943182,True,stim\5 F053C + F048C.jpg,2019-03-21 11:27:34,6,1
34,LookAtMe1.2,51,2,2,1,1,35,26,4.0,1.0158797968178988,True,stim\4 M078C.jpg,2019-03-21 11:27:42,6,0
35,LookAtMe1.2,51,2,2,1,1,36,31,1.0,0.6650639623403549,False,stim\6 F053C.jpg,2019-03-21 11:27:50,1,1
36,LookAtMe1.2,51,2,2,1,1,37,36,,-99.0,False,stim\5 F053C + F048C.jpg,2019-03-21 11:28:00,6,1
37,LookAtMe1.2,51,2,2,1,1,38,31,1.0,0.3573750779032707,False,stim\6 F053C.jpg,2019-03-21 11:28:09,1,1
38,LookAtMe1.2,51,2,2,1,1,39,26,4.0,0.3271190300583839,True,stim\4 M078C.jpg,2019-03-21 11:28:18,6,0
39,LookAtMe1.2,51,2,2,1,1,40,21,1.0,0.6059256121516228,False,stim\3 M078C + M057C.jpg,2019-03-21 11:28:27,1,0
40,LookAtMe1.2,51,2,2,1,1,41,26,4.0,0.3378142304718494,False,stim\4 M078C.jpg,2019-03-21 11:28:37,6,0
41,LookAtMe1.2,51,2,2,1,1,42,31,,-99.0,False,stim\6 F053C.jpg,2019-03-21 11:28:46,1,1
42,LookAtMe1.2,51,2,2,1,1,43,36,4.0,0.3514203783124685,True,stim\5 F053C + F048C.jpg,2019-03-21 11:28:56,6,1
43,LookAtMe1.2,51,2,2,1,1,44,21,1.0,0.3817401248961687,False,stim\3 M078C + M057C.jpg,2019-03-21 11:29:04,1,0
44,LookAtMe1.2,51,2,2,1,1,45,26,4.0,0.5474963709712029,True,stim\4 M078C.jpg,2019-03-21 11:29:12,6,0
45,LookAtMe1.2,51,2,2,1,1,46,21,1.0,0.7460130732506514,False,stim\3 M078C + M057C.jpg,2019-03-21 11:29:21,1,0
46,LookAtMe1.2,51,2,2,1,1,47,36,4.0,1.483595583587885,True,stim\5 F053C + F048C.jpg,2019-03-21 11:29:29,6,1
47,LookAtMe1.2,51,2,2,1,1,48,31,1.0,1.8190451208502052,False,stim\6 F053C.jpg,2019-03-21 11:29:37,1,1
48,LookAtMe1.2,51,2,2,1,2,49,22,,-99.0,False,stim\morph\3&4 20.jpg,2019-03-21 11:34:20,2,0
49,LookAtMe1.2,51,2,2,1,2,50,26,3.0,0.3971223458647728,True,stim\4 M078C.jpg,2019-03-21 11:34:29,6,0
50,LookAtMe1.2,51,2,2,1,2,51,25,3.0,1.145866084843874,False,stim\morph\3&4 80.jpg,2019-03-21 11:34:37,5,0
51,LookAtMe1.2,51,2,2,1,2,52,24,2.0,0.3832367621362209,False,stim\morph\3&4 60.jpg,2019-03-21 11:34:46,4,0
52,LookAtMe1.2,51,2,2,1,2,53,26,4.0,1.4365946855396032,False,stim\4 M078C.jpg,2019-03-21 11:34:55,6,0
53,LookAtMe1.2,51,2,2,1,2,54,33,1.0,1.6179029159247875,False,stim\morph\5&6 60.jpg,2019-03-21 11:35:04,3,1
54,LookAtMe1.2,51,2,2,1,2,55,35,3.0,1.5976092256605623,False,stim\morph\5&6 20.jpg,2019-03-21 11:35:13,5,1
55,LookAtMe1.2,51,2,2,1,2,56,23,3.0,0.7283082250505686,False,stim\morph\3&4 40.jpg,2019-03-21 11:35:22,3,0
56,LookAtMe1.2,51,2,2,1,2,57,31,1.0,0.4179042987525463,False,stim\6 F053C.jpg,2019-03-21 11:35:31,1,1
57,LookAtMe1.2,51,2,2,1,2,58,36,3.0,0.4008190203458071,True,stim\5 F053C + F048C.jpg,2019-03-21 11:35:41,6,1
58,LookAtMe1.2,51,2,2,1,2,59,21,1.0,0.4103658273816108,False,stim\3 M078C + M057C.jpg,2019-03-21 11:35:49,1,0
59,LookAtMe1.2,51,2,2,1,2,60,32,4.0,0.528901532292366,False,stim\morph\5&6 80.jpg,2019-03-21 11:35:58,2,1
60,LookAtMe1.2,51,2,2,1,2,61,36,3.0,0.3585925791412592,False,stim\5 F053C + F048C.jpg,2019-03-21 11:36:06,6,1
61,LookAtMe1.2,51,2,2,1,2,62,34,1.0,0.395779550075531,False,stim\morph\5&6 40.jpg,2019-03-21 11:36:16,4,1
62,LookAtMe1.2,51,2,2,1,2,63,26,4.0,1.6680476237088442,False,stim\4 M078C.jpg,2019-03-21 11:36:25,6,0
63,LookAtMe1.2,51,2,2,1,2,64,25,1.0,0.6231031380593777,False,stim\morph\3&4 80.jpg,2019-03-21 11:36:33,5,0
64,LookAtMe1.2,51,2,2,1,2,65,35,1.0,1.356758814305067,False,stim\morph\5&6 20.jpg,2019-03-21 11:36:43,5,1
65,LookAtMe1.2,51,2,2,1,2,66,36,4.0,0.5437029469758272,True,stim\5 F053C + F048C.jpg,2019-03-21 11:36:53,6,1
66,LookAtMe1.2,51,2,2,1,2,67,23,4.0,1.7195152956992388,False,stim\morph\3&4 40.jpg,2019-03-21 11:37:03,3,0
67,LookAtMe1.2,51,2,2,1,2,68,26,1.0,1.4316790103912354,True,stim\4 M078C.jpg,2019-03-21 11:37:13,6,0
68,LookAtMe1.2,51,2,2,1,2,69,32,4.0,0.3826844990253448,False,stim\morph\5&6 80.jpg,2019-03-21 11:37:22,2,1
69,LookAtMe1.2,51,2,2,1,2,70,22,4.0,0.4154374469071626,False,stim\morph\3&4 20.jpg,2019-03-21 11:37:31,2,0
70,LookAtMe1.2,51,2,2,1,2,71,36,1.0,0.4014818537980318,False,stim\5 F053C + F048C.jpg,2019-03-21 11:37:41,6,1
71,LookAtMe1.2,51,2,2,1,2,72,34,1.0,0.4964938256889581,False,stim\morph\5&6 40.jpg,2019-03-21 11:37:50,4,1
72,LookAtMe1.2,51,2,2,1,2,73,31,1.0,0.4901488162577152,False,stim\6 F053C.jpg,2019-03-21 11:37:59,1,1
73,LookAtMe1.2,51,2,2,1,2,74,21,1.0,0.4753380883485079,False,stim\3 M078C + M057C.jpg,2019-03-21 11:38:09,1,0
74,LookAtMe1.2,51,2,2,1,2,75,24,,-99.0,False,stim\morph\3&4 60.jpg,2019-03-21 11:38:17,4,0
75,LookAtMe1.2,51,2,2,1,2,76,33,1.0,0.3374605774879455,False,stim\morph\5&6 60.jpg,2019-03-21 11:38:25,3,1
76,LookAtMe1.2,51,2,2,1,2,77,24,2.0,0.773029763251543,False,stim\morph\3&4 60.jpg,2019-03-21 11:38:35,4,0
