,expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender
0,LookAtMe,10,2,2,2,1,1,31,3,1.24936030106619,False,stim\5 F053C + F048C.jpg,2018-12-21 18:50:47,1,1
1,LookAtMe,10,2,2,2,1,2,36,3,1.2380106775090098,False,stim\6 F053C.jpg,2018-12-21 18:50:55,6,1
2,LookAtMe,10,2,2,2,1,3,26,4,0.6007710641715676,False,stim\4 M078C.jpg,2018-12-21 18:51:05,6,0
3,LookAtMe,10,2,2,2,1,4,21,3,1.0518543757498264,False,stim\3 M078C + M057C.jpg,2018-12-21 18:51:15,1,0
4,LookAtMe,10,2,2,2,1,5,31,1,0.6070478660985827,False,stim\5 F053C + F048C.jpg,2018-12-21 18:51:24,1,1
5,LookAtMe,10,2,2,2,1,6,21,2,1.2164583213161675,False,stim\3 M078C + M057C.jpg,2018-12-21 18:51:33,1,0
6,LookAtMe,10,2,2,2,1,7,26,3,0.7425937342923135,False,stim\4 M078C.jpg,2018-12-21 18:51:43,6,0
7,LookAtMe,10,2,2,2,1,8,36,3,0.9754829141311347,False,stim\6 F053C.jpg,2018-12-21 18:51:52,6,1
8,LookAtMe,10,2,2,2,1,9,21,2,0.8803744928445667,False,stim\3 M078C + M057C.jpg,2018-12-21 18:52:01,1,0
9,LookAtMe,10,2,2,2,1,10,26,4,1.201250673038885,False,stim\4 M078C.jpg,2018-12-21 18:52:11,6,0
10,LookAtMe,10,2,2,2,1,11,36,2,0.4698058487847447,False,stim\6 F053C.jpg,2018-12-21 18:52:21,6,1
11,LookAtMe,10,2,2,2,1,12,31,1,0.344669135287404,False,stim\5 F053C + F048C.jpg,2018-12-21 18:52:31,1,1
12,LookAtMe,10,2,2,2,1,13,26,2,1.38860704889521,False,stim\4 M078C.jpg,2018-12-21 18:52:41,6,0
13,LookAtMe,10,2,2,2,1,14,31,1,1.187410159735009,False,stim\5 F053C + F048C.jpg,2018-12-21 18:52:49,1,1
14,LookAtMe,10,2,2,2,1,15,36,3,0.8556494822259992,False,stim\6 F053C.jpg,2018-12-21 18:52:58,6,1
15,LookAtMe,10,2,2,2,1,16,21,3,0.7692588744685054,False,stim\3 M078C + M057C.jpg,2018-12-21 18:53:07,1,0
16,LookAtMe,10,2,2,2,1,17,26,2,0.8595405584201217,True,stim\4 M078C.jpg,2018-12-21 18:53:15,6,0
17,LookAtMe,10,2,2,2,1,18,31,1,1.5570047185756266,False,stim\5 F053C + F048C.jpg,2018-12-21 18:53:24,1,1
18,LookAtMe,10,2,2,2,1,19,21,3,0.3293551211245358,False,stim\3 M078C + M057C.jpg,2018-12-21 18:53:33,1,0
19,LookAtMe,10,2,2,2,1,20,36,3,0.5255128408316523,True,stim\6 F053C.jpg,2018-12-21 18:53:42,6,1
20,LookAtMe,10,2,2,2,1,21,31,2,0.8552363370545208,False,stim\5 F053C + F048C.jpg,2018-12-21 18:53:50,1,1
21,LookAtMe,10,2,2,2,1,22,36,4,0.3009872215334326,True,stim\6 F053C.jpg,2018-12-21 18:54:00,6,1
22,LookAtMe,10,2,2,2,1,23,26,5,1.3725262370426208,True,stim\4 M078C.jpg,2018-12-21 18:54:10,6,0
23,LookAtMe,10,2,2,2,1,24,21,4,1.0752224675379694,False,stim\3 M078C + M057C.jpg,2018-12-21 18:54:19,1,0
24,LookAtMe,10,2,2,2,1,25,26,3,0.3910531688015908,False,stim\4 M078C.jpg,2018-12-21 18:54:28,6,0
25,LookAtMe,10,2,2,2,1,26,36,4,0.7602850610855967,True,stim\6 F053C.jpg,2018-12-21 18:54:38,6,1
26,LookAtMe,10,2,2,2,1,27,31,2,0.8688734327442944,False,stim\5 F053C + F048C.jpg,2018-12-21 18:54:47,1,1
27,LookAtMe,10,2,2,2,1,28,21,4,0.7754945124033839,False,stim\3 M078C + M057C.jpg,2018-12-21 18:54:56,1,0
28,LookAtMe,10,2,2,2,1,29,31,1,0.810772302094847,False,stim\5 F053C + F048C.jpg,2018-12-21 18:55:05,1,1
29,LookAtMe,10,2,2,2,1,30,21,3,0.4725022595375776,False,stim\3 M078C + M057C.jpg,2018-12-21 18:55:14,1,0
30,LookAtMe,10,2,2,2,1,31,26,4,0.7989764816593379,True,stim\4 M078C.jpg,2018-12-21 18:55:23,6,0
31,LookAtMe,10,2,2,2,1,32,36,3,1.360049253096804,False,stim\6 F053C.jpg,2018-12-21 18:55:31,6,1
32,LookAtMe,10,2,2,2,1,33,21,2,0.8570830209646374,False,stim\3 M078C + M057C.jpg,2018-12-21 18:55:39,1,0
33,LookAtMe,10,2,2,2,1,34,36,4,0.4636390185914933,True,stim\6 F053C.jpg,2018-12-21 18:55:49,6,1
34,LookAtMe,10,2,2,2,1,35,26,5,0.4009151691570878,True,stim\4 M078C.jpg,2018-12-21 18:55:59,6,0
35,LookAtMe,10,2,2,2,1,36,31,2,0.8600089901592582,False,stim\5 F053C + F048C.jpg,2018-12-21 18:56:09,1,1
36,LookAtMe,10,2,2,2,1,37,36,2,0.7814726477954537,False,stim\6 F053C.jpg,2018-12-21 18:56:18,6,1
37,LookAtMe,10,2,2,2,1,38,31,2,0.7258777306415141,False,stim\5 F053C + F048C.jpg,2018-12-21 18:56:28,1,1
38,LookAtMe,10,2,2,2,1,39,26,4,0.8327597377356142,True,stim\4 M078C.jpg,2018-12-21 18:56:36,6,0
39,LookAtMe,10,2,2,2,1,40,21,3,0.4908465058542788,False,stim\3 M078C + M057C.jpg,2018-12-21 18:56:46,1,0
