0,1,2,3,4,5,6,7,8,9,10,11
36.40250787082171,36.37313318023442,36.221879479717,36.97149701550101,41.40823503266832,42.876247448709144,41.351448271066324,41.2519448944587,41.16190137497453,42.01219887639817,36.479513096319515,33.950506188678936
38.03543937979243,38.03357288023196,37.85277987376916,38.68154695017271,36.23382574903301,34.666454397432645,37.28188387995776,37.2555538141197,37.53741122385326,36.386602335159154,35.6746778306961,36.64541453926327
36.95224208644859,36.96470204852504,36.744194396749116,37.59871764549049,38.1413334982076,37.81055605445128,37.90481983138743,37.824542605514935,37.822198779135505,37.649397978342066,36.84122975898771,38.01784630405711
36.50456399651955,36.518361534130904,36.47312881481977,36.09669829101171,37.30079845223577,39.12414951609586,35.581998382831586,35.54604811943241,35.31951359792507,36.39471502292535,38.91063015147793,39.18451821207049
37.77917877150428,37.75952441589575,37.96520227554662,37.37039873012476,36.52244087998001,36.10054634158488,37.64048346034547,37.60369683089117,37.680057396621535,37.214644803915334,34.42532332247761,34.50702782614563
34.52474443226919,34.486431084511196,34.25109072448446,35.399633278763275,37.804890615694944,37.56634583198906,39.20588440883924,39.195928423663574,39.32775377871941,38.72783759690687,36.73879074137773,36.77784131203389
35.342961184791385,35.31974864387061,35.233571252120285,35.63101714660334,37.38146299372435,37.64745652922504,37.625895630948214,37.61561279701736,37.52422959833216,38.14333801171446,34.36834170767735,31.706024999421242
32.77055800591875,32.758125700249195,32.60360339073547,33.1967666250976,37.98688956231851,39.40385734366477,38.05200998754291,38.009697685187945,37.88267349011056,38.1981464639355,37.98156222572673,38.30478486621199
37.751853726721635,37.74813514241444,37.53466045948416,39.004418378090506,39.7405400051558,37.84074493063839,41.79695088702459,41.849533944773555,42.25435686177556,40.32036621858302,41.35275500469621,43.36086606918488
34.97025625305649,35.06488029979569,35.05167840013881,35.02181871998489,34.43975510604113,33.30201429252833,35.56974099387785,35.626504011516104,35.650056621183936,35.345702438783796,33.64906164413795,33.002018194802204
33.143649705673795,33.1569637515193,32.906648466714266,33.80165926180633,35.592423604269094,35.48463014841417,36.75611791566861,36.7651044432019,36.74694394615271,36.61031009598296,34.2413307589238,33.68936384995949
34.27126325683294,34.26532075544044,34.233373001558405,34.38781480745645,35.7222271834125,35.942214825474274,35.57950495991053,35.54306521110249,35.46073540124725,35.544052947135135,35.66347071301441,36.29810843312492
35.1661572824167,35.14998892981617,35.1596318769417,35.19557260962012,34.547216648398816,34.35788661266021,33.831901328686996,33.81563842533717,33.73314665037478,34.202466173574216,32.935830653960295,31.70236593308413
33.96477259515609,33.90467315827147,33.936384624458896,33.85847726729267,35.013914745560285,35.800446592586596,33.90254487862135,33.87577030786363,33.71493448431307,34.333071425186475,35.61394628931518,35.988803072797985
35.69041047807238,35.71178933805345,35.71982348921992,35.34870488475421,32.94693684675655,32.48969423559346,32.963304065381486,32.95411950546721,32.949714983530896,32.823166567348,33.89584675370335,34.385473065716695
33.23925033390922,33.19083132369408,33.259090097987894,33.053997675050226,32.42723635242129,32.50746084983507,32.52917610827804,32.59386353520558,32.64605457783026,32.234105843236684,35.55926049445247,36.994551240942926
34.44030957644813,34.43172895963654,34.07044953994507,35.469177526624584,36.25450390055332,35.46142291932266,37.577748843947504,37.521261100314774,37.541538063088844,37.21029924531949,32.49214024565879,31.647040660205974
35.52013993854737,35.552862657319345,35.594230986432486,35.18960245174006,37.251585643684635,38.44202463808671,37.516575489534475,37.46965027462188,37.40462879990824,37.79850899279709,35.621862078146904,34.401475033984966
