0,1,2,3,4,5,6,7,8,9,10,11
31.196141756783103,31.204006318792906,31.07286990672012,31.726665811310024,31.8717553854576,31.0551198924325,33.21368226418463,33.20621410080499,33.38885979189685,32.30699795362948,31.8269575386269,33.259198673802004
31.467739935617082,31.471883000338792,31.473203191871512,31.479968763695236,32.60183199035115,32.92129875685982,32.62174110990508,32.60972633104673,32.57576430151849,32.555497831932,32.84166411811876,33.524012453451725
33.205236773928135,33.24542183400733,33.29619125682862,32.98833261065663,33.47865902061027,33.63551619391992,33.172002831652264,33.13575321265078,33.03850184323551,33.20331018599832,33.05771161208639,33.808878311775636
31.202452581674383,31.21247974206085,31.162218582696802,31.509511035931414,32.69473701230117,32.55580517760012,32.873390833333055,32.83158823582714,32.857275298137665,32.571810780631,31.893714675579847,32.98549015907021
31.586844245644105,31.609298932849377,31.581366163120396,31.641995535674692,32.242917372736905,32.31559816474682,32.25731155011624,32.25316678660461,32.19550320706168,32.20777837728823,31.946949485887362,32.431191734371275
30.766887628313153,30.749683934438316,30.76849643500587,30.745862032471628,31.95787987762175,32.29119037767238,32.175319193634415,32.142472119346316,32.13208026228861,32.08469173731557,31.63616811526959,31.89268851354228
32.29632102660795,32.295854612513,32.10954819961188,33.054431703749565,32.50636201725792,31.197897054563747,33.28639071815976,33.30442049734174,33.43447555707372,32.73686712575773,32.14860789894941,32.77736216882858
31.072768324164752,31.05047999064264,30.97169960470211,31.341742931040486,32.35919767170813,32.577319031984665,32.90479883116348,32.879967308631635,32.91584439228167,32.90501353595632,30.573854341380326,29.531860150887645
32.16825656973714,32.141247099904234,32.05123046864925,32.44112791933012,32.13894504269784,31.9157739448014,32.09102025695276,32.08809096410649,32.07875022178652,32.13278768353622,31.31510831287882,30.886623209490594
33.590585746825944,33.604986582995075,33.60651226078395,33.362675502033724,31.980361767283902,31.806908306839865,32.148770237336485,32.123847972290605,32.105841864606745,32.041242735166996,31.176660213704817,31.401552561307913
31.254263758976975,31.235117663066596,31.172691002719215,31.438990824256628,31.943299328008493,32.010030044390696,32.38023136500618,32.35490914123385,32.351621020529336,32.47874910119994,29.866464532457183,28.64254886632542
31.421660146117432,31.417837411657008,31.345475535866104,31.63339059262461,31.230932204570344,30.967348388233994,30.65871303706205,30.657726022808728,30.585501333702474,30.78586115505442,31.283726389399337,31.57812850721463
30.334829048981582,30.341682587234587,30.350607230389443,30.470745251722796,31.823709918716276,31.85715925909489,31.725643788893485,31.726101600495053,31.659964244462056,31.83726309737127,31.17108598291703,31.179558351986273
31.096651546974677,31.08879036523071,31.103029645493386,30.91616395387358,31.818103504244977,32.61756414591079,31.554448495556425,31.553631222243396,31.473117792184343,31.79229020551795,31.76607579328242,31.644854370948288
30.988599632935866,30.96666060908026,30.803899222935375,31.45040924048652,31.36032613242164,31.255085660316155,30.935714077528267,30.933440257218045,30.933712811909203,31.06899360327731,31.21179155707241,31.10821741134228
30.415179742195868,30.450429939609137,30.333460998444977,30.914058568072797,31.022519818498786,30.06379174774425,31.785434733957956,31.81046592672207,31.918705060344685,31.328141322870174,31.342265001306394,31.481241936334612
30.772113153541127,30.77947436498679,30.715335609891962,30.992767914047036,31.18536602762654,30.59349502394992,32.54804621820027,32.53979176621987,32.568481512952594,32.2635752510824,28.399822616419108,27.421710315225432
31.96280922129968,31.968950555100676,31.908438512521617,32.22651316976704,32.350543844639965,31.693976954815987,33.09000613506848,33.08328894265953,33.10226786379755,32.77155005209586,31.53475430638096,32.029754404563306
32.29970600055628,32.31898892053028,32.24201320845085,32.4511100919916,32.89017810151587,32.974223647485715,33.05109372455624,32.9974572620091,33.03646449226789,32.7643532544894,32.66245976608249,33.487393404257155
