0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
13.327598982543481,13.327176388902632,13.322783225513117,13.330532519567848,13.732451798799033,14.0892979412759,14.131215702368038,14.982610528156684,15.22349231842143,15.358902011927492,14.54178045165702,14.721341835969254,14.577973906444303,14.371136596369098,15.203368806568035,15.203694461620529,15.229003799255405,15.095338857969573,14.48858846381894,14.791510656720593,14.40619116875952,13.425479789811405,13.621245682034408,14.696375974139439,15.673639000705878,16.007851833191324,16.114048920488518,16.117089613990103
14.50816717743976,14.507716149414073,14.516717486792507,14.46972797482133,14.206193319289776,14.98643073970873,14.938234497513099,14.88236500273105,14.300352007517342,14.2055118236054,14.446006170154375,14.415957339836632,14.085333568822858,13.864412732999089,14.410127510741221,14.408817402754357,14.38671228489544,14.500335515644906,14.387109128124289,14.407339605515096,13.96274665142431,13.954623036857942,14.151019219667845,14.07956185773433,14.50220115798523,14.830409776614534,15.373918506502886,15.656270005636374
13.682210624214946,13.682826062707536,13.690726804203305,13.634193340880167,14.130893258263377,14.556902019308671,14.350225588839848,13.966179984005922,14.115392149156156,14.90760327646883,15.004881148799786,15.07334938831668,16.140841003701375,16.499411155676974,15.04262777044943,15.042645028226625,15.040743937093747,15.060403550992527,14.94646487931669,15.301561976173904,16.366258677550174,16.191584448120825,16.29387143388917,15.620828561334296,14.045508109635822,14.98124571163754,15.81874768534383,15.750201902003713
14.68145717566604,14.681306370825668,14.675051568213327,14.709709336665453,14.701880593771198,14.591161502313758,14.874244109750137,15.775139370739598,15.944959640222368,15.69455072260969,15.195337412154116,14.700526459400724,15.159036892926563,15.381996320680198,15.568641876449359,15.568923248435318,15.580100384965041,15.531727993870497,15.041010635383499,14.758504834737561,15.177114834746122,15.066505101675682,16.14624771781455,16.853083184960397,16.247056789711795,16.141534108285228,16.89645628978966,17.11753314417999
15.446723978922618,15.44443366994887,15.403003212037639,15.61578269570377,15.39996284561074,14.743008300599051,14.85199723679671,14.918322530083616,14.406218875493746,13.802242644855532,13.484246081393179,13.44216959332104,13.387287707145251,13.420651000547894,13.6336889805786,13.63378615551446,13.641836731575648,13.597414472215196,13.483040094477175,13.405420124115967,13.404514545867755,13.388318024111857,13.901804036508977,15.190495336025954,15.856276470700328,15.921973994947642,16.21378663369919,16.306580566259754
13.760486650403585,13.761931957987057,13.75753038894899,13.766187474828925,14.999261358953193,15.824746836033666,15.536738185861001,14.534176589614562,14.85163793501459,14.578768781502195,14.152463526544562,14.272701961768352,14.344807093161634,14.291912740231169,14.341361002902415,14.34185282550186,14.354727832919925,14.294299060611028,14.146236417268138,14.338430947163754,14.26445012764437,14.128035603301907,14.68748978489973,14.993914220247673,14.70088423977963,15.20417714892281,16.270947373084905,16.46044228175748
13.732806816383672,13.73352455614849,13.734065569238066,13.720877024125741,14.312937310602273,14.654185059608677,14.439860585764517,14.70390003665247,14.501099696754405,15.853110229008978,17.060598964975124,16.975567324745178,17.02835827381101,17.000477644803343,16.48907540363014,16.488113228782424,16.45416574664008,16.623963414659812,17.0741427433011,16.993581121121615,17.032080350712263,15.283451421733924,14.54506527307242,14.895321117536817,15.02719062749708,14.865381710259939,15.164780445139876,15.423909461531316
13.940747296634363,13.940056028472018,13.937931514892426,13.939114053510728,13.783451449140507,14.07538895764613,13.605548906020115,12.785001912248758,12.812204182329797,13.211505219313372,13.551772207944875,14.009561078351133,13.289694325299173,13.025928177912427,13.337466061808943,13.33781297421639,13.344006376527888,13.291756507009094,13.744667624945448,13.879552762754223,13.15541691636372,13.4557869716764,13.80621566770089,13.682207603364114,13.714318730394176,13.800331620041849,14.402986447652623,14.681343175563716
15.266996434249489,15.266485022659364,15.26547270690701,15.239372246657906,15.70267355340204,16.339649447589675,15.573439273972632,15.333596963943366,14.597509788770003,13.807000448564661,13.412398534332212,14.283071774288544,14.133883227691669,13.918247129977594,13.586279369549887,13.586695078929427,13.607108767767125,13.48739498779373,13.582818151635252,14.371360377964631,14.032117818648866,13.930918678169316,14.425213209038393,15.06027185672462,14.468225242930005,13.838526937354517,13.703821387635482,13.766556242838567
13.467482980135346,13.467738791392932,13.450829164212244,13.543026942774006,14.02778350529876,13.881054076721322,14.12424220580504,14.913628186841295,15.590418331178121,15.154450366588769,15.409644366567733,14.966455806387387,14.734135449719606,14.737645465168736,15.103281714346027,15.1037634610331,15.093559674334113,15.158260868429032,15.372551199330989,14.84995387470262,14.732686452068045,14.895022539873636,14.32784135485965,13.784469550389284,14.729665477014946,15.259699376871232,15.96662083265814,16.194108342053983
13.00123065478711,13.001332775853792,13.002264488296182,12.997200523349314,13.099362281155816,13.491862847718473,13.464601345729795,13.625068718665057,14.76467648781603,14.561239409291819,13.87913913255264,13.592585957459267,14.55204492267156,15.059426104560194,14.324769732257401,14.32369146781533,14.326103255816832,14.32021814913105,13.728659363520775,13.69507670138367,14.936486916413159,15.458108017732798,14.744156440752732,13.794724095243643,13.498584721965864,13.299966708086629,12.921156852772933,12.731691246405429
15.044914945056135,15.044356198159951,15.034429514342895,15.077118826041351,15.140594083193022,15.182597512087039,15.6281498363078,15.960165263783624,16.54922718805944,17.32643131710101,17.431462168430564,17.919417287840904,16.473510569075486,15.694411796613707,17.435775231596935,17.435629315826944,17.439548005647573,17.402165179355514,17.561638900510275,17.783345932089837,15.970450491644904,15.632596211298978,16.058306499002782,15.224149703920979,14.834705863453134,15.85603121642164,15.74971286753926,15.501952330271092
15.33453760529801,15.334195692065954,15.332784681139845,15.34319202648091,14.85920810678563,13.83719442864949,13.59629288125847,13.438796834529446,13.613789890179458,14.242131100224457,14.942801222051553,14.734089979185924,14.671003024235608,14.959023537519645,14.433240288364622,14.434340862729414,14.435036138775779,14.422221480590464,15.075268219530324,14.540402730897352,14.87290410450671,15.840075615182986,15.504375496380105,14.253311147239526,13.049742685746493,12.833662683789967,13.2703825746237,13.432375640876725
13.699708845794392,13.70015264413961,13.70188513297796,13.680201902766482,14.18385261870895,14.765135699484118,14.86092113585204,14.70056092340031,14.582598737442181,15.315726262068019,15.176060455958396,14.22809159401618,14.325620865059463,14.48009992377007,15.423577681640925,15.423131551855226,15.412960226460374,15.483595651868042,14.921359690159978,14.161015152246616,14.364889191442263,15.217443295655524,14.874836225736539,15.007410566963314,15.736522331257751,15.824205677446997,14.654026930942166,14.259120545541398
13.407260536204426,13.406908700736823,13.411127789629663,13.379599061728609,13.376680696827966,14.09173737435761,14.584762890365583,14.735829805778977,14.316013768293246,13.422244592496748,12.737781303305479,12.884579226315138,13.155620905896168,13.232233522903577,13.080509902072482,13.08084259512471,13.097330176429022,13.017892061506162,12.714791313598877,12.954751858011557,13.250077888131234,13.45602306101863,12.826163848639478,12.682102372869247,13.08366529087084,13.48055065568451,13.733756867129788,13.782324627654809
12.864394851652262,12.864596328090895,12.864846135894751,12.859048370396351,13.1710814659355,13.643737523975652,14.327613436555277,14.039809971515322,13.859253278940601,14.09375731169376,14.260255647189652,14.20985816544264,14.295870314575623,14.331186874792486,14.181840856242946,14.181630970306399,14.173998990337095,14.215958490669252,14.24148792124872,14.229589020011478,14.289104841189026,14.67874300536759,14.904772485889803,14.84026155017089,13.49325456824811,13.376748811426465,13.94740104362241,14.152795324142165
12.904838054616377,12.90496713170295,12.907714825283065,12.89209615538812,12.908974461985508,13.072252781823757,12.848567129299218,12.646878822327764,12.65607963649655,12.72300127191862,13.039917030551521,12.783963667009521,12.47714820138449,12.462976635790984,12.822545909196684,12.822739021629987,12.818127119206085,12.838222410619798,13.058235671485484,12.655542651858775,12.46530502372293,12.706379940166348,12.755724211964601,12.260389375018196,12.771721793930844,13.648151914512274,14.306161299292654,14.520870173323559
13.289159601597657,13.289224931443622,13.289986788271996,13.27882740520832,13.473050672684181,13.467323389274267,13.27724575385539,13.452006009098913,13.519631892507881,13.762813938395274,13.530605836686927,14.099087975335959,14.485864111723354,14.333379513300121,13.789744659605573,13.789057950560299,13.786027345601106,13.80710500769544,13.50070904990301,14.359331192970892,14.39029168330027,14.050825245851208,13.918016032096993,14.18766986416174,15.236147729747755,16.489241514795186,16.54184841624738,16.382970468475996
14.408419042452639,14.40837252653727,14.399566227160161,14.433182320989099,15.051514508816798,15.407856491641542,15.112104820058793,14.78187511649986,14.942418143803847,15.299890612559746,15.824948842193253,16.012060561582334,16.39843881505877,16.55649014660645,15.459926851481281,15.460047309606,15.452917270355961,15.486225255638775,15.908278996811491,16.08052470848209,16.483099222192624,16.150983917871176,16.392320975573714,16.605406581238224,16.21059771480301,15.131394918985258,14.554314696366497,14.512825940424886
13.465066723720692,13.465060633555433,13.463002207068941,13.460971649199347,13.864759286579586,14.604259444509816,13.993652603112219,14.161547916828145,14.841260355838472,15.047345945941371,14.504267724980554,15.10650691810541,15.576004282062804,15.495138284172288,14.934820169332532,14.934301867552488,14.94435619180354,14.89259526413603,14.49117151354629,15.366490340025543,15.49177519776649,15.4500792910458,15.947279346799473,16.740781689490124,16.849498076482792,15.74757320642054,16.105468884368417,16.457276168923975
