subject,k,fold,feature,train,test
27,20,2,gaze,0.4606741573033708,0.5652173913043478
27,23,0,gaze,0.6741573033707865,0.782608695652174
27,23,1,gaze,0.3707865168539326,0.5217391304347826
27,23,2,gaze,0.5393258426966292,0.5652173913043478
28,2,0,gaze,0.6179775280898876,0.7391304347826086
28,2,1,gaze,0.4157303370786517,0.391304347826087
28,2,2,gaze,0.4157303370786517,0.30434782608695654
28,6,0,gaze,0.4943820224719101,0.391304347826087
28,6,1,gaze,0.5730337078651685,0.6521739130434783
28,6,2,gaze,0.3707865168539326,0.2608695652173913
28,10,0,gaze,0.5617977528089888,0.4782608695652174
28,10,1,gaze,0.6067415730337079,0.6086956521739131
28,10,2,gaze,0.4943820224719101,0.43478260869565216
28,12,0,gaze,0.5168539325842697,0.43478260869565216
28,12,1,gaze,0.5955056179775281,0.6086956521739131
28,12,2,gaze,0.5280898876404494,0.30434782608695654
28,15,0,gaze,0.5280898876404494,0.30434782608695654
28,15,1,gaze,0.47191011235955055,0.43478260869565216
28,15,2,gaze,0.5617977528089888,0.6086956521739131
28,20,0,gaze,0.5842696629213483,0.4782608695652174
28,20,1,gaze,0.550561797752809,0.6956521739130435
28,20,2,gaze,0.6741573033707865,0.6521739130434783
28,23,0,gaze,0.6404494382022472,0.7391304347826086
28,23,1,gaze,0.4044943820224719,0.2608695652173913
28,23,2,gaze,0.42696629213483145,0.391304347826087
31,2,0,gaze,0.4044943820224719,0.21739130434782608
31,2,1,gaze,0.6629213483146067,0.5217391304347826
31,2,2,gaze,0.6067415730337079,0.6521739130434783
31,6,0,gaze,0.5056179775280899,0.34782608695652173
31,6,1,gaze,0.5730337078651685,0.43478260869565216
31,6,2,gaze,0.48314606741573035,0.43478260869565216
31,10,0,gaze,0.4157303370786517,0.5217391304347826
31,10,1,gaze,0.5842696629213483,0.5652173913043478
31,10,2,gaze,0.39325842696629215,0.30434782608695654
31,12,0,gaze,0.449438202247191,0.43478260869565216
31,12,1,gaze,0.5955056179775281,0.6521739130434783
31,12,2,gaze,0.47191011235955055,0.30434782608695654
31,15,0,gaze,0.6179775280898876,0.4782608695652174
31,15,1,gaze,0.5955056179775281,0.6086956521739131
31,15,2,gaze,0.4943820224719101,0.5652173913043478
31,20,0,gaze,0.5617977528089888,0.6086956521739131
31,20,1,gaze,0.5617977528089888,0.6086956521739131
31,20,2,gaze,0.38202247191011235,0.43478260869565216
31,23,0,gaze,0.5617977528089888,0.6521739130434783
31,23,1,gaze,0.550561797752809,0.43478260869565216
31,23,2,gaze,0.5955056179775281,0.6086956521739131
32,2,0,gaze,0.449438202247191,0.391304347826087
32,2,1,gaze,0.4044943820224719,0.5652173913043478
32,2,2,gaze,0.47191011235955055,0.391304347826087
32,6,0,gaze,0.4943820224719101,0.43478260869565216
32,6,1,gaze,0.5730337078651685,0.5652173913043478
32,6,2,gaze,0.4943820224719101,0.4782608695652174
32,10,0,gaze,0.550561797752809,0.5652173913043478
32,10,1,gaze,0.5280898876404494,0.6521739130434783
32,10,2,gaze,0.550561797752809,0.4782608695652174
32,12,0,gaze,0.4157303370786517,0.43478260869565216
32,12,1,gaze,0.6179775280898876,0.43478260869565216
32,12,2,gaze,0.5393258426966292,0.5217391304347826
32,15,0,gaze,0.5056179775280899,0.4782608695652174
32,15,1,gaze,0.5730337078651685,0.5217391304347826
32,15,2,gaze,0.5168539325842697,0.6521739130434783
32,20,0,gaze,0.550561797752809,0.5217391304347826
32,20,1,gaze,0.4157303370786517,0.6086956521739131
32,20,2,gaze,0.48314606741573035,0.4782608695652174
32,23,0,gaze,0.43820224719101125,0.5652173913043478
32,23,1,gaze,0.5393258426966292,0.5652173913043478
32,23,2,gaze,0.4606741573033708,0.391304347826087
33,2,0,gaze,0.4606741573033708,0.4782608695652174
33,2,1,gaze,0.5617977528089888,0.6956521739130435
33,2,2,gaze,0.5056179775280899,0.43478260869565216
33,6,0,gaze,0.5393258426966292,0.30434782608695654
33,6,1,gaze,0.5280898876404494,0.6521739130434783
33,6,2,gaze,0.6292134831460674,0.6956521739130435
33,10,0,gaze,0.5168539325842697,0.5652173913043478
33,10,1,gaze,0.42696629213483145,0.5217391304347826
33,10,2,gaze,0.43820224719101125,0.4782608695652174
33,12,0,gaze,0.47191011235955055,0.6086956521739131
33,12,1,gaze,0.48314606741573035,0.2608695652173913
33,12,2,gaze,0.4943820224719101,0.391304347826087
33,15,0,gaze,0.449438202247191,0.30434782608695654
33,15,1,gaze,0.5280898876404494,0.6521739130434783
33,15,2,gaze,0.48314606741573035,0.391304347826087
33,20,0,gaze,0.5842696629213483,0.7391304347826086
33,20,1,gaze,0.5842696629213483,0.5652173913043478
33,20,2,gaze,0.5730337078651685,0.5652173913043478
33,23,0,gaze,0.4943820224719101,0.4782608695652174
33,23,1,gaze,0.5168539325842697,0.5652173913043478
33,23,2,gaze,0.42696629213483145,0.34782608695652173
41,2,0,gaze,0.6853932584269663,0.6521739130434783
41,2,1,gaze,0.5842696629213483,0.5217391304347826
41,2,2,gaze,0.5056179775280899,0.5217391304347826
41,6,0,gaze,0.5393258426966292,0.391304347826087
41,6,1,gaze,0.47191011235955055,0.5652173913043478
41,6,2,gaze,0.48314606741573035,0.6086956521739131
41,10,0,gaze,0.5280898876404494,0.30434782608695654
41,10,1,gaze,0.5730337078651685,0.4782608695652174
41,10,2,gaze,0.48314606741573035,0.5217391304347826
41,12,0,gaze,0.47191011235955055,0.5652173913043478
41,12,1,gaze,0.5617977528089888,0.5652173913043478
41,12,2,gaze,0.6067415730337079,0.5217391304347826
41,15,0,gaze,0.4943820224719101,0.6521739130434783
41,15,1,gaze,0.5617977528089888,0.4782608695652174
41,15,2,gaze,0.5280898876404494,0.6956521739130435
41,20,0,gaze,0.651685393258427,0.4782608695652174
41,20,1,gaze,0.5056179775280899,0.4782608695652174
41,20,2,gaze,0.5280898876404494,0.6521739130434783
41,23,0,gaze,0.4044943820224719,0.43478260869565216
41,23,1,gaze,0.5730337078651685,0.4782608695652174
41,23,2,gaze,0.5393258426966292,0.5217391304347826
43,2,0,gaze,0.5617977528089888,0.6521739130434783
43,2,1,gaze,0.5842696629213483,0.5652173913043478
43,2,2,gaze,0.5842696629213483,0.4782608695652174
43,6,0,gaze,0.47191011235955055,0.5217391304347826
43,6,1,gaze,0.449438202247191,0.5652173913043478
43,6,2,gaze,0.5168539325842697,0.4782608695652174
43,10,0,gaze,0.5393258426966292,0.6956521739130435
43,10,1,gaze,0.47191011235955055,0.5652173913043478
43,10,2,gaze,0.4943820224719101,0.4782608695652174
43,12,0,gaze,0.47191011235955055,0.391304347826087
43,12,1,gaze,0.5617977528089888,0.5652173913043478
43,12,2,gaze,0.5730337078651685,0.5652173913043478
43,15,0,gaze,0.5730337078651685,0.6086956521739131
43,15,1,gaze,0.550561797752809,0.6956521739130435
43,15,2,gaze,0.4606741573033708,0.4782608695652174
43,20,0,gaze,0.5056179775280899,0.6086956521739131
43,20,1,gaze,0.5280898876404494,0.6956521739130435
43,20,2,gaze,0.5730337078651685,0.6086956521739131
43,23,0,gaze,0.550561797752809,0.6521739130434783
43,23,1,gaze,0.5955056179775281,0.43478260869565216
43,23,2,gaze,0.5168539325842697,0.5217391304347826
44,2,0,gaze,0.6179775280898876,0.4782608695652174
44,2,1,gaze,0.5730337078651685,0.5652173913043478
44,2,2,gaze,0.5730337078651685,0.391304347826087
44,6,0,gaze,0.48314606741573035,0.6956521739130435
44,6,1,gaze,0.5056179775280899,0.4782608695652174
44,6,2,gaze,0.4606741573033708,0.6521739130434783
44,10,0,gaze,0.449438202247191,0.43478260869565216
44,10,1,gaze,0.5955056179775281,0.5217391304347826
44,10,2,gaze,0.5168539325842697,0.6086956521739131
44,12,0,gaze,0.5393258426966292,0.5652173913043478
44,12,1,gaze,0.5056179775280899,0.5217391304347826
44,12,2,gaze,0.47191011235955055,0.391304347826087
44,15,0,gaze,0.34831460674157305,0.4782608695652174
44,15,1,gaze,0.449438202247191,0.43478260869565216
44,15,2,gaze,0.4606741573033708,0.5652173913043478
44,20,0,gaze,0.5617977528089888,0.4782608695652174
44,20,1,gaze,0.4606741573033708,0.391304347826087
44,20,2,gaze,0.5168539325842697,0.5652173913043478
44,23,0,gaze,0.6067415730337079,0.5217391304347826
44,23,1,gaze,0.4157303370786517,0.5217391304347826
44,23,2,gaze,0.42696629213483145,0.5652173913043478
45,2,0,gaze,0.6292134831460674,0.4782608695652174
45,2,1,gaze,0.6067415730337079,0.6956521739130435
45,2,2,gaze,0.5617977528089888,0.4782608695652174
45,6,0,gaze,0.4606741573033708,0.43478260869565216
45,6,1,gaze,0.47191011235955055,0.6521739130434783
45,6,2,gaze,0.5168539325842697,0.43478260869565216
45,10,0,gaze,0.5393258426966292,0.391304347826087
45,10,1,gaze,0.550561797752809,0.6086956521739131
45,10,2,gaze,0.5280898876404494,0.5217391304347826
45,12,0,gaze,0.5168539325842697,0.5217391304347826
45,12,1,gaze,0.4943820224719101,0.6086956521739131
45,12,2,gaze,0.6179775280898876,0.5217391304347826
45,15,0,gaze,0.5955056179775281,0.5217391304347826
45,15,1,gaze,0.5730337078651685,0.5217391304347826
45,15,2,gaze,0.42696629213483145,0.5217391304347826
45,20,0,gaze,0.5280898876404494,0.5652173913043478
45,20,1,gaze,0.5955056179775281,0.6521739130434783
45,20,2,gaze,0.5955056179775281,0.4782608695652174
45,23,0,gaze,0.5955056179775281,0.6086956521739131
45,23,1,gaze,0.43820224719101125,0.30434782608695654
45,23,2,gaze,0.3707865168539326,0.6956521739130435
46,2,0,gaze,0.5955056179775281,0.6521739130434783
46,2,1,gaze,0.4943820224719101,0.391304347826087
46,2,2,gaze,0.5617977528089888,0.6086956521739131
46,6,0,gaze,0.6179775280898876,0.5652173913043478
46,6,1,gaze,0.5056179775280899,0.391304347826087
46,6,2,gaze,0.5393258426966292,0.7391304347826086
46,10,0,gaze,0.5617977528089888,0.34782608695652173
46,10,1,gaze,0.5730337078651685,0.4782608695652174
46,10,2,gaze,0.5617977528089888,0.34782608695652173
46,12,0,gaze,0.5730337078651685,0.6956521739130435
46,12,1,gaze,0.5730337078651685,0.391304347826087
46,12,2,gaze,0.5955056179775281,0.5217391304347826
46,15,0,gaze,0.5617977528089888,0.391304347826087
46,15,1,gaze,0.5730337078651685,0.5217391304347826
46,15,2,gaze,0.5168539325842697,0.6956521739130435
46,20,0,gaze,0.5955056179775281,0.5217391304347826
46,20,1,gaze,0.5842696629213483,0.34782608695652173
