subject,k,train,val,test
allsubj,2,0.5494417862838915,0.46368715083798884,0.45403899721448465
allsubj,3,0.5550239234449761,0.5195530726256983,0.5097493036211699
allsubj,4,0.55103668261563,0.5307262569832403,0.520891364902507
allsubj,5,0.5486443381180224,0.5307262569832403,0.5041782729805014
allsubj,6,0.5749601275917066,0.5586592178770949,0.5097493036211699
allsubj,7,0.5685805422647527,0.48044692737430167,0.48467966573816157
allsubj,8,0.5773524720893142,0.5251396648044693,0.46518105849582175
allsubj,9,0.5741626794258373,0.5195530726256983,0.5292479108635098
