,Subject,Latent dimension,Feature type,Train accuracy,Validation Accuracy,Test accuracy,Validation accuracy
221,47,3,pupil,0.5641025641025641,,0.6086956521739131,0.8181818181818182
222,47,4,hr,0.8205128205128205,,0.391304347826087,0.18181818181818182
223,47,4,eda,0.6923076923076923,,0.6521739130434783,0.8181818181818182
224,47,4,pupil,0.5641025641025641,,0.6086956521739131,0.8181818181818182
225,47,5,hr,0.7435897435897436,,0.391304347826087,0.18181818181818182
226,47,5,eda,0.6153846153846154,,0.30434782608695654,0.2727272727272727
227,47,5,pupil,0.5641025641025641,,0.4782608695652174,0.2727272727272727
228,47,6,hr,0.8589743589743589,,0.391304347826087,0.18181818181818182
229,47,6,eda,0.6410256410256411,,0.6521739130434783,0.5454545454545454
230,47,6,pupil,0.6025641025641025,,0.5217391304347826,0.7272727272727273
231,47,7,hr,0.7307692307692307,,0.391304347826087,0.18181818181818182
232,47,7,eda,0.6153846153846154,,0.6521739130434783,0.6363636363636364
233,47,7,pupil,0.5641025641025641,,0.6086956521739131,0.8181818181818182
234,47,8,hr,0.8333333333333334,,0.391304347826087,0.18181818181818182
235,47,8,eda,0.6923076923076923,,0.5217391304347826,0.45454545454545453
236,47,8,pupil,0.5897435897435898,,0.6086956521739131,0.45454545454545453
237,47,9,hr,0.7692307692307693,,0.391304347826087,0.18181818181818182
238,47,9,eda,0.6153846153846154,,0.5217391304347826,0.2727272727272727
239,47,9,pupil,0.6153846153846154,,0.5652173913043478,0.8181818181818182
240,47,10,hr,0.8333333333333334,,0.5217391304347826,0.6363636363636364
241,47,10,eda,0.6025641025641025,,0.6086956521739131,0.2727272727272727
242,47,10,pupil,0.6153846153846154,,0.5217391304347826,0.8181818181818182
243,48,2,hr,0.6666666666666666,,0.6086956521739131,0.45454545454545453
244,48,2,eda,0.6282051282051282,,0.5652173913043478,0.7272727272727273
245,48,2,pupil,0.5384615384615384,,0.5217391304347826,0.5454545454545454
246,48,3,hr,0.6794871794871795,,0.5217391304347826,0.36363636363636365
247,48,3,eda,0.6025641025641025,,0.5652173913043478,0.8181818181818182
248,48,3,pupil,0.5384615384615384,,0.4782608695652174,0.45454545454545453
249,48,4,hr,0.9615384615384616,,0.391304347826087,0.6363636363636364
250,48,4,eda,0.6282051282051282,,0.5652173913043478,0.8181818181818182
251,48,4,pupil,0.6282051282051282,,0.4782608695652174,0.6363636363636364
252,48,5,hr,1.0,,0.5217391304347826,0.5454545454545454
253,48,5,eda,0.6025641025641025,,0.4782608695652174,0.36363636363636365
254,48,5,pupil,0.6666666666666666,,0.5652173913043478,0.45454545454545453
255,48,6,hr,0.9871794871794872,,0.5217391304347826,0.5454545454545454
256,48,6,eda,0.5641025641025641,,0.4782608695652174,0.6363636363636364
257,48,6,pupil,0.6410256410256411,,0.6086956521739131,0.6363636363636364
258,48,7,hr,1.0,,0.5217391304347826,0.5454545454545454
259,48,7,eda,0.5641025641025641,,0.6086956521739131,0.8181818181818182
260,48,7,pupil,0.5897435897435898,,0.4782608695652174,0.6363636363636364
261,48,8,hr,1.0,,0.5217391304347826,0.5454545454545454
262,48,8,eda,0.5769230769230769,,0.6086956521739131,0.6363636363636364
263,48,8,pupil,0.6282051282051282,,0.5652173913043478,0.45454545454545453
264,48,9,hr,1.0,,0.5217391304347826,0.5454545454545454
265,48,9,eda,0.5769230769230769,,0.43478260869565216,0.36363636363636365
266,48,9,pupil,0.6282051282051282,,0.391304347826087,0.6363636363636364
267,48,10,hr,1.0,,0.5217391304347826,0.5454545454545454
268,48,10,eda,0.6025641025641025,,0.5652173913043478,0.6363636363636364
269,48,10,pupil,0.6282051282051282,,0.4782608695652174,0.45454545454545453
270,50,2,hr,0.5512820512820513,,0.6956521739130435,0.45454545454545453
271,50,2,eda,0.6410256410256411,,0.391304347826087,0.5454545454545454
272,50,2,pupil,0.5512820512820513,,0.6956521739130435,0.45454545454545453
273,50,3,hr,0.6794871794871795,,0.6956521739130435,0.45454545454545453
274,50,3,eda,0.6282051282051282,,0.43478260869565216,0.5454545454545454
275,50,3,pupil,0.5512820512820513,,0.30434782608695654,0.5454545454545454
276,50,4,hr,0.6794871794871795,,0.6521739130434783,0.5454545454545454
277,50,4,eda,0.717948717948718,,0.5652173913043478,0.45454545454545453
278,50,4,pupil,0.5512820512820513,,0.30434782608695654,0.5454545454545454
279,50,5,hr,0.8589743589743589,,0.30434782608695654,0.5454545454545454
280,50,5,eda,0.6923076923076923,,0.5652173913043478,0.6363636363636364
281,50,5,pupil,0.5512820512820513,,0.6956521739130435,0.45454545454545453
282,50,6,hr,0.9487179487179487,,0.6956521739130435,0.45454545454545453
283,50,6,eda,0.7051282051282052,,0.391304347826087,0.5454545454545454
284,50,6,pupil,0.5384615384615384,,0.6521739130434783,0.45454545454545453
285,50,7,hr,0.9871794871794872,,0.30434782608695654,0.5454545454545454
286,50,7,eda,0.6923076923076923,,0.5652173913043478,0.36363636363636365
287,50,7,pupil,0.5897435897435898,,0.6956521739130435,0.45454545454545453
288,50,8,hr,0.9487179487179487,,0.34782608695652173,0.5454545454545454
289,50,8,eda,0.6538461538461539,,0.5652173913043478,0.36363636363636365
290,50,8,pupil,0.5641025641025641,,0.7391304347826086,0.45454545454545453
291,50,9,hr,1.0,,0.30434782608695654,0.5454545454545454
292,50,9,eda,0.6794871794871795,,0.5652173913043478,0.36363636363636365
293,50,9,pupil,0.5641025641025641,,0.5652173913043478,0.45454545454545453
294,50,10,hr,1.0,,0.6956521739130435,0.7272727272727273
295,50,10,eda,0.7307692307692307,,0.5217391304347826,0.36363636363636365
296,50,10,pupil,0.5512820512820513,,0.6086956521739131,0.36363636363636365
297,51,2,hr,0.6282051282051282,,0.5652173913043478,0.45454545454545453
298,51,2,eda,0.5769230769230769,,0.5652173913043478,0.6363636363636364
299,51,2,pupil,0.6282051282051282,,0.43478260869565216,0.36363636363636365
300,51,3,hr,0.8333333333333334,,0.5652173913043478,0.6363636363636364
301,51,3,eda,0.6153846153846154,,0.5217391304347826,0.5454545454545454
302,51,3,pupil,0.6282051282051282,,0.43478260869565216,0.36363636363636365
303,51,4,hr,0.7692307692307693,,0.5652173913043478,0.6363636363636364
304,51,4,eda,0.5641025641025641,,0.6086956521739131,0.7272727272727273
305,51,4,pupil,0.6282051282051282,,0.5652173913043478,0.6363636363636364
306,51,5,hr,0.7564102564102564,,0.5652173913043478,0.6363636363636364
307,51,5,eda,0.6282051282051282,,0.4782608695652174,0.6363636363636364
308,51,5,pupil,0.6282051282051282,,0.5652173913043478,0.6363636363636364
309,51,6,hr,0.7307692307692307,,0.5652173913043478,0.6363636363636364
310,51,6,eda,0.6025641025641025,,0.6521739130434783,0.8181818181818182
311,51,6,pupil,0.6282051282051282,,0.391304347826087,0.36363636363636365
312,51,7,hr,0.717948717948718,,0.5652173913043478,0.6363636363636364
313,51,7,eda,0.7692307692307693,,0.5217391304347826,0.5454545454545454
314,51,7,pupil,0.6282051282051282,,0.30434782608695654,0.2727272727272727
315,51,8,hr,0.7307692307692307,,0.5652173913043478,0.6363636363636364
316,51,8,eda,0.8589743589743589,,0.391304347826087,0.45454545454545453
317,51,8,pupil,0.6282051282051282,,0.5652173913043478,0.6363636363636364
318,51,9,hr,0.7564102564102564,,0.5652173913043478,0.6363636363636364
319,51,9,eda,0.6666666666666666,,0.5217391304347826,0.5454545454545454
320,51,9,pupil,0.6282051282051282,,0.5217391304347826,0.6363636363636364
321,51,10,hr,0.8846153846153846,,0.5652173913043478,0.6363636363636364
322,51,10,eda,0.6666666666666666,,0.5652173913043478,0.6363636363636364
323,51,10,pupil,0.6282051282051282,,0.6086956521739131,0.7272727272727273
324,52,2,hr,0.5512820512820513,,0.2608695652173913,0.2727272727272727
325,52,2,eda,0.5384615384615384,,0.6956521739130435,0.8181818181818182
326,52,2,pupil,0.5769230769230769,,0.7391304347826086,0.9090909090909091
327,52,3,hr,0.5256410256410257,,0.7391304347826086,0.9090909090909091
328,52,3,eda,0.5512820512820513,,0.6521739130434783,0.5454545454545454
329,52,3,pupil,0.5769230769230769,,0.7391304347826086,0.9090909090909091
330,52,4,hr,0.9743589743589743,,0.7391304347826086,0.9090909090909091
331,52,4,eda,0.5641025641025641,,0.43478260869565216,0.7272727272727273
332,52,4,pupil,0.5769230769230769,,0.7391304347826086,0.9090909090909091
333,52,5,hr,0.8717948717948718,,0.7391304347826086,0.9090909090909091
334,52,5,eda,0.5897435897435898,,0.7391304347826086,0.9090909090909091
335,52,5,pupil,0.5769230769230769,,0.391304347826087,0.18181818181818182
336,52,6,hr,0.7692307692307693,,0.7391304347826086,0.9090909090909091
337,52,6,eda,0.5769230769230769,,0.30434782608695654,0.5454545454545454
338,52,6,pupil,0.5769230769230769,,0.7391304347826086,0.9090909090909091
339,52,7,hr,0.7307692307692307,,0.7391304347826086,0.9090909090909091
340,52,7,eda,0.6025641025641025,,0.4782608695652174,0.8181818181818182
341,52,7,pupil,0.5769230769230769,,0.391304347826087,0.36363636363636365
342,52,8,hr,0.7948717948717948,,0.7391304347826086,0.9090909090909091
343,52,8,eda,0.5769230769230769,,0.391304347826087,0.5454545454545454
344,52,8,pupil,0.5897435897435898,,0.7391304347826086,0.9090909090909091
345,52,9,hr,0.6666666666666666,,0.7391304347826086,0.9090909090909091
346,52,9,eda,0.6410256410256411,,0.17391304347826086,0.5454545454545454
347,52,9,pupil,0.5897435897435898,,0.30434782608695654,0.09090909090909091
348,52,10,hr,0.5897435897435898,,0.7391304347826086,0.9090909090909091
349,52,10,eda,0.6282051282051282,,0.7391304347826086,0.8181818181818182
350,52,10,pupil,0.6025641025641025,,0.7391304347826086,0.9090909090909091
351,53,2,hr,0.6025641025641025,,0.5217391304347826,0.36363636363636365
352,53,2,eda,0.5512820512820513,,0.6956521739130435,0.6363636363636364
353,53,2,pupil,0.5512820512820513,,0.43478260869565216,0.2727272727272727
354,53,3,hr,0.6410256410256411,,0.4782608695652174,0.7272727272727273
355,53,3,eda,0.5897435897435898,,0.5652173913043478,0.5454545454545454
356,53,3,pupil,0.5512820512820513,,0.5652173913043478,0.7272727272727273
357,53,4,hr,0.9358974358974359,,0.5652173913043478,0.7272727272727273
358,53,4,eda,0.6282051282051282,,0.6956521739130435,0.8181818181818182
359,53,4,pupil,0.5512820512820513,,0.5652173913043478,0.7272727272727273
360,53,5,hr,0.9615384615384616,,0.5652173913043478,0.7272727272727273
361,53,5,eda,0.5769230769230769,,0.4782608695652174,0.2727272727272727
362,53,5,pupil,0.5641025641025641,,0.4782608695652174,0.7272727272727273
363,53,6,hr,0.9871794871794872,,0.5652173913043478,0.7272727272727273
364,53,6,eda,0.5769230769230769,,0.391304347826087,0.36363636363636365
365,53,6,pupil,0.5384615384615384,,0.5217391304347826,0.2727272727272727
366,53,7,hr,1.0,,0.5652173913043478,0.6363636363636364
367,53,7,eda,0.6794871794871795,,0.391304347826087,0.36363636363636365
368,53,7,pupil,0.5641025641025641,,0.6956521739130435,0.45454545454545453
369,53,8,hr,0.9743589743589743,,0.5217391304347826,0.2727272727272727
370,53,8,eda,0.6410256410256411,,0.4782608695652174,0.2727272727272727
371,53,8,pupil,0.5897435897435898,,0.6086956521739131,0.18181818181818182
372,53,9,hr,0.9871794871794872,,0.5652173913043478,0.7272727272727273
373,53,9,eda,0.6282051282051282,,0.6956521739130435,0.45454545454545453
