,Subject,Latent dimension,Feature type,Train accuracy,Validation Accuracy,Test accuracy,Validation accuracy
374,53,9,pupil,0.5512820512820513,,0.5652173913043478,0.45454545454545453
375,53,10,hr,1.0,,0.5652173913043478,0.7272727272727273
376,53,10,eda,0.7051282051282052,,0.391304347826087,0.6363636363636364
377,53,10,pupil,0.5769230769230769,,0.43478260869565216,0.7272727272727273
378,54,2,hr,0.6153846153846154,,0.5217391304347826,0.7272727272727273
379,54,2,eda,0.6410256410256411,,0.5652173913043478,0.8181818181818182
380,54,2,pupil,0.6282051282051282,,0.5217391304347826,0.7272727272727273
381,54,3,hr,0.6153846153846154,,0.4782608695652174,0.5454545454545454
382,54,3,eda,0.7051282051282052,,0.5652173913043478,0.7272727272727273
383,54,3,pupil,0.6282051282051282,,0.5217391304347826,0.7272727272727273
384,54,4,hr,0.8076923076923077,,0.5217391304347826,0.7272727272727273
385,54,4,eda,0.717948717948718,,0.5217391304347826,0.7272727272727273
386,54,4,pupil,0.6282051282051282,,0.5217391304347826,0.7272727272727273
387,54,5,hr,0.782051282051282,,0.5217391304347826,0.7272727272727273
388,54,5,eda,0.6923076923076923,,0.5652173913043478,0.8181818181818182
389,54,5,pupil,0.6282051282051282,,0.4782608695652174,0.6363636363636364
390,54,6,hr,0.782051282051282,,0.5217391304347826,0.7272727272727273
391,54,6,eda,0.7051282051282052,,0.6521739130434783,0.5454545454545454
392,54,6,pupil,0.6153846153846154,,0.5217391304347826,0.7272727272727273
393,54,7,hr,0.8717948717948718,,0.5217391304347826,0.7272727272727273
394,54,7,eda,0.717948717948718,,0.6521739130434783,0.8181818181818182
395,54,7,pupil,0.6282051282051282,,0.6086956521739131,0.5454545454545454
396,54,8,hr,0.8461538461538461,,0.5217391304347826,0.7272727272727273
397,54,8,eda,0.782051282051282,,0.5217391304347826,0.6363636363636364
398,54,8,pupil,0.6025641025641025,,0.5217391304347826,0.7272727272727273
399,54,9,hr,0.9615384615384616,,0.5217391304347826,0.7272727272727273
400,54,9,eda,0.7435897435897436,,0.5652173913043478,0.6363636363636364
401,54,9,pupil,0.5897435897435898,,0.5217391304347826,0.7272727272727273
402,54,10,hr,0.9487179487179487,,0.5217391304347826,0.7272727272727273
403,54,10,eda,0.7307692307692307,,0.5652173913043478,0.7272727272727273
404,54,10,pupil,0.6025641025641025,,0.5652173913043478,0.7272727272727273
405,55,2,hr,0.5897435897435898,,0.34782608695652173,0.6363636363636364
406,55,2,eda,0.44871794871794873,,0.5217391304347826,0.45454545454545453
407,55,2,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
408,55,3,hr,0.6153846153846154,,0.4782608695652174,0.7272727272727273
409,55,3,eda,0.5128205128205128,,0.43478260869565216,0.7272727272727273
410,55,3,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
411,55,4,hr,0.5897435897435898,,0.4782608695652174,0.7272727272727273
412,55,4,eda,0.47435897435897434,,0.6086956521739131,0.2727272727272727
413,55,4,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
414,55,5,hr,0.5897435897435898,,0.4782608695652174,0.7272727272727273
415,55,5,eda,0.5256410256410257,,0.43478260869565216,0.18181818181818182
416,55,5,pupil,0.5897435897435898,,0.5217391304347826,0.7272727272727273
417,55,6,hr,0.5769230769230769,,0.4782608695652174,0.7272727272727273
418,55,6,eda,0.5256410256410257,,0.5217391304347826,0.7272727272727273
419,55,6,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
420,55,7,hr,0.5897435897435898,,0.4782608695652174,0.7272727272727273
421,55,7,eda,0.5769230769230769,,0.5652173913043478,0.2727272727272727
422,55,7,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
423,55,8,hr,0.5897435897435898,,0.34782608695652173,0.6363636363636364
424,55,8,eda,0.5897435897435898,,0.5652173913043478,0.6363636363636364
425,55,8,pupil,0.5897435897435898,,0.4782608695652174,0.7272727272727273
426,55,9,hr,0.6410256410256411,,0.4782608695652174,0.7272727272727273
427,55,9,eda,0.6153846153846154,,0.4782608695652174,0.6363636363636364
428,55,9,pupil,0.5897435897435898,,0.5217391304347826,0.7272727272727273
429,55,10,hr,0.5897435897435898,,0.4782608695652174,0.7272727272727273
430,55,10,eda,0.6153846153846154,,0.5217391304347826,0.2727272727272727
431,55,10,pupil,0.5897435897435898,,0.43478260869565216,0.7272727272727273
