expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI
LookAtMe1.2,46,2,1,2,1,1,31,1.0,1.2291615586727858,False,stim\5 F053C + F048C.jpg,2019-02-21 11:17:48,1,1,eyes
LookAtMe1.2,46,2,1,2,1,2,36,3.0,0.6589758573099971,False,stim\6 F053C.jpg,2019-02-21 11:17:56,6,1,eyes
LookAtMe1.2,46,2,1,2,1,3,26,4.0,0.9354583118110896,False,stim\3 M078C + M057C.jpg,2019-02-21 11:18:05,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,4,21,4.0,1.7133607845753431,False,stim\4 M078C.jpg,2019-02-21 11:18:13,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,5,31,,-99.0,False,stim\5 F053C + F048C.jpg,2019-02-21 11:18:23,1,1,eyes
LookAtMe1.2,46,2,1,2,1,6,21,3.0,-3.370858933776617,False,stim\4 M078C.jpg,2019-02-21 11:18:32,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,7,26,5.0,0.5027607111260295,False,stim\3 M078C + M057C.jpg,2019-02-21 11:18:42,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,8,36,1.0,1.3639189954847095,False,stim\6 F053C.jpg,2019-02-21 11:18:52,6,1,eyes
LookAtMe1.2,46,2,1,2,1,9,21,4.0,0.3480139588937163,False,stim\4 M078C.jpg,2019-02-21 11:19:00,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,10,26,2.0,0.8473670482635498,False,stim\3 M078C + M057C.jpg,2019-02-21 11:19:08,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,11,36,1.0,0.6066284105181694,False,stim\6 F053C.jpg,2019-02-21 11:19:18,6,1,eyes
LookAtMe1.2,46,2,1,2,1,12,31,4.0,0.4698103563860059,False,stim\5 F053C + F048C.jpg,2019-02-21 11:19:26,1,1,eyes
LookAtMe1.2,46,2,1,2,1,13,26,4.0,1.259085588157177,False,stim\3 M078C + M057C.jpg,2019-02-21 11:19:36,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,14,31,1.0,0.4128888677805662,False,stim\5 F053C + F048C.jpg,2019-02-21 11:19:45,1,1,eyes
LookAtMe1.2,46,2,1,2,1,15,36,5.0,0.3586661936715245,False,stim\6 F053C.jpg,2019-02-21 11:19:54,6,1,eyes
LookAtMe1.2,46,2,1,2,1,16,21,3.0,0.3651497177779674,False,stim\4 M078C.jpg,2019-02-21 11:20:03,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,17,26,2.0,0.3331539528444409,True,stim\3 M078C + M057C.jpg,2019-02-21 11:20:11,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,18,31,5.0,0.6178094716742635,False,stim\5 F053C + F048C.jpg,2019-02-21 11:20:21,1,1,eyes
LookAtMe1.2,46,2,1,2,1,19,21,5.0,0.4500659229233861,False,stim\4 M078C.jpg,2019-02-21 11:20:30,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,20,36,2.0,0.6284845415502787,True,stim\6 F053C.jpg,2019-02-21 11:20:40,6,1,eyes
LookAtMe1.2,46,2,1,2,1,21,31,1.0,0.3677773205563426,False,stim\5 F053C + F048C.jpg,2019-02-21 11:20:48,1,1,eyes
LookAtMe1.2,46,2,1,2,1,22,36,5.0,0.4242754485458135,True,stim\6 F053C.jpg,2019-02-21 11:20:58,6,1,eyes
LookAtMe1.2,46,2,1,2,1,23,26,2.0,0.3596322014927864,True,stim\3 M078C + M057C.jpg,2019-02-21 11:21:07,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,24,21,5.0,0.500302872620523,False,stim\4 M078C.jpg,2019-02-21 11:21:16,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,25,26,5.0,0.5271044271066785,False,stim\3 M078C + M057C.jpg,2019-02-21 11:21:25,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,26,36,1.0,1.047272221185267,True,stim\6 F053C.jpg,2019-02-21 11:21:33,6,1,eyes
LookAtMe1.2,46,2,1,2,1,27,31,5.0,0.5490657212212682,False,stim\5 F053C + F048C.jpg,2019-02-21 11:21:43,1,1,eyes
LookAtMe1.2,46,2,1,2,1,28,21,2.0,0.293368523940444,False,stim\4 M078C.jpg,2019-02-21 11:21:53,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,29,31,3.0,0.3090989887714386,False,stim\5 F053C + F048C.jpg,2019-02-21 11:22:02,1,1,eyes
LookAtMe1.2,46,2,1,2,1,30,21,5.0,0.3691258272156119,False,stim\4 M078C.jpg,2019-02-21 11:22:11,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,31,26,4.0,0.2914572395384311,True,stim\3 M078C + M057C.jpg,2019-02-21 11:22:21,6,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,32,36,3.0,0.3078051684424281,False,stim\6 F053C.jpg,2019-02-21 11:22:29,6,1,eyes
LookAtMe1.2,46,2,1,2,1,33,21,4.0,0.3242134917527437,False,stim\4 M078C.jpg,2019-02-21 11:22:38,1,0,mouth_nose
LookAtMe1.2,46,2,1,2,1,34,36,3.0,0.3307799454778433,True,stim\6 F053C.jpg,2019-02-21 11:22:48,6,1,eyes
