expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change,ROI
LookAtMe,28,1,2,1,1,1,41,3.0,1.483547507785261,False,stim\8 F080C + F101C.jpg,2019-01-09 13:21:17,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,2,46,,-1.0,False,stim\7 F080C.jpg,2019-01-09 13:21:25,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,3,16,,-1.0,False,stim\2 M024C + M010C.jpg,2019-01-09 13:21:34,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,4,11,3.0,0.4951068586669862,False,stim\1 M024C.jpg,2019-01-09 13:21:43,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,5,41,3.0,1.2338786250911653,False,stim\8 F080C + F101C.jpg,2019-01-09 13:21:53,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,6,11,,-1.0,False,stim\1 M024C.jpg,2019-01-09 13:22:02,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,7,16,3.0,0.4050394091755152,False,stim\2 M024C + M010C.jpg,2019-01-09 13:22:10,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,8,46,3.0,0.4041518238373101,False,stim\7 F080C.jpg,2019-01-09 13:22:18,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,9,11,3.0,0.6566778682172298,False,stim\1 M024C.jpg,2019-01-09 13:22:27,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,10,16,3.0,1.6115458901040256,False,stim\2 M024C + M010C.jpg,2019-01-09 13:22:36,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,11,46,3.0,0.5468398449011147,False,stim\7 F080C.jpg,2019-01-09 13:22:44,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,12,41,3.0,0.3714454495348036,False,stim\8 F080C + F101C.jpg,2019-01-09 13:22:54,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,13,16,1.0,0.5293669593520463,False,stim\2 M024C + M010C.jpg,2019-01-09 13:23:03,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,14,41,1.0,0.3765786653384566,False,stim\8 F080C + F101C.jpg,2019-01-09 13:23:11,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,15,46,1.0,0.6244994183070958,False,stim\7 F080C.jpg,2019-01-09 13:23:19,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,16,11,1.0,0.5024136691354215,False,stim\1 M024C.jpg,2019-01-09 13:23:28,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,17,16,1.0,0.4897374738939106,True,stim\2 M024C + M010C.jpg,2019-01-09 13:23:38,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,18,41,3.0,0.3818503972142935,False,stim\8 F080C + F101C.jpg,2019-01-09 13:23:46,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,19,11,1.0,0.4424745682626962,False,stim\1 M024C.jpg,2019-01-09 13:23:56,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,20,46,2.0,0.4153794567100703,True,stim\7 F080C.jpg,2019-01-09 13:24:05,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,21,41,1.0,0.3987740254960954,False,stim\8 F080C + F101C.jpg,2019-01-09 13:24:14,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,22,46,5.0,0.4303698656149208,True,stim\7 F080C.jpg,2019-01-09 13:24:24,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,23,16,5.0,0.3797474135644734,True,stim\2 M024C + M010C.jpg,2019-01-09 13:24:34,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,24,11,1.0,0.3461816972121596,False,stim\1 M024C.jpg,2019-01-09 13:24:42,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,25,16,5.0,0.773020448628813,False,stim\2 M024C + M010C.jpg,2019-01-09 13:24:51,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,26,46,5.0,0.7074343292042613,True,stim\7 F080C.jpg,2019-01-09 13:25:01,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,27,41,1.0,0.4035214395262301,False,stim\8 F080C + F101C.jpg,2019-01-09 13:25:10,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,28,11,1.0,0.5457461373880506,False,stim\1 M024C.jpg,2019-01-09 13:25:19,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,29,41,1.0,0.4439739095978439,False,stim\8 F080C + F101C.jpg,2019-01-09 13:25:29,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,30,11,1.0,0.4741329057142138,False,stim\1 M024C.jpg,2019-01-09 13:25:39,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,31,16,5.0,0.3673999314196408,True,stim\2 M024C + M010C.jpg,2019-01-09 13:25:48,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,32,46,5.0,0.573217436671257,False,stim\7 F080C.jpg,2019-01-09 13:25:57,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,33,11,1.0,0.5403016353957355,False,stim\1 M024C.jpg,2019-01-09 13:26:07,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,34,46,5.0,0.5329001764766872,True,stim\7 F080C.jpg,2019-01-09 13:26:16,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,35,16,5.0,0.3612541342154145,True,stim\2 M024C + M010C.jpg,2019-01-09 13:26:24,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,36,41,1.0,0.3685191795229912,False,stim\8 F080C + F101C.jpg,2019-01-09 13:26:33,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,37,46,5.0,0.4526292257942259,False,stim\7 F080C.jpg,2019-01-09 13:26:43,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,38,41,1.0,0.6961327809840441,False,stim\8 F080C + F101C.jpg,2019-01-09 13:26:53,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,39,16,5.0,0.3699845680966973,True,stim\2 M024C + M010C.jpg,2019-01-09 13:27:01,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,40,11,1.0,0.4271776806563139,False,stim\1 M024C.jpg,2019-01-09 13:27:09,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,41,16,,-1.0,False,stim\2 M024C + M010C.jpg,2019-01-09 13:27:18,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,42,41,1.0,0.433766970410943,False,stim\8 F080C + F101C.jpg,2019-01-09 13:27:27,1,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,43,46,5.0,0.5570750283077359,True,stim\7 F080C.jpg,2019-01-09 13:27:37,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,44,11,2.0,1.217374752741307,False,stim\1 M024C.jpg,2019-01-09 13:27:46,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,45,16,5.0,0.4634043523110449,True,stim\2 M024C + M010C.jpg,2019-01-09 13:27:55,6,0,0.0,eyes
LookAtMe,28,1,2,1,1,46,11,1.0,0.3941720388829708,False,stim\1 M024C.jpg,2019-01-09 13:28:04,1,0,0.0,eyes
LookAtMe,28,1,2,1,1,47,46,5.0,0.4832413299009204,True,stim\7 F080C.jpg,2019-01-09 13:28:13,6,1,0.0,mouth_nose
LookAtMe,28,1,2,1,1,48,41,1.0,0.375900206156075,False,stim\8 F080C + F101C.jpg,2019-01-09 13:28:22,1,1,0.0,mouth_nose
