expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI
LookAtMe1.2,47,1,2,2,1,1,41,3.0,1.1172905610874295,False,stim\7 F080C.jpg,2019-02-21 13:41:05,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,2,46,4.0,0.7275834940373898,False,stim\8 F080C + F101C.jpg,2019-02-21 13:41:14,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,3,16,,-99.0,False,stim\2 M024C + M010C.jpg,2019-02-21 13:41:24,6,0,eyes
LookAtMe1.2,47,1,2,2,1,4,11,4.0,0.3888158751651644,False,stim\1 M024C.jpg,2019-02-21 13:41:32,1,0,eyes
LookAtMe1.2,47,1,2,2,1,5,41,2.0,-2.075834823772311,False,stim\7 F080C.jpg,2019-02-21 13:41:42,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,6,11,3.0,0.6399366250261664,False,stim\1 M024C.jpg,2019-02-21 13:41:52,1,0,eyes
LookAtMe1.2,47,1,2,2,1,7,16,2.0,0.960916167125106,False,stim\2 M024C + M010C.jpg,2019-02-21 13:42:01,6,0,eyes
LookAtMe1.2,47,1,2,2,1,8,46,3.0,1.1993706366047263,False,stim\8 F080C + F101C.jpg,2019-02-21 13:42:10,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,9,11,4.0,1.3754603192210195,False,stim\1 M024C.jpg,2019-02-21 13:42:20,1,0,eyes
LookAtMe1.2,47,1,2,2,1,10,16,2.0,0.9742479855194688,False,stim\2 M024C + M010C.jpg,2019-02-21 13:42:29,6,0,eyes
LookAtMe1.2,47,1,2,2,1,11,46,3.0,1.548156801611185,False,stim\8 F080C + F101C.jpg,2019-02-21 13:42:38,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,12,41,2.0,0.8332582153379917,False,stim\7 F080C.jpg,2019-02-21 13:42:47,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,13,16,2.0,0.787156623788178,False,stim\2 M024C + M010C.jpg,2019-02-21 13:42:57,6,0,eyes
LookAtMe1.2,47,1,2,2,1,14,41,2.0,1.6351026762276888,False,stim\7 F080C.jpg,2019-02-21 13:43:07,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,15,46,3.0,0.640795967541635,False,stim\8 F080C + F101C.jpg,2019-02-21 13:43:17,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,16,11,4.0,1.4680201597511768,False,stim\1 M024C.jpg,2019-02-21 13:43:26,1,0,eyes
LookAtMe1.2,47,1,2,2,1,17,16,3.0,1.3383944369852545,True,stim\2 M024C + M010C.jpg,2019-02-21 13:43:35,6,0,eyes
LookAtMe1.2,47,1,2,2,1,18,41,2.0,-1.5916082561016085,False,stim\7 F080C.jpg,2019-02-21 13:43:45,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,19,11,3.0,1.216970020905137,False,stim\1 M024C.jpg,2019-02-21 13:43:54,1,0,eyes
LookAtMe1.2,47,1,2,2,1,20,46,3.0,0.6305190185084939,True,stim\8 F080C + F101C.jpg,2019-02-21 13:44:03,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,21,41,2.0,0.6749788466840982,False,stim\7 F080C.jpg,2019-02-21 13:44:13,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,22,46,4.0,0.4650488197803497,True,stim\8 F080C + F101C.jpg,2019-02-21 13:44:22,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,23,16,2.0,0.7297817273065448,True,stim\2 M024C + M010C.jpg,2019-02-21 13:44:32,6,0,eyes
LookAtMe1.2,47,1,2,2,1,24,11,3.0,0.4365562265738845,False,stim\1 M024C.jpg,2019-02-21 13:44:41,1,0,eyes
LookAtMe1.2,47,1,2,2,1,25,16,4.0,0.7411028062924743,False,stim\2 M024C + M010C.jpg,2019-02-21 13:44:51,6,0,eyes
LookAtMe1.2,47,1,2,2,1,26,46,5.0,0.857452898286283,True,stim\8 F080C + F101C.jpg,2019-02-21 13:44:59,6,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,27,41,2.0,1.2900261050090194,False,stim\7 F080C.jpg,2019-02-21 13:45:09,1,1,mouth_nose
LookAtMe1.2,47,1,2,2,1,28,11,2.0,1.4339502565562725,False,stim\1 M024C.jpg,2019-02-21 13:45:19,1,0,eyes
