expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI
LookAtMe,15,1,2,2,1,1,41,3,1.7071473812684417,False,stim\7 F080C.jpg,2019-01-03 11:49:30,1,1,mouth_nose
LookAtMe,15,1,2,2,1,2,46,3,0.5361106903292239,False,stim\8 F080C + F101C.jpg,2019-01-03 11:49:38,6,1,mouth_nose
LookAtMe,15,1,2,2,1,3,16,3,0.5565095450729132,False,stim\2 M024C + M010C.jpg,2019-01-03 11:49:48,6,0,eyes
LookAtMe,15,1,2,2,1,4,11,2,0.3926531672477722,False,stim\1 M024C.jpg,2019-01-03 11:49:58,1,0,eyes
LookAtMe,15,1,2,2,1,5,41,2,0.4061493426561355,False,stim\7 F080C.jpg,2019-01-03 11:50:07,1,1,mouth_nose
LookAtMe,15,1,2,2,1,6,11,1,0.4487462621182203,False,stim\1 M024C.jpg,2019-01-03 11:50:16,1,0,eyes
LookAtMe,15,1,2,2,1,7,16,2,0.3966049384325742,False,stim\2 M024C + M010C.jpg,2019-01-03 11:50:24,6,0,eyes
LookAtMe,15,1,2,2,1,8,46,1,0.4389422521926462,False,stim\8 F080C + F101C.jpg,2019-01-03 11:50:34,6,1,mouth_nose
LookAtMe,15,1,2,2,1,9,11,1,0.3824798804707825,False,stim\1 M024C.jpg,2019-01-03 11:50:43,1,0,eyes
LookAtMe,15,1,2,2,1,10,16,1,0.3614446315914392,False,stim\2 M024C + M010C.jpg,2019-01-03 11:50:52,6,0,eyes
LookAtMe,15,1,2,2,1,11,46,1,0.4455558802001178,False,stim\8 F080C + F101C.jpg,2019-01-03 11:51:00,6,1,mouth_nose
LookAtMe,15,1,2,2,1,12,41,1,0.6664377087727189,False,stim\7 F080C.jpg,2019-01-03 11:51:08,1,1,mouth_nose
LookAtMe,15,1,2,2,1,13,16,1,0.6085979864001274,False,stim\2 M024C + M010C.jpg,2019-01-03 11:51:18,6,0,eyes
LookAtMe,15,1,2,2,1,14,41,1,0.3410064158961177,False,stim\7 F080C.jpg,2019-01-03 11:51:28,1,1,mouth_nose
LookAtMe,15,1,2,2,1,15,46,1,0.572645042091608,False,stim\8 F080C + F101C.jpg,2019-01-03 11:51:36,6,1,mouth_nose
LookAtMe,15,1,2,2,1,16,11,1,0.3992848233319819,False,stim\1 M024C.jpg,2019-01-03 11:51:45,1,0,eyes
LookAtMe,15,1,2,2,1,17,16,1,0.4083094159141183,True,stim\2 M024C + M010C.jpg,2019-01-03 11:51:55,6,0,eyes
LookAtMe,15,1,2,2,1,18,41,1,0.7021830291487277,False,stim\7 F080C.jpg,2019-01-03 11:52:04,1,1,mouth_nose
LookAtMe,15,1,2,2,1,19,11,1,0.4903690605424344,False,stim\1 M024C.jpg,2019-01-03 11:52:13,1,0,eyes
LookAtMe,15,1,2,2,1,20,46,1,0.6335140955634415,True,stim\8 F080C + F101C.jpg,2019-01-03 11:52:22,6,1,mouth_nose
LookAtMe,15,1,2,2,1,21,41,1,0.5206184978596866,False,stim\7 F080C.jpg,2019-01-03 11:52:31,1,1,mouth_nose
LookAtMe,15,1,2,2,1,22,46,3,0.3169114892370999,True,stim\8 F080C + F101C.jpg,2019-01-03 11:52:39,6,1,mouth_nose
