expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI
LookAtMe1.2,52,2,2,1,1,1,31,,-99.0,False,stim\6 F053C.jpg,2019-03-22 10:04:28,1,1,eyes
LookAtMe1.2,52,2,2,1,1,2,36,3.0,0.5854876972734928,False,stim\5 F053C + F048C.jpg,2019-03-22 10:04:37,6,1,eyes
LookAtMe1.2,52,2,2,1,1,3,26,3.0,0.7127571403980255,False,stim\4 M078C.jpg,2019-03-22 10:04:45,6,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,4,21,3.0,0.5979454517364502,False,stim\3 M078C + M057C.jpg,2019-03-22 10:04:54,1,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,5,31,3.0,0.5974716115742922,False,stim\6 F053C.jpg,2019-03-22 10:05:03,1,1,eyes
LookAtMe1.2,52,2,2,1,1,6,21,3.0,0.7667193077504635,False,stim\3 M078C + M057C.jpg,2019-03-22 10:05:12,1,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,7,26,2.0,1.4332976378500462,False,stim\4 M078C.jpg,2019-03-22 10:05:22,6,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,8,36,2.0,1.0486979465931654,False,stim\5 F053C + F048C.jpg,2019-03-22 10:05:31,6,1,eyes
LookAtMe1.2,52,2,2,1,1,9,21,2.0,1.03344252333045,False,stim\3 M078C + M057C.jpg,2019-03-22 10:05:41,1,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,10,26,2.0,0.9248520489782096,False,stim\4 M078C.jpg,2019-03-22 10:05:49,6,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,11,36,2.0,0.5602702181786299,False,stim\5 F053C + F048C.jpg,2019-03-22 10:05:59,6,1,eyes
LookAtMe1.2,52,2,2,1,1,12,31,2.0,1.129644053056836,False,stim\6 F053C.jpg,2019-03-22 10:06:08,1,1,eyes
LookAtMe1.2,52,2,2,1,1,13,26,1.0,1.6108515057712791,False,stim\4 M078C.jpg,2019-03-22 10:06:17,6,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,14,31,1.0,0.8071922119706869,False,stim\6 F053C.jpg,2019-03-22 10:06:25,1,1,eyes
LookAtMe1.2,52,2,2,1,1,15,36,1.0,0.9912404213100672,False,stim\5 F053C + F048C.jpg,2019-03-22 10:06:33,6,1,eyes
LookAtMe1.2,52,2,2,1,1,16,21,1.0,0.8467012085020542,False,stim\3 M078C + M057C.jpg,2019-03-22 10:06:42,1,0,mouth_nose
LookAtMe1.2,52,2,2,1,1,17,26,1.0,0.6459126565605402,True,stim\4 M078C.jpg,2019-03-22 10:06:51,6,0,mouth_nose
