expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change
LookAtMe,32,2,1,1,1,1,31,4.0,1.516569675412029,False,stim\6 F053C.jpg,2019-01-10 15:12:19,1,1,eyes
LookAtMe,32,2,1,1,1,2,36,5.0,0.7306005056016147,False,stim\5 F053C + F048C.jpg,2019-01-10 15:12:29,6,1,eyes
LookAtMe,32,2,1,1,1,3,26,1.0,0.7288214275613427,False,stim\3 M078C + M057C.jpg,2019-01-10 15:12:38,6,0,mouth_nose
LookAtMe,32,2,1,1,1,4,21,5.0,0.8254754627123475,False,stim\4 M078C.jpg,2019-01-10 15:12:46,1,0,mouth_nose
LookAtMe,32,2,1,1,1,5,31,2.0,0.453265018761158,False,stim\6 F053C.jpg,2019-01-10 15:12:55,1,1,eyes
LookAtMe,32,2,1,1,1,6,21,4.0,0.9379368820227684,False,stim\4 M078C.jpg,2019-01-10 15:13:04,1,0,mouth_nose
LookAtMe,32,2,1,1,1,7,26,1.0,0.6041282066144049,False,stim\3 M078C + M057C.jpg,2019-01-10 15:13:14,6,0,mouth_nose
LookAtMe,32,2,1,1,1,8,36,3.0,0.8672983730211854,False,stim\5 F053C + F048C.jpg,2019-01-10 15:13:22,6,1,eyes
LookAtMe,32,2,1,1,1,9,21,1.0,0.4660779270343482,False,stim\4 M078C.jpg,2019-01-10 15:13:31,1,0,mouth_nose
LookAtMe,32,2,1,1,1,10,26,1.0,0.6977333803661168,False,stim\3 M078C + M057C.jpg,2019-01-10 15:13:40,6,0,mouth_nose
LookAtMe,32,2,1,1,1,11,36,2.0,0.5311427325941622,False,stim\5 F053C + F048C.jpg,2019-01-10 15:13:49,6,1,eyes
LookAtMe,32,2,1,1,1,12,31,2.0,0.6321755051612854,False,stim\6 F053C.jpg,2019-01-10 15:13:58,1,1,eyes
LookAtMe,32,2,1,1,1,13,26,1.0,0.7609394835308194,False,stim\3 M078C + M057C.jpg,2019-01-10 15:14:08,6,0,mouth_nose
LookAtMe,32,2,1,1,1,14,31,1.0,0.4450525939464569,False,stim\6 F053C.jpg,2019-01-10 15:14:17,1,1,eyes
LookAtMe,32,2,1,1,1,15,36,1.0,0.4578420659527182,False,stim\5 F053C + F048C.jpg,2019-01-10 15:14:25,6,1,eyes
LookAtMe,32,2,1,1,1,16,21,1.0,0.7464132993482053,False,stim\4 M078C.jpg,2019-01-10 15:14:35,1,0,mouth_nose
LookAtMe,32,2,1,1,1,17,26,1.0,0.7010130020789802,True,stim\3 M078C + M057C.jpg,2019-01-10 15:14:45,6,0,mouth_nose
LookAtMe,32,2,1,1,1,18,31,4.0,1.488022395875305,False,stim\6 F053C.jpg,2019-01-10 15:14:55,1,1,eyes
LookAtMe,32,2,1,1,1,19,21,4.0,0.5165411303751171,False,stim\4 M078C.jpg,2019-01-10 15:15:05,1,0,mouth_nose
LookAtMe,32,2,1,1,1,20,36,1.0,0.6502898926846683,True,stim\5 F053C + F048C.jpg,2019-01-10 15:15:13,6,1,eyes
LookAtMe,32,2,1,1,1,21,31,2.0,0.8255328522063792,False,stim\6 F053C.jpg,2019-01-10 15:15:23,1,1,eyes
LookAtMe,32,2,1,1,1,22,36,5.0,0.8418639549054205,True,stim\5 F053C + F048C.jpg,2019-01-10 15:15:31,6,1,eyes
LookAtMe,32,2,1,1,1,23,26,5.0,0.7124227192252874,True,stim\3 M078C + M057C.jpg,2019-01-10 15:15:40,6,0,mouth_nose
LookAtMe,32,2,1,1,1,24,21,1.0,0.637761227786541,False,stim\4 M078C.jpg,2019-01-10 15:15:49,1,0,mouth_nose
LookAtMe,32,2,1,1,1,25,26,5.0,0.7112638098187745,False,stim\3 M078C + M057C.jpg,2019-01-10 15:15:59,6,0,mouth_nose
LookAtMe,32,2,1,1,1,26,36,1.0,0.5331273316405714,True,stim\5 F053C + F048C.jpg,2019-01-10 15:16:09,6,1,eyes
LookAtMe,32,2,1,1,1,27,31,4.0,0.7217216407880187,False,stim\6 F053C.jpg,2019-01-10 15:16:18,1,1,eyes
LookAtMe,32,2,1,1,1,28,21,4.0,0.436494629830122,False,stim\4 M078C.jpg,2019-01-10 15:16:27,1,0,mouth_nose
