expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change
LookAtMe,13,1,2,1,1,1,41,,-1.0,False,stim\8 F080C + F101C.jpg,2019-01-02 13:41:03,1,1,mouth_nose
LookAtMe,13,1,2,1,1,2,46,4.0,1.2137781358323991,False,stim\7 F080C.jpg,2019-01-02 13:41:13,6,1,mouth_nose
LookAtMe,13,1,2,1,1,3,16,3.0,1.4410428320989013,False,stim\2 M024C + M010C.jpg,2019-01-02 13:41:22,6,0,eyes
LookAtMe,13,1,2,1,1,4,11,4.0,0.9220510749146342,False,stim\1 M024C.jpg,2019-01-02 13:41:32,1,0,eyes
LookAtMe,13,1,2,1,1,5,41,3.0,1.3149890867061913,False,stim\8 F080C + F101C.jpg,2019-01-02 13:41:40,1,1,mouth_nose
LookAtMe,13,1,2,1,1,6,11,3.0,1.060852527152747,False,stim\1 M024C.jpg,2019-01-02 13:41:48,1,0,eyes
LookAtMe,13,1,2,1,1,7,16,2.0,0.701899386011064,False,stim\2 M024C + M010C.jpg,2019-01-02 13:41:57,6,0,eyes
LookAtMe,13,1,2,1,1,8,46,3.0,0.8299605664797127,False,stim\7 F080C.jpg,2019-01-02 13:42:06,6,1,mouth_nose
LookAtMe,13,1,2,1,1,9,11,,-1.0,False,stim\1 M024C.jpg,2019-01-02 13:42:16,1,0,eyes
LookAtMe,13,1,2,1,1,10,16,2.0,0.7135509815998375,False,stim\2 M024C + M010C.jpg,2019-01-02 13:42:26,6,0,eyes
LookAtMe,13,1,2,1,1,11,46,4.0,0.8003415130078793,False,stim\7 F080C.jpg,2019-01-02 13:42:34,6,1,mouth_nose
LookAtMe,13,1,2,1,1,12,41,,-1.0,False,stim\8 F080C + F101C.jpg,2019-01-02 13:42:43,1,1,mouth_nose
LookAtMe,13,1,2,1,1,13,16,3.0,0.7780869603157043,False,stim\2 M024C + M010C.jpg,2019-01-02 13:42:51,6,0,eyes
LookAtMe,13,1,2,1,1,14,41,3.0,0.8684347476810217,False,stim\8 F080C + F101C.jpg,2019-01-02 13:43:01,1,1,mouth_nose
LookAtMe,13,1,2,1,1,15,46,2.0,0.9442184916697444,False,stim\7 F080C.jpg,2019-01-02 13:43:10,6,1,mouth_nose
LookAtMe,13,1,2,1,1,16,11,2.0,1.2541407658718526,False,stim\1 M024C.jpg,2019-01-02 13:43:20,1,0,eyes
LookAtMe,13,1,2,1,1,17,16,2.0,0.6525623411871493,True,stim\2 M024C + M010C.jpg,2019-01-02 13:43:29,6,0,eyes
LookAtMe,13,1,2,1,1,18,41,3.0,1.3491013566963377,False,stim\8 F080C + F101C.jpg,2019-01-02 13:43:38,1,1,mouth_nose
LookAtMe,13,1,2,1,1,19,11,3.0,1.383172762580216,False,stim\1 M024C.jpg,2019-01-02 13:43:48,1,0,eyes
LookAtMe,13,1,2,1,1,20,46,2.0,0.5791982761584222,True,stim\7 F080C.jpg,2019-01-02 13:43:58,6,1,mouth_nose
LookAtMe,13,1,2,1,1,21,41,3.0,0.4438966889865696,False,stim\8 F080C + F101C.jpg,2019-01-02 13:44:06,1,1,mouth_nose
LookAtMe,13,1,2,1,1,22,46,4.0,0.5377182005904615,True,stim\7 F080C.jpg,2019-01-02 13:44:16,6,1,mouth_nose
LookAtMe,13,1,2,1,1,23,16,3.0,1.6674550976604223,True,stim\2 M024C + M010C.jpg,2019-01-02 13:44:25,6,0,eyes
LookAtMe,13,1,2,1,1,24,11,4.0,1.1627269140444696,False,stim\1 M024C.jpg,2019-01-02 13:44:33,1,0,eyes
LookAtMe,13,1,2,1,1,25,16,5.0,0.853042611386627,False,stim\2 M024C + M010C.jpg,2019-01-02 13:44:43,6,0,eyes
LookAtMe,13,1,2,1,1,26,46,4.0,0.6151818679645658,True,stim\7 F080C.jpg,2019-01-02 13:44:52,6,1,mouth_nose
LookAtMe,13,1,2,1,1,27,41,2.0,1.208284656982869,False,stim\8 F080C + F101C.jpg,2019-01-02 13:45:01,1,1,mouth_nose
LookAtMe,13,1,2,1,1,28,11,3.0,1.121123045682907,False,stim\1 M024C.jpg,2019-01-02 13:45:09,1,0,eyes
LookAtMe,13,1,2,1,1,29,41,2.0,0.6679725060239434,False,stim\8 F080C + F101C.jpg,2019-01-02 13:45:19,1,1,mouth_nose
LookAtMe,13,1,2,1,1,30,11,4.0,1.033879406284541,False,stim\1 M024C.jpg,2019-01-02 13:45:29,1,0,eyes
LookAtMe,13,1,2,1,1,31,16,5.0,0.6651021237485111,True,stim\2 M024C + M010C.jpg,2019-01-02 13:45:38,6,0,eyes
LookAtMe,13,1,2,1,1,32,46,,-1.0,False,stim\7 F080C.jpg,2019-01-02 13:45:47,6,1,mouth_nose
LookAtMe,13,1,2,1,1,33,11,2.0,0.7184351081959903,False,stim\1 M024C.jpg,2019-01-02 13:45:56,1,0,eyes
LookAtMe,13,1,2,1,1,34,46,3.0,1.1013401527889073,True,stim\7 F080C.jpg,2019-01-02 13:46:04,6,1,mouth_nose
LookAtMe,13,1,2,1,1,35,16,4.0,1.4668080676347015,True,stim\2 M024C + M010C.jpg,2019-01-02 13:46:12,6,0,eyes
LookAtMe,13,1,2,1,1,36,41,2.0,1.0836632484570146,False,stim\8 F080C + F101C.jpg,2019-01-02 13:46:22,1,1,mouth_nose
LookAtMe,13,1,2,1,1,37,46,4.0,0.6163359703496099,False,stim\7 F080C.jpg,2019-01-02 13:46:30,6,1,mouth_nose
LookAtMe,13,1,2,1,1,38,41,2.0,0.5915731005370617,False,stim\8 F080C + F101C.jpg,2019-01-02 13:46:40,1,1,mouth_nose
LookAtMe,13,1,2,1,1,39,16,3.0,1.332674704492092,True,stim\2 M024C + M010C.jpg,2019-01-02 13:46:49,6,0,eyes
LookAtMe,13,1,2,1,1,40,11,3.0,0.6320955804549158,False,stim\1 M024C.jpg,2019-01-02 13:46:58,1,0,eyes
LookAtMe,13,1,2,1,1,41,16,,-1.0,False,stim\2 M024C + M010C.jpg,2019-01-02 13:47:08,6,0,eyes
LookAtMe,13,1,2,1,1,42,41,2.0,0.5446584387682378,False,stim\8 F080C + F101C.jpg,2019-01-02 13:47:18,1,1,mouth_nose
LookAtMe,13,1,2,1,1,43,46,3.0,0.6818022020161152,True,stim\7 F080C.jpg,2019-01-02 13:47:26,6,1,mouth_nose
LookAtMe,13,1,2,1,1,44,11,3.0,0.7460683602839708,False,stim\1 M024C.jpg,2019-01-02 13:47:35,1,0,eyes
LookAtMe,13,1,2,1,1,45,16,2.0,0.7536020246334374,True,stim\2 M024C + M010C.jpg,2019-01-02 13:47:44,6,0,eyes
LookAtMe,13,1,2,1,1,46,11,3.0,1.300849907565862,False,stim\1 M024C.jpg,2019-01-02 13:47:53,1,0,eyes
LookAtMe,13,1,2,1,1,47,46,3.0,0.9075879892334342,True,stim\7 F080C.jpg,2019-01-02 13:48:02,6,1,mouth_nose
LookAtMe,13,1,2,1,1,48,41,2.0,0.6854997766204178,False,stim\8 F080C + F101C.jpg,2019-01-02 13:48:10,1,1,mouth_nose
LookAtMe,13,1,2,1,2,49,12,2.0,1.0375072713941336,False,stim\morph\1&2 20.jpg,2019-01-02 13:50:17,2,0,eyes
LookAtMe,13,1,2,1,2,50,16,4.0,0.680476532317698,True,stim\2 M024C + M010C.jpg,2019-01-02 13:50:27,6,0,eyes
LookAtMe,13,1,2,1,2,51,15,3.0,0.7908040196634829,False,stim\morph\1&2 80.jpg,2019-01-02 13:50:37,5,0,eyes
LookAtMe,13,1,2,1,2,52,14,4.0,1.0943686664104462,False,stim\morph\1&2 60.jpg,2019-01-02 13:50:46,4,0,eyes
LookAtMe,13,1,2,1,2,53,16,3.0,1.3362415749579668,False,stim\2 M024C + M010C.jpg,2019-01-02 13:50:55,6,0,eyes
LookAtMe,13,1,2,1,2,54,43,3.0,1.3663146370090544,False,stim\morph\7&8 60.jpg,2019-01-02 13:51:05,3,1,mouth_nose
LookAtMe,13,1,2,1,2,55,45,3.0,1.2658260138705373,False,stim\morph\7&8 20.jpg,2019-01-02 13:51:13,5,1,mouth_nose
LookAtMe,13,1,2,1,2,56,13,4.0,0.5550423543900251,False,stim\morph\1&2 40.jpg,2019-01-02 13:51:22,3,0,eyes
LookAtMe,13,1,2,1,2,57,41,2.0,0.7008167952299118,False,stim\8 F080C + F101C.jpg,2019-01-02 13:51:32,1,1,mouth_nose
LookAtMe,13,1,2,1,2,58,46,3.0,0.8756030416116118,True,stim\7 F080C.jpg,2019-01-02 13:51:41,6,1,mouth_nose
LookAtMe,13,1,2,1,2,59,11,3.0,0.9321639672853052,False,stim\1 M024C.jpg,2019-01-02 13:51:50,1,0,eyes
LookAtMe,13,1,2,1,2,60,42,4.0,1.590140763670206,False,stim\morph\7&8 80.jpg,2019-01-02 13:51:58,2,1,mouth_nose
LookAtMe,13,1,2,1,2,61,46,4.0,1.0007776143029332,False,stim\7 F080C.jpg,2019-01-02 13:52:08,6,1,mouth_nose
LookAtMe,13,1,2,1,2,62,44,4.0,1.0362278735265136,False,stim\morph\7&8 40.jpg,2019-01-02 13:52:16,4,1,mouth_nose
