expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change,ROI
LookAtMe,5,1,2,1,1,16,11,1,0.6899875847157091,False,stim\1 M024C.jpg,2018-12-19 13:16:53,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,17,16,1,0.4309578838292509,True,stim\2 M024C + M010C.jpg,2018-12-19 13:17:01,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,18,41,3,0.4464873347897082,False,stim\8 F080C + F101C.jpg,2018-12-19 13:17:11,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,19,11,2,0.4731488691177219,False,stim\1 M024C.jpg,2018-12-19 13:17:19,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,20,46,2,0.4937475360929966,True,stim\7 F080C.jpg,2018-12-19 13:17:28,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,21,41,2,0.5718551089521497,False,stim\8 F080C + F101C.jpg,2018-12-19 13:17:36,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,22,46,4,0.368552230997011,True,stim\7 F080C.jpg,2018-12-19 13:17:46,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,23,16,3,0.3984104578848928,True,stim\2 M024C + M010C.jpg,2018-12-19 13:17:56,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,24,11,3,0.4457496826071292,False,stim\1 M024C.jpg,2018-12-19 13:18:05,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,25,16,4,0.3167158835567534,False,stim\2 M024C + M010C.jpg,2018-12-19 13:18:15,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,26,46,4,0.4970791388768703,True,stim\7 F080C.jpg,2018-12-19 13:18:23,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,27,41,3,0.4359108183998614,False,stim\8 F080C + F101C.jpg,2018-12-19 13:18:33,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,28,11,2,0.4034529321361333,False,stim\1 M024C.jpg,2018-12-19 13:18:42,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,29,41,3,0.9448155239224434,False,stim\8 F080C + F101C.jpg,2018-12-19 13:18:51,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,30,11,3,0.4756719092838466,False,stim\1 M024C.jpg,2018-12-19 13:19:01,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,31,16,4,0.3162390389479697,True,stim\2 M024C + M010C.jpg,2018-12-19 13:19:10,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,32,46,5,0.3413381336722523,False,stim\7 F080C.jpg,2018-12-19 13:19:20,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,33,11,1,1.5779747653286904,False,stim\1 M024C.jpg,2018-12-19 13:19:29,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,34,46,5,0.479741163784638,True,stim\7 F080C.jpg,2018-12-19 13:19:39,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,35,16,5,0.5749322141055018,True,stim\2 M024C + M010C.jpg,2018-12-19 13:19:47,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,36,41,2,0.3062349164392799,False,stim\8 F080C + F101C.jpg,2018-12-19 13:19:55,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,37,46,5,0.3638546955771744,False,stim\7 F080C.jpg,2018-12-19 13:20:04,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,38,41,2,0.5418199058622122,False,stim\8 F080C + F101C.jpg,2018-12-19 13:20:14,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,39,16,4,0.2926762432325631,True,stim\2 M024C + M010C.jpg,2018-12-19 13:20:23,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,40,11,1,0.3992139124311507,False,stim\1 M024C.jpg,2018-12-19 13:20:32,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,41,16,5,0.4392430218867957,False,stim\2 M024C + M010C.jpg,2018-12-19 13:20:41,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,42,41,2,0.3733729592058807,False,stim\8 F080C + F101C.jpg,2018-12-19 13:20:51,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,43,46,4,0.4231237501371652,True,stim\7 F080C.jpg,2018-12-19 13:21:00,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,44,11,1,0.3949448459316045,False,stim\1 M024C.jpg,2018-12-19 13:21:08,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,45,16,4,0.3850011175964027,True,stim\2 M024C + M010C.jpg,2018-12-19 13:21:18,6,0,0.0,eyes
LookAtMe,5,1,2,1,1,46,11,1,0.3969769191462546,False,stim\1 M024C.jpg,2018-12-19 13:21:26,1,0,0.0,eyes
LookAtMe,5,1,2,1,1,47,46,5,0.4195989458821714,True,stim\7 F080C.jpg,2018-12-19 13:21:35,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,1,48,41,1,0.3504234212450683,False,stim\8 F080C + F101C.jpg,2018-12-19 13:21:44,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,49,12,1,0.6087100617587566,False,stim\morph\1&2 20.jpg,2018-12-19 13:25:46,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,50,16,4,0.3390070933382958,True,stim\2 M024C + M010C.jpg,2018-12-19 13:25:55,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,51,15,3,0.3116998504847288,False,stim\morph\1&2 80.jpg,2018-12-19 13:26:04,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,52,14,1,0.4434913559816777,False,stim\morph\1&2 60.jpg,2018-12-19 13:26:13,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,53,16,5,0.3037094727624208,False,stim\2 M024C + M010C.jpg,2018-12-19 13:26:22,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,54,43,3,0.9567796071060002,False,stim\morph\7&8 60.jpg,2018-12-19 13:26:31,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,55,45,5,0.3602544732857495,False,stim\morph\7&8 20.jpg,2018-12-19 13:26:41,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,56,13,2,0.5096742073073983,False,stim\morph\1&2 40.jpg,2018-12-19 13:26:50,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,57,41,1,0.37768559390679,False,stim\8 F080C + F101C.jpg,2018-12-19 13:27:00,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,58,46,4,0.4005275638774037,True,stim\7 F080C.jpg,2018-12-19 13:27:09,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,59,11,3,0.3161747383419424,False,stim\1 M024C.jpg,2018-12-19 13:27:18,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,60,42,2,1.049434096319601,False,stim\morph\7&8 80.jpg,2018-12-19 13:27:28,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,61,46,4,0.3572344572748989,False,stim\7 F080C.jpg,2018-12-19 13:27:36,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,62,44,4,0.5191966774873435,False,stim\morph\7&8 40.jpg,2018-12-19 13:27:44,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,63,16,5,0.3356775939464569,False,stim\2 M024C + M010C.jpg,2018-12-19 13:27:52,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,64,15,1,0.3688466909807175,False,stim\morph\1&2 80.jpg,2018-12-19 13:28:01,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,65,45,3,0.3036340549588203,False,stim\morph\7&8 20.jpg,2018-12-19 13:28:10,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,66,46,4,0.4176786469761282,True,stim\7 F080C.jpg,2018-12-19 13:28:20,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,67,13,1,0.5935679157264531,False,stim\morph\1&2 40.jpg,2018-12-19 13:28:28,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,68,16,5,0.3872663551010191,True,stim\2 M024C + M010C.jpg,2018-12-19 13:28:37,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,69,42,1,0.4601012940984219,False,stim\morph\7&8 80.jpg,2018-12-19 13:28:46,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,70,12,1,0.3864118207711726,False,stim\morph\1&2 20.jpg,2018-12-19 13:28:55,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,71,46,1,0.4375985539518296,False,stim\7 F080C.jpg,2018-12-19 13:29:04,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,72,44,1,0.3602427549194544,False,stim\morph\7&8 40.jpg,2018-12-19 13:29:13,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,73,41,1,0.3283121921122074,False,stim\8 F080C + F101C.jpg,2018-12-19 13:29:21,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,74,11,1,0.4599669843446463,False,stim\1 M024C.jpg,2018-12-19 13:29:31,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,75,14,1,0.4104394423775375,False,stim\morph\1&2 60.jpg,2018-12-19 13:29:39,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,76,43,1,0.4064633331727236,False,stim\morph\7&8 60.jpg,2018-12-19 13:29:49,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,77,14,1,0.3457177728414535,False,stim\morph\1&2 60.jpg,2018-12-19 13:29:58,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,78,43,3,0.5543990496080369,False,stim\morph\7&8 60.jpg,2018-12-19 13:30:08,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,79,42,1,0.2995951478369534,False,stim\morph\7&8 80.jpg,2018-12-19 13:30:18,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,80,15,1,0.3223845358006656,False,stim\morph\1&2 80.jpg,2018-12-19 13:30:27,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,81,16,5,0.2748319776728749,True,stim\2 M024C + M010C.jpg,2018-12-19 13:30:35,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,82,13,1,0.447103596990928,False,stim\morph\1&2 40.jpg,2018-12-19 13:30:45,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,83,44,5,0.3482837800402194,False,stim\morph\7&8 40.jpg,2018-12-19 13:30:54,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,84,46,5,0.3000067905522883,False,stim\7 F080C.jpg,2018-12-19 13:31:02,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,85,41,1,0.4315567191224545,False,stim\8 F080C + F101C.jpg,2018-12-19 13:31:11,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,86,12,1,0.4180917921476066,False,stim\morph\1&2 20.jpg,2018-12-19 13:31:20,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,87,46,4,0.6599565881770104,True,stim\7 F080C.jpg,2018-12-19 13:31:29,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,88,16,5,0.3097765471320599,False,stim\2 M024C + M010C.jpg,2018-12-19 13:31:37,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,89,45,5,0.3051315934862941,False,stim\morph\7&8 20.jpg,2018-12-19 13:31:46,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,90,11,1,0.5007616893853992,False,stim\1 M024C.jpg,2018-12-19 13:31:55,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,91,45,4,0.2792173258494586,False,stim\morph\7&8 20.jpg,2018-12-19 13:32:03,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,92,11,1,0.3966506095603108,False,stim\1 M024C.jpg,2018-12-19 13:32:11,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,93,46,4,0.4270181313622743,False,stim\7 F080C.jpg,2018-12-19 13:32:21,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,94,42,1,0.5217431539203972,False,stim\morph\7&8 80.jpg,2018-12-19 13:32:30,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,95,41,1,0.4546949516516179,False,stim\8 F080C + F101C.jpg,2018-12-19 13:32:39,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,96,46,3,0.2518370687030256,True,stim\7 F080C.jpg,2018-12-19 13:32:48,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,97,15,4,0.3207565934862941,False,stim\morph\1&2 80.jpg,2018-12-19 13:32:58,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,98,44,1,0.3295332991983741,False,stim\morph\7&8 40.jpg,2018-12-19 13:33:06,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,99,16,5,0.3397092900704592,False,stim\2 M024C + M010C.jpg,2018-12-19 13:33:14,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,100,43,2,1.5207041315734386,False,stim\morph\7&8 60.jpg,2018-12-19 13:33:24,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,101,16,4,0.3164127101190388,True,stim\2 M024C + M010C.jpg,2018-12-19 13:33:34,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,102,12,1,0.4336443790234625,False,stim\morph\1&2 20.jpg,2018-12-19 13:33:42,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,103,13,1,0.3421388841234147,False,stim\morph\1&2 40.jpg,2018-12-19 13:33:51,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,104,14,1,0.9653796369675548,False,stim\morph\1&2 60.jpg,2018-12-19 13:34:01,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,105,44,1,0.4656215144786984,False,stim\morph\7&8 40.jpg,2018-12-19 13:34:10,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,106,46,3,1.2994683496654034,False,stim\7 F080C.jpg,2018-12-19 13:34:18,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,107,42,1,0.3903828216716647,False,stim\morph\7&8 80.jpg,2018-12-19 13:34:27,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,108,16,5,0.5647201670799404,True,stim\2 M024C + M010C.jpg,2018-12-19 13:34:35,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,109,43,2,0.6276624577585608,False,stim\morph\7&8 60.jpg,2018-12-19 13:34:44,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,110,45,4,0.3861804592888802,False,stim\morph\7&8 20.jpg,2018-12-19 13:34:52,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,111,11,1,0.4020581538788974,False,stim\1 M024C.jpg,2018-12-19 13:35:01,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,112,16,3,0.9142653166782112,False,stim\2 M024C + M010C.jpg,2018-12-19 13:35:11,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,113,41,2,0.3997111888602376,False,stim\8 F080C + F101C.jpg,2018-12-19 13:35:20,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,114,13,1,0.3986273964401334,False,stim\morph\1&2 40.jpg,2018-12-19 13:35:28,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,115,15,1,0.3185388301499188,False,stim\morph\1&2 80.jpg,2018-12-19 13:35:37,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,116,46,3,0.3810481447726488,True,stim\7 F080C.jpg,2018-12-19 13:35:46,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,117,14,1,0.4392069657333195,False,stim\morph\1&2 60.jpg,2018-12-19 13:35:56,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,118,12,1,0.4386006186250597,False,stim\morph\1&2 20.jpg,2018-12-19 13:36:05,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,119,14,1,0.3980162420775741,False,stim\morph\1&2 60.jpg,2018-12-19 13:36:13,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,120,43,3,0.3895622403360903,False,stim\morph\7&8 60.jpg,2018-12-19 13:36:22,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,121,44,4,0.3198840308468789,False,stim\morph\7&8 40.jpg,2018-12-19 13:36:30,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,122,46,4,0.281714525539428,False,stim\7 F080C.jpg,2018-12-19 13:36:39,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,123,12,1,0.4887306017335504,False,stim\morph\1&2 20.jpg,2018-12-19 13:36:48,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,124,16,5,0.3166221370920539,True,stim\2 M024C + M010C.jpg,2018-12-19 13:36:57,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,125,42,1,0.4307346353307366,False,stim\morph\7&8 80.jpg,2018-12-19 13:37:05,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,126,15,1,0.3437142441980541,False,stim\morph\1&2 80.jpg,2018-12-19 13:37:15,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,127,11,1,0.3681249639485031,False,stim\1 M024C.jpg,2018-12-19 13:37:24,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,128,13,1,0.3733711563982069,False,stim\morph\1&2 40.jpg,2018-12-19 13:37:34,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,129,46,2,0.3640815496910363,True,stim\7 F080C.jpg,2018-12-19 13:37:42,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,130,16,5,0.4414625880308449,False,stim\2 M024C + M010C.jpg,2018-12-19 13:37:52,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,131,45,3,0.4401678661815822,False,stim\morph\7&8 20.jpg,2018-12-19 13:38:01,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,132,41,1,0.319911373546347,False,stim\8 F080C + F101C.jpg,2018-12-19 13:38:10,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,133,16,4,0.3803318263962865,False,stim\2 M024C + M010C.jpg,2018-12-19 13:38:20,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,134,15,1,0.3996408791281283,False,stim\morph\1&2 80.jpg,2018-12-19 13:38:30,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,135,41,1,0.7225911982823163,False,stim\8 F080C + F101C.jpg,2018-12-19 13:38:38,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,136,13,1,0.5296055320650339,False,stim\morph\1&2 40.jpg,2018-12-19 13:38:48,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,137,46,4,0.3850705260410905,False,stim\7 F080C.jpg,2018-12-19 13:38:56,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,138,16,4,0.3234851544257253,True,stim\2 M024C + M010C.jpg,2018-12-19 13:39:06,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,139,12,1,0.4797976519912481,False,stim\morph\1&2 20.jpg,2018-12-19 13:39:15,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,140,11,1,0.4330407364759594,False,stim\1 M024C.jpg,2018-12-19 13:39:24,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,141,14,1,0.3888483254704624,False,stim\morph\1&2 60.jpg,2018-12-19 13:39:33,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,142,43,3,0.9296805891208352,False,stim\morph\7&8 60.jpg,2018-12-19 13:39:42,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,143,46,3,1.4151739357039332,True,stim\7 F080C.jpg,2018-12-19 13:39:52,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,144,42,1,0.3450708626769483,False,stim\morph\7&8 80.jpg,2018-12-19 13:40:00,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,145,44,3,0.50429881317541,False,stim\morph\7&8 40.jpg,2018-12-19 13:40:09,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,146,46,1,0.4173102718777954,True,stim\7 F080C.jpg,2018-12-19 13:40:18,6,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,147,45,2,0.4182666651904583,False,stim\morph\7&8 20.jpg,2018-12-19 13:40:26,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,148,12,1,0.4437677876558155,False,stim\morph\1&2 20.jpg,2018-12-19 13:40:36,2,0,0.0,eyes
LookAtMe,5,1,2,1,2,149,43,1,0.4249563117045909,False,stim\morph\7&8 60.jpg,2018-12-19 13:40:46,3,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,150,14,1,0.3951356436591595,False,stim\morph\1&2 60.jpg,2018-12-19 13:40:55,4,0,0.0,eyes
LookAtMe,5,1,2,1,2,151,16,5,0.4056821132544428,True,stim\2 M024C + M010C.jpg,2018-12-19 13:41:04,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,152,42,1,0.378401912515983,False,stim\morph\7&8 80.jpg,2018-12-19 13:41:14,2,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,153,45,3,0.3555827781092375,False,stim\morph\7&8 20.jpg,2018-12-19 13:41:24,5,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,154,16,4,0.5559332452248782,False,stim\2 M024C + M010C.jpg,2018-12-19 13:41:32,6,0,0.0,eyes
LookAtMe,5,1,2,1,2,155,13,1,0.3456886273343116,False,stim\morph\1&2 40.jpg,2018-12-19 13:41:41,3,0,0.0,eyes
LookAtMe,5,1,2,1,2,156,44,2,0.287958275526762,False,stim\morph\7&8 40.jpg,2018-12-19 13:41:50,4,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,157,15,1,0.4403917156159878,False,stim\morph\1&2 80.jpg,2018-12-19 13:42:00,5,0,0.0,eyes
LookAtMe,5,1,2,1,2,158,41,1,0.4646344732027501,False,stim\8 F080C + F101C.jpg,2018-12-19 13:42:09,1,1,0.0,mouth_nose
LookAtMe,5,1,2,1,2,159,11,1,0.4000191697850823,False,stim\1 M024C.jpg,2018-12-19 13:42:19,1,0,0.0,eyes
LookAtMe,5,1,2,1,2,160,46,3,0.678933021845296,False,stim\7 F080C.jpg,2018-12-19 13:42:29,6,1,0.0,mouth_nose
