expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change
LookAtMe1.2,43,1,1,2,1,1,41,3.0,0.8355195475742221,False,stim\7 F080C.jpg,2019-02-19 12:25:09,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,2,46,3.0,0.9775889022275804,False,stim\8 F080C + F101C.jpg,2019-02-19 12:25:18,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,3,16,3.0,1.020083362236619,False,stim\1 M024C.jpg,2019-02-19 12:25:28,6,0,eyes
LookAtMe1.2,43,1,1,2,1,4,11,3.0,0.9560521710664034,False,stim\2 M024C + M010C.jpg,2019-02-19 12:25:38,1,0,eyes
LookAtMe1.2,43,1,1,2,1,5,41,3.0,0.8320280946791172,False,stim\7 F080C.jpg,2019-02-19 12:25:47,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,6,11,3.0,1.0186323961243031,False,stim\2 M024C + M010C.jpg,2019-02-19 12:25:56,1,0,eyes
LookAtMe1.2,43,1,1,2,1,7,16,,-99.0,False,stim\1 M024C.jpg,2019-02-19 12:26:06,6,0,eyes
LookAtMe1.2,43,1,1,2,1,8,46,2.0,0.9095593681558968,False,stim\8 F080C + F101C.jpg,2019-02-19 12:26:15,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,9,11,2.0,1.0686524072661996,False,stim\2 M024C + M010C.jpg,2019-02-19 12:26:24,1,0,eyes
LookAtMe1.2,43,1,1,2,1,10,16,2.0,0.8375441087409854,False,stim\1 M024C.jpg,2019-02-19 12:26:34,6,0,eyes
LookAtMe1.2,43,1,1,2,1,11,46,1.0,1.1624198351055384,False,stim\8 F080C + F101C.jpg,2019-02-19 12:26:44,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,12,41,1.0,0.8139644870534539,False,stim\7 F080C.jpg,2019-02-19 12:26:52,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,13,16,1.0,1.172581703402102,False,stim\1 M024C.jpg,2019-02-19 12:27:02,6,0,eyes
LookAtMe1.2,43,1,1,2,1,14,41,1.0,0.6510161263868213,False,stim\7 F080C.jpg,2019-02-19 12:27:10,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,15,46,1.0,0.5819253344088793,False,stim\8 F080C + F101C.jpg,2019-02-19 12:27:19,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,16,11,1.0,0.5688501168042421,False,stim\2 M024C + M010C.jpg,2019-02-19 12:27:27,1,0,eyes
LookAtMe1.2,43,1,1,2,1,17,16,1.0,1.151107469573617,True,stim\1 M024C.jpg,2019-02-19 12:27:35,6,0,eyes
LookAtMe1.2,43,1,1,2,1,18,41,1.0,-1.3845005361363292,False,stim\7 F080C.jpg,2019-02-19 12:27:44,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,19,11,1.0,1.6593490401282909,False,stim\2 M024C + M010C.jpg,2019-02-19 12:27:55,1,0,eyes
LookAtMe1.2,43,1,1,2,1,20,46,1.0,0.5518465638160706,True,stim\8 F080C + F101C.jpg,2019-02-19 12:28:03,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,21,41,1.0,1.2803729306906462,False,stim\7 F080C.jpg,2019-02-19 12:28:12,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,22,46,4.0,0.7242792341858149,True,stim\8 F080C + F101C.jpg,2019-02-19 12:28:20,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,23,16,4.0,0.6251962063834071,True,stim\1 M024C.jpg,2019-02-19 12:28:30,6,0,eyes
LookAtMe1.2,43,1,1,2,1,24,11,1.0,0.6959149409085512,False,stim\2 M024C + M010C.jpg,2019-02-19 12:28:39,1,0,eyes
LookAtMe1.2,43,1,1,2,1,25,16,4.0,0.5716336630284786,False,stim\1 M024C.jpg,2019-02-19 12:28:48,6,0,eyes
LookAtMe1.2,43,1,1,2,1,26,46,4.0,0.612914526835084,True,stim\8 F080C + F101C.jpg,2019-02-19 12:28:58,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,27,41,1.0,0.5833366382867098,False,stim\7 F080C.jpg,2019-02-19 12:29:07,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,28,11,1.0,0.6930039953440428,False,stim\2 M024C + M010C.jpg,2019-02-19 12:29:16,1,0,eyes
LookAtMe1.2,43,1,1,2,1,29,41,1.0,0.6150066945701838,False,stim\7 F080C.jpg,2019-02-19 12:29:25,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,30,11,1.0,0.6416610172018409,False,stim\2 M024C + M010C.jpg,2019-02-19 12:29:35,1,0,eyes
LookAtMe1.2,43,1,1,2,1,31,16,4.0,0.8566260067746043,True,stim\1 M024C.jpg,2019-02-19 12:29:44,6,0,eyes
LookAtMe1.2,43,1,1,2,1,32,46,5.0,0.6484260819852352,False,stim\8 F080C + F101C.jpg,2019-02-19 12:29:54,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,33,11,1.0,0.711316391825676,False,stim\2 M024C + M010C.jpg,2019-02-19 12:30:04,1,0,eyes
LookAtMe1.2,43,1,1,2,1,34,46,4.0,0.4892395967617631,True,stim\8 F080C + F101C.jpg,2019-02-19 12:30:12,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,35,16,4.0,0.5023926366120577,True,stim\1 M024C.jpg,2019-02-19 12:30:21,6,0,eyes
LookAtMe1.2,43,1,1,2,1,36,41,2.0,-1.7488660290837288,False,stim\7 F080C.jpg,2019-02-19 12:30:31,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,37,46,4.0,0.6169927958399057,False,stim\8 F080C + F101C.jpg,2019-02-19 12:30:39,6,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,38,41,2.0,0.4731503715738654,False,stim\7 F080C.jpg,2019-02-19 12:30:48,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,39,16,4.0,0.6250213338062167,True,stim\1 M024C.jpg,2019-02-19 12:30:58,6,0,eyes
LookAtMe1.2,43,1,1,2,1,40,11,1.0,1.3441108632832766,False,stim\2 M024C + M010C.jpg,2019-02-19 12:31:08,1,0,eyes
LookAtMe1.2,43,1,1,2,1,41,16,5.0,0.6156782424077392,False,stim\1 M024C.jpg,2019-02-19 12:31:18,6,0,eyes
LookAtMe1.2,43,1,1,2,1,42,41,1.0,0.9456712603569032,False,stim\7 F080C.jpg,2019-02-19 12:31:26,1,1,mouth_nose
LookAtMe1.2,43,1,1,2,1,43,46,4.0,0.7001960258930922,True,stim\8 F080C + F101C.jpg,2019-02-19 12:31:35,6,1,mouth_nose
