expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender,ROI_change
LookAtMe,31,1,2,2,1,1,41,3,0.4086143923923373,False,stim\7 F080C.jpg,2019-01-10 13:15:55,1,1,mouth_nose
LookAtMe,31,1,2,2,1,2,46,1,1.2790977391414344,False,stim\8 F080C + F101C.jpg,2019-01-10 13:16:04,6,1,mouth_nose
LookAtMe,31,1,2,2,1,3,16,1,0.4651176277548074,False,stim\2 M024C + M010C.jpg,2019-01-10 13:16:14,6,0,eyes
LookAtMe,31,1,2,2,1,4,11,1,0.5147641557268798,False,stim\1 M024C.jpg,2019-01-10 13:16:22,1,0,eyes
LookAtMe,31,1,2,2,1,5,41,1,1.7434290386736393,False,stim\7 F080C.jpg,2019-01-10 13:16:32,1,1,mouth_nose
LookAtMe,31,1,2,2,1,6,11,1,0.4257035790942609,False,stim\1 M024C.jpg,2019-01-10 13:16:42,1,0,eyes
LookAtMe,31,1,2,2,1,7,16,1,0.5879551507532597,False,stim\2 M024C + M010C.jpg,2019-01-10 13:16:51,6,0,eyes
LookAtMe,31,1,2,2,1,8,46,1,0.3612306979484856,False,stim\8 F080C + F101C.jpg,2019-01-10 13:17:00,6,1,mouth_nose
LookAtMe,31,1,2,2,1,9,11,1,0.4489442715421319,False,stim\1 M024C.jpg,2019-01-10 13:17:09,1,0,eyes
LookAtMe,31,1,2,2,1,10,16,1,0.5649716597981751,False,stim\2 M024C + M010C.jpg,2019-01-10 13:17:18,6,0,eyes
LookAtMe,31,1,2,2,1,11,46,1,0.4225970273837447,False,stim\8 F080C + F101C.jpg,2019-01-10 13:17:27,6,1,mouth_nose
LookAtMe,31,1,2,2,1,12,41,1,0.3565358663909137,False,stim\7 F080C.jpg,2019-01-10 13:17:36,1,1,mouth_nose
LookAtMe,31,1,2,2,1,13,16,1,0.3335079061798751,False,stim\2 M024C + M010C.jpg,2019-01-10 13:17:45,6,0,eyes
LookAtMe,31,1,2,2,1,14,41,1,0.4152661799453199,False,stim\7 F080C.jpg,2019-01-10 13:17:55,1,1,mouth_nose
LookAtMe,31,1,2,2,1,15,46,1,0.6321394490078092,False,stim\8 F080C + F101C.jpg,2019-01-10 13:18:03,6,1,mouth_nose
LookAtMe,31,1,2,2,1,16,11,1,0.3695792346261441,False,stim\1 M024C.jpg,2019-01-10 13:18:13,1,0,eyes
LookAtMe,31,1,2,2,1,17,16,1,0.5191801516339183,True,stim\2 M024C + M010C.jpg,2019-01-10 13:18:21,6,0,eyes
LookAtMe,31,1,2,2,1,18,41,1,0.581921128090471,False,stim\7 F080C.jpg,2019-01-10 13:18:30,1,1,mouth_nose
LookAtMe,31,1,2,2,1,19,11,1,0.5905244629830122,False,stim\1 M024C.jpg,2019-01-10 13:18:39,1,0,eyes
LookAtMe,31,1,2,2,1,20,46,1,0.4727510479278862,True,stim\8 F080C + F101C.jpg,2019-01-10 13:18:49,6,1,mouth_nose
LookAtMe,31,1,2,2,1,21,41,1,0.4479256807826459,False,stim\7 F080C.jpg,2019-01-10 13:18:57,1,1,mouth_nose
LookAtMe,31,1,2,2,1,22,46,4,0.3811518065631389,True,stim\8 F080C + F101C.jpg,2019-01-10 13:19:06,6,1,mouth_nose
LookAtMe,31,1,2,2,1,23,16,1,0.4039508099667728,True,stim\2 M024C + M010C.jpg,2019-01-10 13:19:16,6,0,eyes
LookAtMe,31,1,2,2,1,24,11,1,0.3663149373605847,False,stim\1 M024C.jpg,2019-01-10 13:19:25,1,0,eyes
LookAtMe,31,1,2,2,1,25,16,5,0.4090176220051944,False,stim\2 M024C + M010C.jpg,2019-01-10 13:19:34,6,0,eyes
LookAtMe,31,1,2,2,1,26,46,4,0.3676054524257779,True,stim\8 F080C + F101C.jpg,2019-01-10 13:19:42,6,1,mouth_nose
LookAtMe,31,1,2,2,1,27,41,1,0.4613704760558903,False,stim\7 F080C.jpg,2019-01-10 13:19:51,1,1,mouth_nose
LookAtMe,31,1,2,2,1,28,11,1,0.5406781230121851,False,stim\1 M024C.jpg,2019-01-10 13:19:59,1,0,eyes
LookAtMe,31,1,2,2,1,29,41,1,0.4561939924024045,False,stim\7 F080C.jpg,2019-01-10 13:20:08,1,1,mouth_nose
LookAtMe,31,1,2,2,1,30,11,3,0.3139263270422816,False,stim\1 M024C.jpg,2019-01-10 13:20:18,1,0,eyes
LookAtMe,31,1,2,2,1,31,16,5,0.3858962156809866,True,stim\2 M024C + M010C.jpg,2019-01-10 13:20:27,6,0,eyes
LookAtMe,31,1,2,2,1,32,46,5,0.4214399205520749,False,stim\8 F080C + F101C.jpg,2019-01-10 13:20:37,6,1,mouth_nose
LookAtMe,31,1,2,2,1,33,11,1,0.4329608120024204,False,stim\1 M024C.jpg,2019-01-10 13:20:46,1,0,eyes
LookAtMe,31,1,2,2,1,34,46,3,0.3465665983967483,True,stim\8 F080C + F101C.jpg,2019-01-10 13:20:55,6,1,mouth_nose
LookAtMe,31,1,2,2,1,35,16,5,0.3496989896520972,True,stim\2 M024C + M010C.jpg,2019-01-10 13:21:04,6,0,eyes
LookAtMe,31,1,2,2,1,36,41,1,0.463245103135705,False,stim\7 F080C.jpg,2019-01-10 13:21:14,1,1,mouth_nose
LookAtMe,31,1,2,2,1,37,46,5,0.2770193936303258,False,stim\8 F080C + F101C.jpg,2019-01-10 13:21:23,6,1,mouth_nose
LookAtMe,31,1,2,2,1,38,41,1,0.4602773687802255,False,stim\7 F080C.jpg,2019-01-10 13:21:33,1,1,mouth_nose
LookAtMe,31,1,2,2,1,39,16,5,0.3605309049598872,True,stim\2 M024C + M010C.jpg,2019-01-10 13:21:42,6,0,eyes
LookAtMe,31,1,2,2,1,40,11,1,0.2890679086558521,False,stim\1 M024C.jpg,2019-01-10 13:21:51,1,0,eyes
LookAtMe,31,1,2,2,1,41,16,5,0.2643437990918755,False,stim\2 M024C + M010C.jpg,2019-01-10 13:22:01,6,0,eyes
LookAtMe,31,1,2,2,1,42,41,1,0.38937354600057,False,stim\7 F080C.jpg,2019-01-10 13:22:10,1,1,mouth_nose
LookAtMe,31,1,2,2,1,43,46,4,0.2861124933697283,True,stim\8 F080C + F101C.jpg,2019-01-10 13:22:19,6,1,mouth_nose
LookAtMe,31,1,2,2,1,44,11,1,0.3345673601143062,False,stim\1 M024C.jpg,2019-01-10 13:22:28,1,0,eyes
LookAtMe,31,1,2,2,1,45,16,5,0.3513506688177585,True,stim\2 M024C + M010C.jpg,2019-01-10 13:22:37,6,0,eyes
LookAtMe,31,1,2,2,1,46,11,1,0.3901815074495971,False,stim\1 M024C.jpg,2019-01-10 13:22:47,1,0,eyes
