RECORDING_SESSION_LABEL,TRIAL_LABEL,CURRENT_FIX_X,CURRENT_FIX_Y,IS_VALID
32,1,886.2,395.8,True
32,2,880.3,386.1,True
32,3,875.2063829787235,401.1734042553192,True
32,4,894.0,384.7,True
32,5,876.9217712177121,387.29003690036905,True
32,6,878.0609154929579,385.8640845070423,True
32,7,875.08125,386.0625,True
32,8,880.936236933798,385.58850174216025,True
32,9,888.3833922261484,381.6826855123674,False
32,10,881.7938181818181,385.81927272727273,True
32,11,892.2057915057915,356.46525096525096,False
32,12,879.3,386.5,True
32,13,873.0955223880599,382.9074626865671,True
32,14,878.5,385.5,True
32,15,880.7734767025089,390.8146953405018,True
32,16,887.8972027972027,392.0055944055944,True
32,17,876.6,398.5,True
32,18,908.5235507246376,378.7728260869565,False
32,19,892.305138339921,388.303162055336,True
32,20,881.8128571428571,369.28857142857146,False
32,21,890.7,378.3,False
32,22,871.0057553956834,379.97374100719423,False
32,23,886.6000000000001,388.2058823529412,True
32,24,884.8179282868525,375.37011952191233,False
32,25,861.9390510948906,369.3259124087591,False
32,26,889.8466403162055,391.3343873517787,True
32,27,892.8,390.6,True
32,28,892.487456445993,389.6073170731708,True
32,29,887.1363636363636,387.12,True
32,30,871.3655038759689,390.9379844961241,True
32,31,891.1,380.7,False
32,32,892.5602150537634,387.9763440860215,True
32,33,889.0802469135803,388.0913580246914,True
32,34,871.8,386.1,True
32,35,826.7158088235294,338.8547794117647,False
32,36,890.5451957295375,386.0167259786477,True
32,37,877.6573943661972,385.6151408450704,True
32,38,866.7923076923076,389.8076923076923,True
32,39,867.5,396.6,True
32,40,885.0654676258993,402.3780575539568,True
32,41,893.4571428571429,382.2376306620209,False
32,42,871.8,393.8,True
32,43,887.9666666666667,383.3708333333333,True
32,44,896.1,388.8,True
32,45,871.0,382.0,False
32,46,893.683916083916,397.74195804195807,True
32,47,878.8,384.5,True
32,48,894.7,374.0,False
32,49,877.0927797833936,396.831046931408,True
32,50,871.0879032258064,399.0318548387097,True
32,51,886.5,401.0,True
32,52,874.0,399.7,True
32,53,864.8191489361702,393.7000000000001,True
32,54,873.6,409.7,True
32,55,873.2498281786942,386.3701030927835,True
32,56,854.8344696969697,366.46136363636367,False
32,57,864.6605263157895,363.2828947368421,False
32,58,858.0,399.9,True
32,59,865.2,380.7,False
32,60,856.3,398.5,True
32,61,874.2025641025641,376.40769230769234,False
32,62,865.0,390.4,True
32,63,885.2,394.3,True
32,64,870.5,394.0,True
32,65,861.9,393.9,True
32,66,859.9,394.4,True
32,67,887.0,404.0,True
32,68,875.5404580152671,344.3408396946565,False
32,69,866.249645390071,390.9539007092199,True
32,70,892.8501915708813,392.8463601532567,True
32,71,878.9016194331984,396.52995951417,True
32,72,856.5847272727273,389.0225454545454,True
32,73,854.7617747440272,385.8300341296929,True
32,74,885.6162629757786,380.0276816608997,False
32,75,856.2,391.2,True
32,76,881.9739436619718,371.9556338028169,False
32,77,887.2,390.8,True
32,78,868.2,403.2,True
32,79,860.7,394.1,True
32,80,877.2,375.2,False
32,81,864.9,389.6,True
32,82,871.0148514851485,413.6287128712871,True
32,83,869.8,380.8,False
32,84,876.5439446366781,394.3750865051903,True
32,85,876.4,398.2,True
32,86,961.9,345.1,False
32,87,621.8,389.6,False
32,88,892.36992481203,396.74022556390975,True
32,89,885.3129496402878,407.1104316546762,True
32,90,883.1,398.9,True
32,91,882.6,397.5,True
32,92,875.8,397.7,True
32,93,875.3,394.9,True
32,94,873.8,391.6,True
32,95,854.1,404.2,True
32,96,1196.4140350877192,461.9936842105264,False
32,97,883.1,409.9,True
32,98,864.8,389.8,True
32,99,849.0,349.8,False
32,100,850.1,410.5,True
32,101,870.9037931034483,403.8431034482759,True
32,102,885.8,333.2,False
32,103,890.3083623693379,412.1324041811847,True
32,104,873.6590405904058,404.00738007380073,True
32,105,856.5,400.3,True
32,106,863.8,399.3,True
32,107,869.982867132867,406.43531468531467,True
32,108,924.4,390.2,True
32,109,878.1,407.5,True
32,110,883.9,413.5,True
32,111,880.0,401.3,True
32,112,869.8,393.3,True
32,113,861.4,397.1,True
32,114,888.8,407.3,True
32,115,876.0,379.7,False
32,116,853.6,371.4,False
32,117,865.2,377.7,False
32,118,887.4,386.3,True
32,119,891.6,389.9,True
32,120,878.3,403.6,True
32,121,875.1347368421052,398.1315789473685,True
32,122,867.4,415.8,True
32,123,860.1,378.6,False
32,124,859.6,402.9,True
32,125,898.4402985074627,400.1440298507463,True
32,126,878.5,412.0,True
32,127,886.0181818181817,387.2181818181818,True
32,128,878.4,414.6,True
32,129,877.5971428571428,416.8371428571429,True
32,130,918.052380952381,496.0438095238095,True
32,131,869.7858131487889,393.16782006920414,True
32,132,865.2,403.2,True
32,133,921.8208333333334,397.0437500000001,True
32,134,858.2,397.8,True
32,135,866.1,382.7,True
32,136,877.3821428571429,426.4660714285714,True
32,137,874.318556701031,403.3886597938144,True
32,138,839.2897058823529,336.9323529411765,False
32,139,886.5577519379844,409.6589147286822,True
32,140,877.3073426573426,396.8003496503496,True
32,141,892.4863157894736,410.1989473684211,True
32,142,885.5,406.8,True
32,143,870.8307189542484,449.6254901960784,True
32,144,898.0625,390.3101851851852,True
32,145,886.9808873720136,395.3184300341297,True
32,146,866.2,404.3,True
32,147,894.5747126436781,411.52796934865904,True
32,148,883.2,409.3,True
32,149,867.6738515901061,396.69611307420496,True
32,150,873.7,417.8,True
32,151,880.9696551724137,402.2806896551724,True
32,152,874.0,405.5,True
32,153,876.7,403.6,True
32,154,893.7370517928287,408.4426294820717,True
